0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 5) Occupational therapy,C,E,E,C,C,C,A,C,A,C,C,C,D,B,C,C,C,A,A,B,C,C,C,D,D,C,C,D,D,E,C
Team-centred Domain levels: 6) Physiotherapy,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,C,B,B,D,D,C,B,D,B,B,B,D,D,D,C
Team-centred Domain levels: 7) Speech and Language therapy,C,C,E,E,E,C,C,C,C,C,C,C,C,C,C,B,D,B,C,E,D,D,C,C,C,C,C,D,C,C,D
Team-centred Domain levels: 8) MDT working,B,B,B,A,C,C,B,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 9) Standards by discharge,D,D,C,C,B,B,B,C,C,D,B,B,A,B,B,A,B,A,A,B,B,A,A,B,B,C,A,A,A,A,B
Team-centred Domain levels: 10) Discharge processes,C,C,B,B,C,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,B,C,C,B,C,C,B,C,B,B,C
Team-centred KI level Team-centred Total KI level,C,C,C,B,C,B,A,B,A,B,B,B,B,A,B,A,B,A,A,B,C,B,B,C,B,B,B,C,B,C,C
Team-centred KI level Team-centred Total KI score,68,68,60,78,66,70,82,76.7,83.3,70,80,80,80,83.3,80.0,86.7,73.3,93.3,86.7,70.0,66.7,70.0,76.7,66.7,70.0,70.0,80.0,63.3,70.0,66.7,66.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,C,D,B,C,B,A,C,A,C,B,B,B,B,B,A,C,A,A,C,C,C,B,C,C,B,B,C,B,C,C
Team-centred SSNAP level Team-centred SSNAP score,61.2,61.4,57,74.1,62.7,70,82,69.2,83.3,63.2,80,80,80,79.2,80.0,82.3,69.7,93.3,82.3,66.5,66.7,66.5,76.7,66.7,66.5,70.0,80.0,63.3,70.0,66.7,66.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,100,121,122,96,121,130,114,162,142,67,89,82,88,89,83,85,69,60,71,88,91,87,89,90,87,62,71,77,84,84
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.72,0.79,0.78,0.74,0.86,0.78,0.69,0.86,0.95,0.94,0.95,0.93,0.96,99%,0.95,0.96,93%,94%,90%,95%,96%,94%,94%,91%,88%,83%,85%,91%,89%,88%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,43,88,93,76,85,87,98,110,65,30,36,34,41,40,38,43,40,37,35,29,25,23,19,44,64,45,44,54,60,58
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.43,0.73,0.76,0.79,0.7,0.67,0.86,0.68,0.46,0.45,0.4,0.41,0.47,45%,0.46,0.51,58%,62%,49%,33%,27%,26%,21%,49%,74%,73%,62%,70%,71%,69%
