0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,B,B,A,A,A,B,B,A,B,B,C,C,C,C,C,D,C,C,D,C,B,C,C,D,C,C,C,D,C,D,D
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,B,B,A,B,B,B,C,B,B,B,A,B,B,A,A,A,A,A,A,A,B,B,A,B
Patient-centred Domain levels: 5) Occupational therapy,E,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,C,C
Patient-centred Domain levels: 6) Physiotherapy,C,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,B,C,B,C,C,B,C,C,B,C,C,C,B,B,C,C,C,B,A,A,B,B,B,B,B,C,C,C,C,C,C
Patient-centred Domain levels: 8) MDT working,D,D,D,B,C,C,C,B,C,C,C,B,B,B,B,B,C,B,B,B,A,C,C,C,C,C,C,C,B,D,C
Patient-centred Domain levels: 9) Standards by discharge,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A
Patient-centred Domain levels: 10) Discharge processes,D,C,B,B,B,C,B,B,B,B,B,C,B,B,B,B,C,B,B,B,B,B,C,A,A,A,B,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,C,C,A,A,A,A,A,A,A,A,B,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,62,68,82,88,84,82,82,88,86,84,78,78,82,80,80.0,80,74,82.0,80.0,80.0,88.0,80.0,76.0,78.0,80.0,78.0,76.0,70.0,76.0,70.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,C,B,B,B,B,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,50.1,61.4,74,79.4,79.8,77.9,77.9,83.6,81.7,75.8,78,74.1,82,80,80.0,76,74,82.0,76.0,80.0,88.0,80.0,76.0,78.0,80.0,78.0,76.0,70.0,76.0,70.0,70.0
Team-centred Domain levels: 1) Scanning,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,D,D,D,B,B,C,C,B,C,C,E,E,D,D,D,D,E,E,E,E,D,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,B,B,A,A,A,B,B,A,B,B,C,D,C,C,C,D,C,C,D,C,B,B,C,D,C,C,C,D,C,D,D
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,B,B,A,B,B,B,C,B,B,B,A,B,B,A,A,A,A,A,A,A,B,B,A,B
Team-centred Domain levels: 5) Occupational therapy,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,C,B
Team-centred Domain levels: 6) Physiotherapy,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,B,C,A,B,B,A,B,B,A,B,B,B,A,B,B,C,D,B,A,A,A,A,B,B,B,C,C,C,C,D,C
Team-centred Domain levels: 8) MDT working,D,C,C,B,C,C,C,B,C,C,C,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,B,C,B,D,D
Team-centred Domain levels: 9) Standards by discharge,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A
Team-centred Domain levels: 10) Discharge processes,E,B,C,C,C,B,B,B,B,C,B,C,C,B,B,C,C,C,C,C,C,C,C,A,A,A,B,B,A,A,A
Team-centred KI level Team-centred Total KI level,C,B,A,A,A,A,A,A,A,A,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,C,B
Team-centred KI level Team-centred Total KI score,62,70,84,88,86,86,84,90,86,84,78,76,80,80,82.0,76,74,80.0,78.0,78.0,86.0,80.0,78.0,76.0,80.0,76.0,78.0,70.0,76.0,66.0,70.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,C,B,B,A,A,B,A,A,B,B,B,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,C,B
Team-centred SSNAP level Team-centred SSNAP score,50.1,63.2,75.8,79.4,81.7,81.7,79.8,85.5,81.7,75.8,78,72.2,80,80,82.0,72.2,74,80.0,74.1,78.0,86.0,80.0,78.0,76.0,80.0,76.0,78.0,70.0,76.0,66.0,70.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,311,307,286,276,313,327,351,364,302,330,353,350,344,326,328,382,380,391,390,342,340,314,297,329,332,313,340,328,323,337
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.97,0.93,0.93,0.97,0.98,0.97,0.98,0.99,0.98,0.98,0.98,0.96,0.97,98%,0.97,0.96,97%,99%,99%,96%,94%,94%,94%,95%,93%,88%,87%,88%,89%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,36,58,59,34,17,6,8,19,16,89,79,71,62,54,40,53,46,34,40,60,113,96,49,43,50,45,45,59,90,110
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.12,0.19,0.21,0.12,0.05,0.02,0.02,0.05,0.05,0.27,0.22,0.2,0.18,17%,0.12,0.14,12%,9%,10%,18%,33%,31%,16%,13%,15%,14%,13%,18%,28%,33%
