0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred SSNAP level Patient-centred SSNAP score,28.8,49.6,47.9,42.5,54.4,64.6,70.2,81.7,70.2,70.2,82,82,76,72,66.0,60.8,66,49.3,37.4,32.3,38.0,38.0,46.0,44.0,43.7,47.5,46.0,48.0,48.0,44.0,47.5
Team-centred Domain levels: 1) Scanning,C,B,B,C,A,A,A,A,A,A,B,A,B,B,B,B,B,E,E,E,E,E,E,E,D,E,E,D,D,E,E
Team-centred Domain levels: 2) Stroke unit,D,C,D,E,D,C,B,B,B,C,C,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,E,D,E,D,C,B,B,B,B,B,B,B,B,B,C,C,C,.,.,.,E,.,E,.,E,E,E,E,.,.,.
Team-centred Domain levels: 4) Specialist Assessments,D,C,B,D,B,B,B,B,B,C,A,A,B,B,B,B,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 5) Occupational therapy,Insufficient records,C,A,A,A,A,A,A,A,A,A,A,A,A,C,C,D,D,D,E,E,E,C,E,C,C,C,C,C,E,D
Team-centred Domain levels: 6) Physiotherapy,Insufficient records,C,B,B,B,B,B,B,A,B,B,B,B,B,D,C,B,B,C,D,C,C,C,C,C,C,B,B,B,C,D
Team-centred Domain levels: 7) Speech and Language therapy,Insufficient records,E,E,E,E,E,B,B,B,B,B,C,C,D,C,B,D,E,E,E,E,E,E,E,E,E,E,E,E,D,D
Team-centred Domain levels: 8) MDT working,B,B,C,D,D,C,B,B,C,C,B,B,B,B,B,B,B,D,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 9) Standards by discharge,Insufficient records,D,D,E,D,B,C,C,D,D,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,A,B
Team-centred Domain levels: 10) Discharge processes,Insufficient records,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,C,B,A,A,A,B,A,A,B,B,C,B,C,D,D,E,E,E,D,D,D,D,D,D,D,D,D
Team-centred KI level Team-centred Total KI score,48,58,58,50,66,76,84,84,82,76,84,82,78,74,66.0,70,64,46.7,42.2,37.8,38.0,37.8,42.0,40.0,44.0,42.0,44.0,46.0,48.9,44.4,42.2
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,D,D,C,B,B,B,C,A,A,B,B,C,C,C,E,E,E,E,E,D,D,D,E,D,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,28.8,49.6,49.6,42.5,56.1,64.6,75.6,79.8,73.8,68.4,84,82,78,74,66.0,66.5,64,39.7,35.9,32.1,36.1,37.8,42.0,40.0,41.8,39.9,44.0,46.0,48.9,44.4,40.1
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,40,67,139,187,221,250,282,323,330,370,358,366,399,405,392,358,195,155,177,207,195,188,215,259,238,220,246,275,297,274
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.47,0.74,0.93,0.99,1,1,1,1,1,1,1,1,1,100%,0.99,0.99,100%,99%,98%,99%,99%,99%,98%,99%,97%,96%,99%,100%,98%,98%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,6,27,23,5,1,0,0,0,0,5,9,9,11,14,19,12,30,12,14,18,11,11,16,26,26,16,17,22,33,28
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.15,0.4,0.17,0.03,0,0,0,0,0,0.01,0.03,0.02,0.03,3%,0.05,0.03,15%,8%,8%,9%,6%,6%,7%,10%,11%,7%,7%,8%,11%,10%
