0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,B,B,C,B,C,B
Patient-centred Domain levels: 4) Specialist Assessments,B,B,A,B,B,B,B,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,C,C,B,C,B,A,C,C,C,B
Patient-centred Domain levels: 6) Physiotherapy,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,B,A,B,B,A,B,B,B,C,B,C,B,B,C,B,B
Patient-centred Domain levels: 8) MDT working,E,D,A,A,A,B,B,B,A,A,B,B,B,A,A,A,A,A,A,B,A,A,A,B,B,B,B,C,C,B,B
Patient-centred Domain levels: 9) Standards by discharge,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,D,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,B,B,B,B,A
Patient-centred KI level Patient-centred Total KI level,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A
Patient-centred KI level Patient-centred Total KI score,76,80,94,90,88,88,88,90,94,94,88,92,88,92,94.0,92,94,90.0,88.0,86.0,82.0,84.0,82.0,80.0,78.0,78.0,84.0,74.0,74.0,76.0,84.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,C,C,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,64.6,72,89.3,85.5,79.2,83.6,83.6,90,89.3,94,83.6,87.4,88,92,94.0,92,94,85.5,79.4,81.7,77.9,79.8,77.9,72.0,74.1,74.1,79.8,62.9,62.9,68.4,75.6
Team-centred Domain levels: 2) Stroke unit,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,C,D,C,C,C,D,C,C,D,C,C
Team-centred Domain levels: 6) Physiotherapy,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,C,B,B,B,C,B,B,C,B,C,C,C,B,B
Team-centred Domain levels: 7) Speech and Language therapy,B,C,A,B,B,B,C,B,A,A,C,B,B,A,B,B,A,C,B,B,B,C,B,C,C,B,C,C,D,B,A
Team-centred Domain levels: 9) Standards by discharge,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,C,C,C,C,C,B,B,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Team-centred KI level Team-centred Total KI level,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,B,B,B,B,B,A,A
Team-centred KI level Team-centred Total KI score,83.3,80,90,86.7,83.3,90,86.7,90,93.3,93.3,86.7,93.3,90,90,90.0,93.3,96.7,80.0,86.7,83.3,83.3,73.3,83.3,80.0,76.7,80.0,76.7,76.7,70.0,83.3,86.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,C,B,B,B,B,B,C,D,B,B
Team-centred SSNAP level Team-centred SSNAP score,70.8,72,85.5,82.3,75,85.5,82.3,90,88.7,93.3,82.3,88.7,90,90,90.0,93.3,96.7,76.0,78.2,79.2,79.2,69.7,79.2,72.0,72.8,76.0,72.8,65.2,59.5,75.0,78.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,207,187,181,221,201,194,201,207,196,276,272,248,226,240,214,193,207,203,192,227,271,311,317,313,290,316,320,327,281,288
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.96,0.9,0.92,0.95,0.82,0.81,0.87,0.92,0.93,0.96,0.94,0.93,0.91,91%,0.9,0.91,94%,94%,91%,95%,97%,97%,96%,97%,94%,93%,90%,90%,90%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,53,59,68,80,69,81,104,108,120,56,61,58,54,90,101,113,95,99,118,129,113,110,79,93,102,102,109,119,83,86
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.26,0.32,0.38,0.36,0.34,0.42,0.52,0.52,0.61,0.2,0.22,0.23,0.24,38%,0.47,0.59,46%,49%,61%,57%,42%,35%,25%,30%,35%,32%,34%,36%,30%,30%
