0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred KI level Patient-centred Total KI score,24,32,36,34,42,46,46,56,50,58,64,60,60,52,56.0,60,52,52.0,44.0,48.0,44.0,52.0,50.0,46.0,52.0,56.0,52.0,52.0,58.0,54.0,60.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,E,E,E,E,D,D,D,C,C,C,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D
Patient-centred SSNAP level Patient-centred SSNAP score,13,28.8,32.4,28.9,35.7,39.1,39.1,47.6,40,55.1,64,60,60,42,45.2,51,49.4,44.2,37.4,40.8,41.8,49.4,47.5,43.7,49.4,53.2,49.4,49.4,52.2,51.3,57.0
Team-centred Domain levels: 1) Scanning,E,E,E,E,D,D,E,E,E,,,,,E,E,E,,D,E,D,E,D,E,E,D,D,E,D,E,D,D
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,E,E,B,D,C,D,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,E,E,E,E,D,E,.,.,.,,,,,.,.,.,,E,.,.,.,.,.,.,E,E,.,.,.,.,.
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,D,D,E,E,E,E,,,,,E,E,E,,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 5) Occupational therapy,Insufficient records,D,D,D,C,E,C,B,B,A,B,B,A,A,B,A,C,C,D,C,D,C,C,C,C,C,C,C,C,C,C
Team-centred Domain levels: 6) Physiotherapy,Insufficient records,C,B,C,B,C,C,C,B,B,B,A,A,B,A,A,B,B,B,B,C,B,B,B,B,B,B,B,A,B,B
Team-centred Domain levels: 7) Speech and Language therapy,Insufficient records,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D
Team-centred Domain levels: 8) MDT working,D,C,D,D,D,D,E,E,E,,,,,E,D,E,,E,E,E,E,E,E,E,D,D,D,E,D,E,E
Team-centred Domain levels: 9) Standards by discharge,Insufficient records,E,D,E,D,D,C,D,D,D,A,B,A,A,B,B,A,B,C,B,C,B,B,B,A,A,B,A,A,B,A
Team-centred Domain levels: 10) Discharge processes,Insufficient records,D,D,D,D,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,E,E,E,E,D,E,E,D,D,C,B,B,B,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Team-centred KI level Team-centred Total KI score,28,34,36,32,42,36,37.8,40,42.2,66.7,70,73.3,76.7,53.3,53.3,53.3,66.7,46.0,42.2,48.9,40.0,48.9,46.7,46.7,50.0,50.0,48.9,51.1,53.3,51.1,53.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,E,E,E,E,E,E,C,B,B,B,D,D,D,C,E,E,D,E,D,D,D,D,D,D,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,15.1,30.6,32.4,27.2,35.7,30.6,32.1,34,33.8,63.3,70,73.3,76.7,43.1,43.1,45.3,63.3,39.1,35.9,41.6,38.0,46.4,44.3,44.3,47.5,47.5,46.4,48.6,48.0,48.6,50.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,30,112,138,109,131,153,164,120,94,93,95,96,103,106,113,112,82,82,115,131,125,147,171,154,158,142,134,152,177,173
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.94,0.98,0.97,0.89,0.96,0.95,0.96,1,1,1,1,1,1,100%,0.99,0.99,96%,96%,97%,98%,98%,99%,99%,99%,98%,98%,100%,100%,100%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,71,106,81,46,1,2,2,2,1,4,4,6,6,12,13,22,11,20,16,13,13,20,25,34,22,17,19,17,11
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.63,0.77,0.74,0.35,0.01,0.01,0.02,0.02,0.01,0.04,0.04,0.06,6%,0.11,0.12,27%,13%,17%,12%,10%,9%,12%,16%,22%,15%,13%,13%,10%,6%
