0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 7) Speech and Language therapy,D,D,C,E,D,C,C,C,E,D,D,D,E,C,C,C,C,B,B,C,C,C,C,D,D,E,E,E,E,C,D
Team-centred Domain levels: 9) Standards by discharge,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A
Team-centred Domain levels: 10) Discharge processes,D,B,B,B,B,C,B,B,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,B,B,A,A,A
Team-centred KI level Team-centred Total KI level,D,C,A,B,B,B,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,53.3,63.3,83.3,73.3,76.7,76.7,80,90,86.7,83.3,73.3,73.3,76.7,80,76.7,73.3,73.3,80.0,80.0,76.7,73.3,76.7,73.3,80.0,80.0,76.7,76.7,70.0,73.3,76.7,73.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,B,C,B,C,C,A,B,B,C,B,C,B,C,C,C,B,B,B,C,C,D,C,B,B,B,C,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,50.7,53.8,71.3,69.7,72.8,69,61.2,85.5,73.7,70.8,69.7,73.3,69,76,65.2,62.3,69.7,76.0,76.0,72.8,69.7,65.5,59.2,68.0,72.0,72.8,72.8,66.5,73.3,76.7,73.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,137,126,107,113,130,140,161,161,103,127,135,135,138,144,148,164,173,164,153,118,137,155,147,153,162,157,151,160,164,178
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.96,0.91,0.91,0.97,0.98,0.96,0.96,0.98,0.97,0.94,0.95,0.92,0.95,99%,0.95,0.93,97%,99%,100%,94%,91%,92%,91%,92%,92%,84%,81%,84%,87%,86%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,28,31,34,24,7,5,6,12,9,47,44,34,33,34,27,33,26,16,15,19,47,54,31,20,19,25,26,35,48,60
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.2,0.25,0.32,0.21,0.05,0.04,0.04,0.07,0.09,0.37,0.33,0.25,0.24,24%,0.18,0.2,15%,10%,10%,16%,34%,35%,21%,13%,12%,16%,17%,22%,29%,34%
