0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 7) Speech and Language therapy,D,E,E,E,E,E,C,C,B,D,E,D,C,A,B,B,B,C,C,E,C,B,C,B,E,D,B,C,C,E,E
Patient-centred Domain levels: 8) MDT working,D,C,C,C,C,C,C,B,B,B,C,C,B,C,C,C,B,B,B,B,B,B,B,B,C,C,B,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B,C,B,A,B,A
Patient-centred Domain levels: 10) Discharge processes,C,C,D,D,D,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B
Patient-centred KI level Patient-centred Total KI level,D,C,B,D,C,B,B,A,A,B,A,B,B,B,A,A,A,B,B,C,B,B,B,A,C,B,A,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,56,64,70,56,60,70,78,86,86,80,82,80,78,78,82.0,82,86,80.0,80.0,64.0,70.0,78.0,76.0,84.0,68.0,74.0,84.0,72.0,78.0,70.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,C,C,D,D,C,B,A,A,B,B,C,B,B,A,A,A,B,B,D,C,B,B,B,C,B,A,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,53.2,60.8,63.2,47.9,54,66.5,78,86,86,80,77.9,64.6,78,78,82.0,82,86,80.0,76.0,57.8,66.5,78.0,76.0,71.4,68.0,74.0,84.0,72.0,78.0,70.0,76.0
Team-centred Domain levels: 1) Scanning,C,B,B,C,B,C,C,B,C,B,A,B,B,C,B,B,A,A,A,B,B,B,B,A,B,B,A,B,A,B,A
Team-centred Domain levels: 2) Stroke unit,C,B,B,B,B,B,B,B,B,B,B,C,C,C,B,C,C,B,C,C,D,C,C,C,D,C,C,C,C,C,C
Team-centred Domain levels: 3) Thrombolysis,D,C,B,E,C,C,D,C,B,C,B,B,C,C,C,C,C,C,D,D,D,E,D,E,D,D,B,D,D,C,B
Team-centred Domain levels: 4) Specialist Assessments,C,A,B,D,D,D,B,B,B,B,B,B,B,C,B,B,B,A,B,B,A,B,B,B,B,B,A,B,B,B,A
Team-centred Domain levels: 5) Occupational therapy,C,D,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,C,B,D,C,A,A,A,B,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,C,B,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,D,B,A,A,B,B,A,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,C,C,B,D,E,D,C,A,B,B,B,C,C,E,C,B,C,B,E,E,B,C,D,E,E
Team-centred Domain levels: 8) MDT working,C,C,C,C,C,C,C,C,B,B,C,C,B,C,B,C,B,B,B,B,B,B,B,B,B,B,B,C,C,C,B
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B,C,B,A,B,A
Team-centred Domain levels: 10) Discharge processes,C,C,D,D,D,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B
Team-centred KI level Team-centred Total KI level,D,C,B,D,C,C,B,A,A,B,A,B,B,B,A,A,A,A,B,C,B,B,B,A,B,B,A,B,B,B,B
Team-centred KI level Team-centred Total KI score,56,66,70,56,60,68,78,82,86,80,82,80,78,78,86.0,82,86,82.0,78.0,64.0,70.0,78.0,76.0,82.0,70.0,72.0,86.0,74.0,76.0,70.0,80.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,C,C,D,D,C,B,A,A,B,B,C,B,B,A,A,A,A,B,D,C,B,B,C,B,B,A,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,53.2,62.7,63.2,47.9,54,64.6,78,82,86,80,77.9,64.6,78,78,86.0,82,86,82.0,74.1,57.8,66.5,78.0,76.0,69.7,70.0,72.0,86.0,74.0,76.0,70.0,80.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,109,105,124,174,205,204,255,221,141,172,177,215,247,220,240,274,260,266,278,305,302,287,295,298,303,323,327,337,383,444
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.67,0.65,0.81,0.98,1,0.98,0.95,0.79,0.56,0.65,0.79,0.89,0.96,94%,0.94,0.9,92%,97%,100%,100%,99%,99%,100%,100%,100%,100%,100%,100%,99%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,104,98,65,7,0,124,147,133,126,143,131,121,144,145,150,154,227,114,1,0,1,61,71,20,1,1,2,2,0,45
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.95,0.93,0.52,0.04,0,0.61,0.58,0.6,0.89,0.83,0.74,0.56,0.58,66%,0.63,0.56,87%,43%,0%,0%,0%,21%,24%,7%,0%,0%,1%,1%,0%,10%
