0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 5) Occupational therapy,C,D,C,B,A,A,B,A,A,B,C,B,A,A,A,B,B,B,B,B,C,B,A,A,C,C,C,C,C,C,C
Team-centred Domain levels: 6) Physiotherapy,D,D,C,C,C,C,D,B,A,B,C,B,B,B,B,B,C,C,D,C,D,C,C,B,C,D,D,D,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,C,C,C,B,B,B,C,B,C,C,B,C,C,C,C,C,C,C,B,C,C,C,D,D,C,D,C
Team-centred Domain levels: 8) MDT working,E,E,D,D,D,C,C,A,B,B,C,B,B,B,B,B,C,B,B,B,C,C,B,C,C,C,C,D,D,E,D
Team-centred Domain levels: 9) Standards by discharge,C,B,B,B,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,B
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,D,C,C,C,D,D,D,D,C,C,D,D,D,D,D,C,D,C,C,C,D,D,D,D
Team-centred KI level Team-centred Total KI level,E,E,D,C,C,C,C,B,B,B,B,B,B,B,B,C,B,B,C,B,C,C,B,B,C,C,C,D,C,D,C
Team-centred KI level Team-centred Total KI score,36,36,48,62,60,64,66,76,78,72,70,76,76,76,76.0,64,74,70.0,62.0,70.0,62.0,66.0,74.0,72.0,66.0,66.0,64.0,58.0,64.0,58.0,60.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,C,C,C,B,B,B,B,B,B,B,B,C,B,B,C,B,C,C,B,B,C,C,C,D,C,D,C
Team-centred SSNAP level Team-centred SSNAP score,34.2,34.2,43.3,58.9,60,64,66,76,78,72,70,76,76,76,76.0,64,74,70.0,62.0,70.0,62.0,66.0,74.0,72.0,66.0,66.0,64.0,58.0,64.0,58.0,60.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,103,108,144,143,141,145,161,182,153,202,196,186,172,186,198,180,218,197,179,214,225,215,205,208,205,196,181,199,211,195
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.87,0.89,1,1,1,1,1,1,1,1,1,1,1,100%,1,1,100%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,97%,94%,92%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,20,28,17,28,37,34
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.01,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0,0%,0,0,0%,0%,0%,0%,0%,0%,1%,4%,10%,14%,9%,14%,18%,17%
