0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,C,C,C,C,C,B,D,D,C,C,C,B,D,C,C,C,C,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 4) Specialist Assessments,A,A,A,B,A,A,A,A,A,A,C,B,D,D,C,D,C,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 5) Occupational therapy,C,C,C,B,A,A,A,A,A,A,C,A,A,B,C,A,B,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,C,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 6) Physiotherapy,C,D,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,D,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,A,B,E,E,E,E,E,E,E,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,E,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 8) MDT working,C,B,C,C,C,C,C,B,B,B,D,D,E,E,D,D,E,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,E,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,A,B,B,B,A,B,C,C,C,B,A,A,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,C,Too few to report,Too few to report,Too few to report
Patient-centred Domain levels: 10) Discharge processes,D,D,C,C,C,C,B,C,B,A,E,D,E,C,A,A,B,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,A,Too few to report,Too few to report,Too few to report
Patient-centred KI level Patient-centred Total KI level,C,C,C,C,B,B,B,B,A,A,D,C,D,D,C,C,C,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,TFP,TFP,TFP,TFP
Patient-centred KI level Patient-centred Total KI score,64,64,68,68,72,78,70,72,86,88,58,64,50,56,60.0,66,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,C,C,D,B,C,C,A,A,D,D,D,D,D,C,D,X,X,X,X,X,X,X,X,X,X,TFP,TFP,TFP,TFP
Patient-centred SSNAP level Patient-centred SSNAP score,54.7,54.7,61.4,64.6,55.1,74.1,63.2,68.4,86,88,55.1,54.4,47.5,53.2,57.0,62.7,58.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Team-centred Domain levels: 1) Scanning,A,A,A,A,B,A,A,B,A,A,A,B,B,A,B,B,A,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,,,,
Team-centred Domain levels: 2) Stroke unit,C,C,C,C,C,C,D,C,C,C,C,C,D,D,E,E,E,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred Domain levels: 3) Thrombolysis,C,C,C,C,C,B,D,D,C,C,C,C,D,C,C,C,B,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,,,,
Team-centred Domain levels: 4) Specialist Assessments,A,A,A,B,A,A,A,A,A,A,C,B,D,D,C,D,C,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,,,,
Team-centred Domain levels: 5) Occupational therapy,C,C,C,B,A,A,A,A,A,A,A,A,A,A,C,A,B,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred Domain levels: 6) Physiotherapy,C,D,B,B,A,A,A,A,A,A,B,B,B,B,B,B,C,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,A,B,E,E,E,E,E,E,E,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred Domain levels: 8) MDT working,C,B,C,C,D,C,C,B,B,B,C,D,D,E,D,D,D,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,,,,
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,A,B,B,B,A,B,C,C,D,B,A,A,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred Domain levels: 10) Discharge processes,D,D,C,C,C,C,B,C,B,A,E,E,E,C,A,A,B,Insufficient records,Insufficient records,Insufficient records,Too few to report,Insufficient records,Insufficient records,Too few to report,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred KI level Team-centred Total KI level,C,C,C,C,B,B,B,B,A,A,C,C,D,D,C,C,C,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,Insufficient records,TFP,TFP,TFP,TFP
Team-centred KI level Team-centred Total KI score,64,64,68,68,70,78,72,72,86,88,64,60,52,56,60.0,64,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,C,D,B,C,C,A,A,C,D,D,D,D,C,C,X,X,X,X,X,X,X,X,X,X,TFP,TFP,TFP,TFP
Team-centred SSNAP level Team-centred SSNAP score,54.7,54.7,61.4,64.6,53.5,74.1,65,68.4,86,88,60.8,51,49.4,53.2,57.0,60.8,60.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,104,128,124,130,136,123,111,138,107,149,165,184,163,146,164,163,43,53,63,73,65,47,20,23,24,20,17,15,24,22
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,0.89,0.85,0.98,0.96,1,1,0.98,0.96,94%,0.96,0.98,96%,98%,100%,99%,96%,96%,91%,96%,92%,87%,94%,83%,86%,92%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,1,0,1,0,8,46,86,33,19,7,26,39,26,33,39,11,13,22,30,24,19,7,6,7,9,7,7,13,9
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.01,0.01,0,0.01,0,0.07,0.41,0.62,0.31,0.13,0.04,0.14,0.24,18%,0.2,0.24,26%,25%,35%,41%,37%,40%,35%,26%,29%,45%,41%,47%,54%,41%
