0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,A,B,A,A,A,A,A,B,B,B,D,A,C,B,Too few to report,B,C,A,B,E,C,B,D,B,C,B,C,C,B,D,D
Patient-centred Domain levels: 4) Specialist Assessments,B,B,C,B,B,B,B,D,C,B,B,A,A,A,Too few to report,B,D,A,B,C,B,B,B,A,B,B,C,B,B,A,A
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,B,Too few to report,C,A,A,A,B,Too few to report,B,C,A,C,A,A,A,A,C,A
Patient-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,A,B,A,A,A,A,B,B,B,Too few to report,D,C,B,C,D,Too few to report,B,B,B,C,B,B,B,C,C,C
Patient-centred Domain levels: 7) Speech and Language therapy,C,D,A,A,A,B,A,A,A,A,C,B,A,B,Too few to report,E,C,C,B,C,Too few to report,B,B,A,C,E,C,C,C,C,C
Patient-centred Domain levels: 8) MDT working,B,C,C,C,D,C,D,C,B,B,C,B,B,B,Too few to report,D,D,C,B,B,B,B,B,B,B,C,C,C,B,C,A
Patient-centred Domain levels: 9) Standards by discharge,A,B,B,B,A,B,A,A,A,B,A,A,A,A,Too few to report,A,A,A,A,A,Too few to report,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,B,B,B,A,A,A,A,A,A,A,A,A,A,A,Too few to report,A,B,A,A,A,Too few to report,A,A,A,B,C,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,A,B,A,A,A,A,A,A,A,A,B,A,A,A,TFP,C,C,A,B,C,TFP,B,B,A,C,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,86,76,84,88,88,84,86,82,86,84,76,92,88,84,.,68,66,82.0,80.0,64.0,.,80.0,74.0,86.0,68.0,70.0,74.0,76.0,78.0,70.0,78.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",B,B,B,B,B,B,B,A,B,B,C,A,A,B,TFP,D,C,B,B,C,TFP,C,B,A,C,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,77.6,72.2,79.8,74.8,79.2,71.8,77.4,82,77.4,79.8,68.4,92,83.6,75.8,.,57.8,66,77.9,80.0,60.8,.,68.0,74.0,81.7,61.2,70.0,74.0,76.0,78.0,70.0,78.0
Team-centred Domain levels: 2) Stroke unit,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Too few to report,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,B,A,Too few to report,B,A,A,A,B,B,B,C,A,C,C,A,B,A,C,A
Team-centred Domain levels: 6) Physiotherapy,A,A,A,A,A,B,A,A,A,A,B,B,D,B,Too few to report,D,C,B,C,D,D,C,C,B,D,D,D,D,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,D,B,B,B,C,B,B,A,B,C,C,B,C,Too few to report,E,C,D,C,C,B,C,A,E,E,E,E,E,C,D,C
Team-centred Domain levels: 9) Standards by discharge,Too few to report,B,A,A,A,B,A,A,A,A,A,A,A,A,Too few to report,A,A,A,A,A,Too few to report,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,Too few to report,B,A,A,A,B,A,A,A,A,A,A,A,A,Too few to report,A,B,A,A,A,Too few to report,A,A,A,B,C,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,B,A,A,A,A,A,A,A,A,A,A,A,A,A,TFP,B,A,A,A,B,TFP,A,A,A,C,C,B,B,A,B,A
Team-centred KI level Team-centred Total KI score,80,83.3,96.7,96.7,96.7,83.3,96.7,96.7,100,96.7,90,90,83.3,90,.,73.3,83.3,86.7,86.7,80.0,.,83.3,86.7,83.3,66.7,63.3,76.7,73.3,83.3,70.0,83.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",B,B,A,A,A,B,A,A,A,A,A,A,B,A,TFP,C,A,A,A,B,TFP,B,A,B,C,C,B,B,A,B,A
Team-centred SSNAP level Team-centred SSNAP score,72.2,79.2,91.8,82.2,87,71.3,87,96.7,90,91.8,81,90,79.2,81.2,.,62.3,83.3,82.3,86.7,76.0,.,70.8,86.7,79.2,60.0,63.3,76.7,73.3,83.3,70.0,83.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,86,70,61,58,61,69,59,57,51,51,47,50,57,60,52,49,33,55,62,47,46,38,27,48,52,52,61,54,51,61
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.97,0.92,0.91,0.92,0.95,0.99,1,0.97,0.94,0.94,0.9,0.93,0.98,92%,0.96,0.94,92%,92%,89%,89%,96%,97%,84%,91%,87%,84%,91%,86%,89%,90%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,3,5,8,13,9,2,2,5,5,19,12,15,21,21,18,25,22,28,35,29,24,12,8,24,23,27,23,33,30,32
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.03,0.07,0.13,0.22,0.15,0.03,0.03,0.09,0.1,0.37,0.26,0.3,0.37,35%,0.35,0.51,67%,51%,56%,62%,52%,32%,30%,50%,44%,52%,38%,61%,59%,52%
