0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 5) Occupational therapy,A,A,B,B,A,B,B,A,A,A,A,B,A,B,A,A,A,A,A,A,C,B,B,C,D,D,C,A,C,B,B
Patient-centred Domain levels: 6) Physiotherapy,B,C,D,C,B,B,C,B,A,B,A,B,B,C,A,A,B,B,B,A,D,C,B,D,D,D,C,B,B,C,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,D,D,C,D,D,D,C,C,C,C,D,C,D,D,D,D,E,E,E,E,E,E,D,E,D,D,C,E,D,E
Patient-centred Domain levels: 8) MDT working,D,D,D,D,D,C,D,D,C,D,C,C,C,B,C,D,C,C,B,D,D,D,C,D,D,D,C,C,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,C,C,D,D,D,B,B,B,B,B,C,B,B,D,B,D,C,B,B,B,B,B,B,B,B,B,B,B,B,C,C
Patient-centred Domain levels: 10) Discharge processes,D,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,C,D,D,C,B,C,B,B,C,B,B,B,B,B,C,B,C,B,C,C,C,B,C,C,C,B,B,C,B,C
Patient-centred KI level Patient-centred Total KI score,54,68,54,58,64,72,68,72,76,68,76,72,76,70,78.0,68,74,64.0,70.0,68.0,60.0,62.0,70.0,60.0,62.0,68.0,70.0,80.0,68.0,70.0,68.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,C,D,D,C,B,C,B,B,C,B,C,B,C,B,C,B,C,C,C,C,D,B,C,C,C,B,B,C,B,C
Patient-centred SSNAP level Patient-centred SSNAP score,46.2,61.2,51.3,55.1,60.8,72,64.6,72,76,68,72.2,68.4,72.2,66.5,78.0,68,74,64.0,66.5,68.0,60.0,58.9,70.0,60.0,62.0,68.0,70.0,76.0,68.0,70.0,68.0
Team-centred Domain levels: 1) Scanning,C,B,C,C,B,B,B,B,B,C,A,A,A,A,A,A,A,B,B,C,C,B,B,B,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,B,C,C,B,B,B,B,C,C,C,C,C,C,C,C,C,E,D,E,E,E,C,D,D,C,D,C,D,D,D
Team-centred Domain levels: 3) Thrombolysis,E,C,D,D,C,C,C,D,C,C,C,C,C,B,B,C,B,D,C,B,B,C,C,C,B,B,B,B,C,C,B
Team-centred Domain levels: 4) Specialist Assessments,D,B,C,C,C,B,B,B,B,C,B,B,B,B,B,C,B,B,B,B,B,B,B,C,B,A,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,A,A,B,B,A,B,A,A,A,A,A,C,A,B,A,A,A,A,A,A,C,B,C,C,E,D,C,A,C,C,B
Team-centred Domain levels: 6) Physiotherapy,B,C,D,C,B,B,C,B,A,B,A,B,B,C,B,B,B,B,B,A,D,C,B,D,D,D,D,B,B,C,C
Team-centred Domain levels: 7) Speech and Language therapy,E,D,D,C,D,D,D,C,C,D,C,D,D,D,C,D,E,E,E,E,E,E,E,D,E,D,D,C,E,D,E
Team-centred Domain levels: 8) MDT working,C,C,C,D,C,C,D,D,C,D,C,B,C,B,C,D,B,B,B,C,C,C,C,C,C,C,B,C,C,B,C
Team-centred Domain levels: 9) Standards by discharge,C,C,D,D,D,B,B,B,B,B,C,B,B,D,B,C,C,B,B,B,B,B,B,B,B,B,B,B,B,C,C
Team-centred Domain levels: 10) Discharge processes,D,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,B,D,D,C,B,B,B,B,C,B,B,B,B,B,C,B,C,B,B,C,C,C,C,C,B,B,B,C,C,C
Team-centred KI level Team-centred Total KI score,56,70,56,58,66,72,70,72,76,66,76,72,74,70,78.0,68,74,66.0,70.0,70.0,60.0,64.0,68.0,62.0,62.0,70.0,70.0,80.0,68.0,68.0,68.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,C,D,D,C,B,C,B,B,C,B,C,B,C,B,C,B,C,C,B,C,C,C,C,C,B,B,B,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,47.9,63,53.2,55.1,62.7,72,66.5,72,76,66,72.2,68.4,70.3,66.5,78.0,68,74,66.0,66.5,70.0,60.0,60.8,68.0,62.0,62.0,70.0,70.0,76.0,68.0,68.0,68.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,142,148,141,164,198,226,209,189,169,168,140,134,131,153,162,143,148,133,134,146,126,129,133,123,107,112,150,186,180,197
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.99,0.99,1,1,1,1,1,1,0.95,0.89,0.85,0.81,83%,0.84,0.84,86%,86%,83%,83%,80%,78%,76%,78%,72%,74%,81%,81%,77%,76%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,2,1,0,0,3,3,4,4,51,63,83,87,109,112,92,68,53,72,87,82,86,93,93,90,97,117,140,139,166
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.01,0.01,0.01,0,0,0.01,0.01,0.02,0.02,0.3,0.45,0.62,0.66,71%,0.69,0.64,46%,40%,54%,60%,65%,67%,70%,76%,84%,87%,78%,75%,77%,84%
