0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 6) Physiotherapy,C,C,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,C,B,C,C,B,B,C,B,A,A,A,B,B
Team-centred Domain levels: 7) Speech and Language therapy,C,C,C,B,A,A,B,C,C,B,C,C,D,C,C,B,A,B,C,B,B,A,A,A,A,B,A,A,B,B,A
Team-centred Domain levels: 9) Standards by discharge,A,A,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,B,B,B,B,B,B,B,B,A,C,A,B,B,B
Team-centred Domain levels: 10) Discharge processes,A,A,B,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,C,B,B,B,B,A,A,B,B,B
Team-centred KI level Team-centred Total KI score,80,83.3,83.3,96.7,93.3,100,90,86.7,90,86.7,83.3,86.7,83.3,86.7,86.7,86.7,93.3,76.7,70.0,73.3,66.7,66.7,76.7,80.0,70.0,80.0,83.3,93.3,76.7,70.0,76.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",B,B,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,B,B,C,C,B,B,B,B,A,A,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,72,79.2,75,87,84,85.5,76.5,82.3,81,70,83.3,86.7,83.3,74.1,82.3,86.7,93.3,76.7,70.0,73.3,66.7,66.7,72.8,76.0,70.0,80.0,83.3,88.7,76.7,70.0,76.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,93,84,92,84,76,84,69,72,69,67,82,86,83,94,87,70,104,82,77,77,80,93,97,92,82,85,84,64,61,64
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.99,0.99,0.98,0.94,0.93,0.92,0.9,0.95,0.96,0.97,0.99,0.99,0.98,97%,0.97,0.96,99%,95%,94%,96%,96%,98%,97%,95%,94%,85%,78%,66%,69%,69%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,11,12,18,13,13,14,12,10,11,8,7,8,6,10,9,5,38,26,29,23,20,15,11,17,14,19,26,28,25,25
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.12,0.14,0.2,0.15,0.17,0.17,0.17,0.14,0.16,0.12,0.09,0.09,0.07,11%,0.1,0.07,37%,32%,38%,30%,25%,16%,11%,18%,17%,22%,31%,44%,41%,39%
