0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 6) Physiotherapy,A,D,C,D,C,B,B,B,B,Insufficient records,B,B,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,C,D,E,E,C,B,B,B,C,Insufficient records,A,A,A,B,A,B,B,A,B,A,B,C,B,C,E,C,B,C,D,B,C
Team-centred Domain levels: 9) Standards by discharge,C,B,A,B,A,B,B,B,B,Insufficient records,C,B,C,D,B,A,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,A,A,A,C,A,A,A,C,C,Insufficient records,C,C,C,C,B,C,C,C,C,C,C,C,B,C,C,C,C,C,C,B,C
Team-centred KI level Team-centred Total KI level,A,B,B,D,B,A,A,B,B,TFP,A,A,A,B,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,B
Team-centred KI level Team-centred Total KI score,86.7,73.3,73.3,56.7,80,90,83.3,80,73.3,.,83.3,83.3,86.7,76.7,86.7,83.3,83.3,83.3,76.7,90.0,83.3,76.7,90.0,80.0,70.0,73.3,76.7,70.0,73.3,86.7,73.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,C,D,D,C,B,B,D,C,TFP,C,B,B,C,B,B,B,B,B,A,C,C,B,C,D,C,B,C,C,A,C
Team-centred SSNAP level Team-centred SSNAP score,62.6,62.3,59.2,40.9,68,76.5,70.8,47.6,62.3,.,63.8,70.8,73.7,61.9,70.0,79.2,79.2,75.0,72.8,81.0,67.3,69.0,72.7,68.0,59.8,62.7,72.8,63.0,62.3,82.3,62.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,52,50,50,54,58,52,45,52,51,66,79,71,71,82,67,56,84,72,73,109,101,76,76,80,81,69,59,86,86,90
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,0.98,0.98,0.94,0.98,0.96,0.97,100%,0.99,0.88,90%,94%,100%,100%,100%,100%,100%,100%,100%,97%,97%,98%,96%,97%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,5,6,13,8,5,1,2,12,13,12,6,7,9,10,16,12,6,11,8,4,6,6,6,8,8,14,5,10
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.02,0.1,0.11,0.22,0.15,0.11,0.02,0.04,0.18,0.16,0.17,0.08,9%,0.13,0.18,19%,17%,8%,10%,8%,5%,8%,8%,7%,12%,14%,16%,6%,11%
