0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 5) Occupational therapy,D,C,D,C,D,D,D,Insufficient records,E,E,D,C,C,E,E,C,B,A,A,A,A,B,A,C,A,A,A,A,A,C,D
Patient-centred Domain levels: 6) Physiotherapy,C,D,D,C,D,C,D,Insufficient records,D,E,D,C,D,E,E,C,B,C,B,B,B,B,C,D,B,B,B,B,B,D,E
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,Insufficient records,E,E,E,E,D,D,E,D,C,C,B,B,C,C,D,B,C,B,C,C,B,D,D
Patient-centred Domain levels: 8) MDT working,D,D,E,D,E,E,E,Insufficient records,E,E,D,D,D,B,D,C,C,B,B,B,D,C,C,C,C,C,C,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,D,D,C,D,B,B,B,Insufficient records,B,C,D,D,D,B,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,D,E,E,E,E,E,E,Insufficient records,E,E,D,D,D,C,C,A,A,B,B,A,B,A,A,A,B,B,B,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,E,D,D,D,D,Insufficient records,D,E,D,D,D,D,E,C,C,B,B,B,B,B,C,C,B,B,B,C,B,D,D
Patient-centred KI level Patient-centred Total KI score,46,42,38,48,46,44,46,.,42,30,44,50,48,52,38.0,60,68,72.0,78.0,78.0,70.0,70.0,64.0,64.0,72.0,72.0,70.0,68.0,70.0,56.0,56.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,E,D,E,E,X,E,E,D,D,D,D,E,D,C,B,B,B,B,B,C,C,B,B,B,C,B,D,D
Patient-centred SSNAP level Patient-centred SSNAP score,39.3,35.9,32.5,36.7,41.5,35.5,30.6,.,37.9,24.2,41.8,45.1,45.6,46.9,34.2,54,64.6,72.0,78.0,78.0,70.0,70.0,64.0,64.0,72.0,72.0,70.0,68.0,70.0,56.0,56.0
Team-centred Domain levels: 1) Scanning,B,C,C,B,A,B,A,Insufficient records,A,C,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,D,D,D,E,E,D,Insufficient records,E,E,D,D,D,E,E,E,E,D,D,E,D,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,C,B,C,B,B,D,C,Insufficient records,C,D,C,B,C,C,D,D,D,D,D,C,C,D,D,D,D,D,D,D,D,D,D
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,D,D,D,D,Insufficient records,D,E,E,E,E,D,E,D,D,D,C,C,D,D,E,D,B,C,C,D,D,E,D
Team-centred Domain levels: 5) Occupational therapy,D,C,C,C,D,D,E,Insufficient records,E,E,C,B,C,D,E,C,A,A,A,A,A,A,A,C,A,A,A,B,A,C,D
Team-centred Domain levels: 6) Physiotherapy,C,D,C,C,D,D,D,Insufficient records,D,E,D,C,D,E,E,D,B,C,B,B,B,B,D,D,B,B,B,B,C,D,D
Team-centred Domain levels: 7) Speech and Language therapy,D,E,E,D,E,E,E,Insufficient records,E,E,E,E,D,C,E,D,C,B,B,C,C,C,C,B,C,C,C,C,C,D,E
Team-centred Domain levels: 8) MDT working,D,D,D,D,E,E,E,Insufficient records,E,E,D,D,C,B,D,B,C,B,B,B,C,C,C,C,B,C,C,D,D,D,C
Team-centred Domain levels: 9) Standards by discharge,C,C,C,D,B,A,B,Insufficient records,B,C,D,D,C,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,E,E,E,E,E,E,E,Insufficient records,E,E,D,D,D,C,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,D,Insufficient records,D,E,D,D,D,D,D,C,B,B,B,B,B,B,C,C,B,B,B,C,C,D,D
Team-centred KI level Team-centred Total KI score,48,44,44,50,46,42,44,.,42,30,46,50,52,56,42.0,60,70,74.0,78.0,76.0,72.0,70.0,62.0,64.0,76.0,72.0,72.0,66.0,66.0,56.0,56.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,E,E,E,D,E,E,X,E,E,D,D,D,D,E,D,C,B,B,B,B,B,C,C,B,B,B,C,C,D,D
Team-centred SSNAP level Team-centred SSNAP score,41,37.6,37.6,38.3,41.5,33.9,29.3,.,37.9,24.2,43.7,45.1,49.4,50.5,37.8,54,66.5,74.0,78.0,76.0,72.0,70.0,62.0,64.0,76.0,72.0,72.0,66.0,66.0,56.0,56.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,154,153,151,161,178,170,140,143,117,149,158,160,172,186,193,174,173,218,245,278,258,244,249,244,212,192,209,256,250,236
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.99,0.97,0.94,0.97,0.97,0.91,0.89,0.89,0.81,0.85,0.85,0.85,89%,0.91,0.86,90%,90%,93%,93%,91%,92%,94%,93%,89%,86%,86%,87%,87%,91%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,9,21,18,31,45,41,47,55,43,41,47,43,45,50,59,62,40,39,27,32,40,44,32,52,60,42,60,64,46,58
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.06,0.14,0.12,0.19,0.25,0.24,0.34,0.38,0.37,0.28,0.3,0.27,0.26,27%,0.31,0.36,23%,18%,11%,12%,16%,18%,13%,21%,28%,22%,29%,25%,18%,25%
