0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 4) Specialist Assessments,E,E,D,D,D,D,C,E,D,D,B,B,B,B,B,C,D,E,D,D,D,D,D,D,D,D,D,E,D,D,D
Team-centred Domain levels: 5) Occupational therapy,D,D,C,C,C,C,B,B,B,B,A,A,B,A,C,A,B,A,A,C,B,B,A,A,A,A,A,B,C,C,C
Team-centred Domain levels: 6) Physiotherapy,D,D,B,B,B,B,B,B,B,B,B,A,B,B,B,A,A,A,A,B,B,B,A,A,B,B,A,B,B,C,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,D,D,D,E,D,E,C,E,C,E,E,E,D,D,E,D,D,D,B,C,E,D,E,D,D,D,C,E
Team-centred Domain levels: 8) MDT working,D,C,B,C,C,C,B,C,C,C,B,B,B,B,C,B,C,C,B,B,B,B,C,B,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,E,D,B,C,C,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,A,A,A
Team-centred Domain levels: 10) Discharge processes,D,D,D,C,B,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,C,D,C,C,B,C,C,C,B,B,C,B,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C
Team-centred KI level Team-centred Total KI score,42,46,60,58,64,66,70,64,64,68,72,72,68,72,64.0,68,66,66.0,72.0,66.0,64.0,70.0,66.0,66.0,62.0,64.0,68.0,60.0,62.0,62.0,60.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,37.8,41.4,54,52.2,60.8,62.7,66.5,60.8,64,68,68.4,68.4,64.6,68.4,60.8,68,66,66.0,72.0,66.0,64.0,70.0,66.0,66.0,62.0,64.0,68.0,60.0,62.0,62.0,60.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,119,115,107,126,112,149,195,203,189,143,164,154,157,164,183,149,235,262,242,199,220,241,290,390,415,208,188,305,346,328
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.63,0.66,0.64,0.69,0.63,0.65,0.71,0.72,0.75,0.64,0.69,0.7,0.71,70%,0.71,0.62,88%,83%,78%,68%,73%,80%,81%,92%,90%,81%,80%,93%,90%,90%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,110,113,103,123,109,145,191,200,189,140,161,152,157,162,179,146,230,258,232,184,193,194,273,326,409,207,160,198,329,297
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.92,0.98,0.96,0.98,0.97,0.97,0.98,0.99,1,0.98,0.98,0.99,1,99%,0.98,0.98,98%,98%,96%,92%,88%,80%,94%,84%,99%,100%,85%,65%,95%,91%
