0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 5) Occupational therapy,E,E,E,E,D,E,E,E,E,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,A,B
Patient-centred Domain levels: 6) Physiotherapy,D,A,B,B,B,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,D,C,C,D,C,C,E,B,C,C,E,E,E,E,D,C,C,C,E,D,D
Patient-centred Domain levels: 8) MDT working,E,D,E,E,E,E,D,D,D,D,B,C,B,C,C,C,C,B,B,C,C,D,D,D,D,D,D,C,D,D,C
Patient-centred Domain levels: 9) Standards by discharge,C,D,B,D,D,C,D,C,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,B,C,B,B,C,C,C,C
Patient-centred Domain levels: 10) Discharge processes,B,A,B,B,B,C,B,B,B,A,B,B,B,B,A,B,A,A,A,A,A,B,A,A,A,B,B,A,B,B,B
Patient-centred KI level Patient-centred Total KI level,E,D,D,D,E,E,D,D,D,D,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,C,B,B
Patient-centred KI level Patient-centred Total KI score,34,46,42,40,38,38,40,46,46,58,84,86,86,82,88.0,86,82,92.0,88.0,84.0,80.0,74.0,74.0,78.0,78.0,80.0,78.0,76.0,66.0,76.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,E,E,E,E,E,E,E,B,B,A,B,A,A,B,A,A,A,B,B,B,B,B,B,B,B,C,B,C
Patient-centred SSNAP level Patient-centred SSNAP score,20.2,27.4,30.3,28.9,32.3,27.5,34.2,35.2,33.2,36.5,79.8,77.4,81.7,77.9,83.6,86,77.9,92.0,88.0,84.0,80.0,74.0,74.0,78.0,78.0,80.0,78.0,76.0,66.0,76.0,68.4
Team-centred Domain levels: 1) Scanning,E,D,D,C,D,D,D,C,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,E,E,E,B,B,B,B,A,B,B,B,B,C,B,C,C,B,C,C,D,C,E,D,D
Team-centred Domain levels: 3) Thrombolysis,E,E,E,E,E,E,E,E,.,E,B,A,B,A,B,A,A,A,A,A,A,A,B,A,B,A,A,B,B,A,B
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,D,D,D,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,D,B,A
Team-centred Domain levels: 5) Occupational therapy,E,E,E,E,E,E,E,E,E,C,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,C,B,A,B
Team-centred Domain levels: 6) Physiotherapy,D,A,B,B,B,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,B,B,A,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,C,C,D,C,C,E,B,C,C,E,E,E,E,E,D,C,C,E,E,D
Team-centred Domain levels: 8) MDT working,E,D,E,D,D,D,D,D,C,D,C,B,B,B,B,B,C,B,C,C,D,D,D,E,D,D,D,C,D,D,D
Team-centred Domain levels: 9) Standards by discharge,C,D,B,D,D,C,D,C,B,B,B,B,B,B,B,B,B,B,C,C,D,C,C,B,C,B,B,C,C,C,C
Team-centred Domain levels: 10) Discharge processes,B,A,B,B,B,C,B,B,B,A,B,B,B,B,A,B,A,A,A,A,A,B,A,A,A,B,B,A,B,B,B
Team-centred KI level Team-centred Total KI level,E,D,D,D,E,E,E,D,D,D,B,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,C,B,B
Team-centred KI level Team-centred Total KI score,32,42,40,40,38,38,38,46,48.9,54,80,88,86,84,88.0,88,82,92.0,86.0,84.0,78.0,74.0,74.0,78.0,74.0,74.0,76.0,72.0,60.0,72.0,70.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,E,E,E,E,E,E,E,B,B,A,B,A,A,B,A,A,A,B,B,B,B,B,B,B,B,C,B,C
Team-centred SSNAP level Team-centred SSNAP score,19,25,28.9,28.9,32.3,27.5,32.5,35.2,35.3,34,76,79.2,81.7,79.8,83.6,88,77.9,92.0,86.0,84.0,78.0,74.0,74.0,78.0,74.0,74.0,76.0,72.0,60.0,72.0,66.5
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,14,39,67,74,79,81,83,95,72,79,87,84,98,85,68,90,67,60,67,91,98,90,88,85,90,96,89,92,101,106
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,0.97,0.95,0.95,0.94,0.95,0.93,0.94,96%,0.89,0.92,94%,92%,96%,97%,97%,96%,96%,94%,96%,94%,91%,91%,94%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,0,0,0,1,1,0,12,20,13,23,16,14,22,17,28,40,30,31,36,38,30,29,32,34,41,32,26,31,33
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.07,0,0,0,0.01,0.01,0,0.13,0.28,0.16,0.26,0.19,0.14,26%,0.25,0.31,60%,50%,46%,40%,39%,33%,33%,38%,38%,43%,36%,28%,31%,31%
