0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 6) Physiotherapy,C,B,B,A,B,C,B,B,B,B,C,C,B,B,B,C,C,B,C,C,D,D,D,D,D,D,C,C,D,C,C
Patient-centred Domain levels: 7) Speech and Language therapy,C,C,C,B,B,B,B,B,B,B,B,C,C,B,B,C,C,C,C,C,D,C,C,B,C,C,B,B,C,C,C
Patient-centred Domain levels: 8) MDT working,E,C,B,A,C,C,C,C,C,C,C,C,C,C,D,D,C,D,D,D,D,D,D,D,D,D,C,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,C,D,A,A,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B
Patient-centred KI level Patient-centred Total KI level,C,C,B,A,B,C,B,B,B,B,C,C,C,B,C,C,C,C,D,D,D,D,D,D,D,D,C,C,C,C,C
Patient-centred KI level Patient-centred Total KI score,60,60,80,88,78,68,76,78,80,74,64,62,66,70,64.0,60,68,62.0,58.0,56.0,50.0,56.0,52.0,56.0,50.0,54.0,66.0,66.0,62.0,60.0,62.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,C,B,B,C,C,B,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,48.4,51,68,79.2,70.4,61.2,64.6,70.2,68,66.6,54.4,55.8,59.4,59.5,57.6,51,57.8,50.1,52.2,56.0,50.0,53.2,52.0,56.0,50.0,54.0,66.0,66.0,62.0,60.0,62.0
Team-centred Domain levels: 2) Stroke unit,B,B,A,A,A,B,A,A,A,B,C,C,C,C,D,D,C,D,D,D,D,D,E,E,E,E,E,D,E,E,E
Team-centred Domain levels: 5) Occupational therapy,C,C,D,C,B,C,B,C,C,B,C,C,B,B,B,B,B,B,B,C,C,C,D,C,D,C,C,B,C,C,C
Team-centred Domain levels: 6) Physiotherapy,C,B,C,B,B,C,C,D,C,C,C,C,B,C,C,D,C,B,C,C,D,D,D,D,E,D,D,C,D,D,C
Team-centred Domain levels: 7) Speech and Language therapy,D,D,E,D,C,C,B,C,C,C,D,D,D,C,D,C,E,D,E,C,C,D,E,C,E,D,C,C,D,E,D
Team-centred Domain levels: 9) Standards by discharge,B,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,B,A,A
Team-centred Domain levels: 10) Discharge processes,C,D,A,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B
Team-centred KI level Team-centred Total KI level,C,C,C,B,A,B,A,B,B,B,B,C,B,B,B,B,B,B,C,C,C,C,D,C,D,D,C,B,D,D,C
Team-centred KI level Team-centred Total KI score,63.3,66.7,66.7,80,83.3,76.7,86.7,73.3,80,80,70,66.7,70,76.7,70.0,70,70,73.3,60.0,66.7,63.3,60.0,46.7,60.0,46.7,56.7,60.0,70.0,53.3,53.3,60.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,B,B,C,B,C,C,B,D,C,C,C,C,D,D,D,D,C,C,D,D,C,D,D,C,B,D,D,C
Team-centred SSNAP level Team-centred SSNAP score,51.1,56.7,56.7,72,75.2,69,73.7,66,68,72,59.5,60,63,65.2,63.0,59.5,59.5,59.2,54.0,66.7,63.3,57.0,46.7,60.0,46.7,56.7,60.0,70.0,53.3,53.3,60.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,114,96,81,73,79,46,59,70,71,66,71,82,107,89,81,119,102,102,109,137,146,125,105,104,151,161,119,140,135,126
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.88,0.81,0.72,0.78,0.83,0.69,0.73,0.71,0.81,0.77,0.84,0.89,0.94,90%,0.92,0.99,99%,99%,100%,99%,89%,79%,72%,74%,79%,79%,81%,87%,86%,88%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,98,84,72,52,63,39,43,38,32,18,10,5,11,18,14,12,1,1,2,22,93,100,90,92,137,149,106,117,120,109
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.86,0.88,0.89,0.71,0.8,0.85,0.73,0.54,0.45,0.27,0.14,0.06,0.1,20%,0.17,0.1,1%,1%,2%,16%,64%,80%,86%,88%,91%,93%,89%,84%,89%,87%
