0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,D,D,D,E,D,C,D,D,B,E,D,C,B,B,D,C,E,B,D,C,Too few to report,Too few to report,E,C,C,E,B,C,E,D,D
Patient-centred Domain levels: 4) Specialist Assessments,E,B,D,C,C,A,B,B,B,E,C,B,B,B,B,B,B,B,A,B,Too few to report,Too few to report,B,A,B,D,B,C,D,E,C
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Too few to report,Too few to report,A,A,A,A,A,A,A,B,B
Patient-centred Domain levels: 6) Physiotherapy,D,D,D,D,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,Too few to report,Too few to report,A,A,A,A,A,A,B,B,A
Patient-centred Domain levels: 7) Speech and Language therapy,C,D,C,B,B,A,B,B,A,A,A,B,A,A,A,A,A,B,A,A,Too few to report,Too few to report,B,C,C,C,B,C,E,D,C
Patient-centred Domain levels: 8) MDT working,D,C,D,D,D,B,D,C,D,E,D,C,C,B,B,A,B,B,A,B,Too few to report,Too few to report,D,C,D,E,D,E,E,E,D
Patient-centred Domain levels: 9) Standards by discharge,C,D,C,C,C,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,Too few to report,Too few to report,A,B,A,A,A,B,C,B,B
Patient-centred Domain levels: 10) Discharge processes,A,A,A,A,B,B,B,A,A,A,B,A,A,A,A,A,B,C,B,A,Too few to report,Too few to report,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,C,C,C,C,A,B,B,A,C,B,B,A,A,A,A,A,A,A,A,TFP,TFP,B,B,B,B,A,C,D,D,B
Patient-centred KI level Patient-centred Total KI score,58,66,64,64,66,88,74,80,84,62,76,80,88,86,84.0,90,84,86.0,92.0,88.0,.,.,74.0,78.0,74.0,70.0,86.0,68.0,56.0,58.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,B,B,B,B,C,B,B,A,A,A,A,B,C,A,A,TFP,TFP,B,B,B,C,A,C,D,D,B
Patient-centred SSNAP level Patient-centred SSNAP score,46.4,52.8,54.7,48.6,50.2,71.1,70.3,80,79.8,62,76,76,88,86,84.0,90,79.8,69.4,92.0,83.6,.,.,70.3,78.0,74.0,66.5,86.0,64.6,56.0,58.0,70.0
Team-centred Domain levels: 1) Scanning,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 2) Stroke unit,E,C,D,B,C,C,B,B,B,E,B,B,A,B,C,B,A,A,A,A,Too few to report,Too few to report,B,A,D,C,A,B,B,C,C
Team-centred Domain levels: 3) Thrombolysis,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 4) Specialist Assessments,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 5) Occupational therapy,B,C,A,A,B,E,A,A,A,C,A,C,A,B,B,A,A,A,A,B,Too few to report,Too few to report,B,C,D,E,D,D,E,E,E
Team-centred Domain levels: 6) Physiotherapy,D,D,D,D,B,E,C,B,B,D,D,A,A,A,A,B,A,A,A,A,Too few to report,Too few to report,A,B,D,D,B,C,B,D,D
Team-centred Domain levels: 7) Speech and Language therapy,C,E,C,B,B,E,B,B,A,A,B,C,B,C,C,D,A,B,B,A,Too few to report,Too few to report,E,C,E,D,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 9) Standards by discharge,C,C,C,C,C,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,Too few to report,Too few to report,A,B,A,A,B,B,C,B,B
Team-centred Domain levels: 10) Discharge processes,A,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,B,C,B,A,Too few to report,Too few to report,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,C,B,B,D,A,A,A,B,B,A,A,A,A,A,A,A,A,A,TFP,TFP,B,B,D,C,B,C,C,D,D
Team-centred KI level Team-centred Total KI score,48,56.7,66.7,76.7,73.3,50,83.3,90,93.3,70,76.7,83.3,96.7,83.3,83.3,83.3,96.7,90.0,93.3,96.7,.,.,80.0,80.0,56.7,60.0,70.0,63.3,60.0,53.3,53.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,D,D,D,B,A,A,B,B,B,A,A,A,A,A,B,A,A,TFP,TFP,B,B,D,D,B,C,C,D,D
Team-centred SSNAP level Team-centred SSNAP score,38.4,45.3,57,58.3,55.7,40.4,79.2,90,88.7,70,76.7,79.2,96.7,83.3,83.3,83.3,91.8,72.7,93.3,91.8,.,.,76.0,80.0,56.7,57.0,70.0,60.2,60.0,53.3,53.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,109,101,106,115,125,129,102,85,69,49,52,41,40,46,58,56,44,24,32,41,49,38,22,34,41,38,44,37,38,37
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.99,0.95,0.96,0.97,0.93,0.95,0.98,1,1,0.98,0.98,0.98,0.98,96%,0.97,0.93,98%,100%,84%,80%,91%,95%,96%,92%,93%,93%,92%,93%,95%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,29,27,21,19,30,26,8,4,10,3,7,5,8,13,12,13,9,7,13,19,25,19,13,13,13,17,23,23,24,20
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.27,0.27,0.2,0.17,0.24,0.2,0.08,0.05,0.14,0.06,0.13,0.12,0.2,28%,0.21,0.23,20%,29%,41%,46%,51%,50%,59%,38%,32%,45%,52%,62%,63%,54%
