0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 1) Scanning,D,E,E,D,E,D,D,,D,,,,,,,,,,,,E,,D,,E,,,,,,D
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,D,E,E,B,E,D,B,C,B,C,C,B,C,D,D,E,E,D,E,E,E,E,E,C,D,E,E
Team-centred Domain levels: 3) Thrombolysis,E,E,E,.,.,E,.,,E,,,,,,,,,,,,.,,E,,E,,,,,,E
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,,E,,,,,,,,,,,,E,,E,,E,,,,,,E
Team-centred Domain levels: 5) Occupational therapy,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,C,C,C,B,B,C
Team-centred Domain levels: 6) Physiotherapy,C,B,A,B,A,A,A,A,B,B,B,C,B,B,B,B,B,B,C,B,B,B,C,C,D,D,D,C,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,D,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,C,A,B,B,B,B,D,,C,,,,,,,,,,,,E,,E,,E,,,,,,E
Team-centred Domain levels: 9) Standards by discharge,E,C,B,B,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,C,C,C,D,B,D,B,B,B,B,B,B,B,B,B,B,B,D,B,D,C,D,D,D,C,C,C,D
Team-centred KI level Team-centred Total KI score,42,50,56,60,62.2,60,57.8,80,58,70,80,73.3,80,73.3,76.7,80,73.3,73.3,70.0,70.0,51.1,73.3,48.0,63.3,42.0,56.7,56.7,66.7,63.3,60.0,44.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,D,D,D,D,C,D,D,B,C,C,C,B,B,B,C,D,C,D,C,D,D,E,D,D,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,33.6,40,47.6,51,56,51,46.7,64.6,58,59.5,76,66.2,68,69.7,76.7,80,73.3,66.0,56.5,66.5,51.1,69.7,43.3,53.8,37.9,48.2,48.2,56.7,53.8,57.0,44.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,113,125,120,104,108,111,110,115,126,122,118,123,120,113,100,85,69,92,127,141,130,97,109,118,131,148,160,168,155,146
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.9,0.9,0.95,0.95,0.93,0.92,0.93,0.9,0.93,0.88,0.9,0.95,0.94,83%,0.8,0.88,91%,95%,95%,93%,90%,78%,83%,93%,99%,100%,99%,99%,99%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,84,88,75,74,59,76,82,82,78,76,65,45,50,58,58,46,25,16,25,28,53,33,28,20,11,6,2,1,0,0
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.74,0.7,0.63,0.71,0.55,0.68,0.75,0.71,0.62,0.62,0.55,0.37,0.42,51%,0.58,0.54,36%,17%,20%,20%,41%,34%,26%,17%,8%,4%,1%,1%,0%,0%
