0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,E,E,D,D,C,D,E,E,C,D,D,D
Patient-centred SSNAP level Patient-centred SSNAP score,35.2,35.2,46.4,46.4,42.5,47.6,49.3,59.5,54.4,51,43.7,48.6,41.3,51,51.0,60.7,41.3,48.6,58.3,38.9,31.6,58.3,51.0,63.1,49.9,34.7,29.7,67.9,58.3,48.0,55.9
Team-centred Domain levels: 1) Scanning,E,E,E,E,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 2) Stroke unit,E,D,C,D,D,E,D,D,D,D,E,D,D,D,E,D,E,E,D,E,E,D,C,D,D,D,E,C,C,D,E
Team-centred Domain levels: 3) Thrombolysis,E,E,E,E,E,E,E,E,E,E,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 4) Specialist Assessments,E,D,D,E,E,E,D,E,E,E,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 5) Occupational therapy,B,C,A,A,C,A,C,A,A,C,C,A,C,A,B,A,C,D,C,D,E,C,C,B,E,D,E,E,C,E,C
Team-centred Domain levels: 6) Physiotherapy,D,D,D,C,B,B,B,B,B,B,C,B,B,B,B,B,C,D,B,D,D,B,C,B,E,D,E,D,D,E,C
Team-centred Domain levels: 7) Speech and Language therapy,C,C,A,A,A,A,A,A,A,A,B,C,D,B,D,D,E,E,D,E,E,E,E,E,E,E,E,D,D,E,C
Team-centred Domain levels: 8) MDT working,C,C,C,B,B,B,B,A,B,C,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 9) Standards by discharge,E,D,D,D,E,C,C,B,B,B,D,D,D,D,D,B,D,B,A,C,D,C,B,B,Too few to report,D,E,Too few to report,C,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,C,D,D,C,D,B,B,B,E,D,E,D,C,B,D,B,A,B,C,A,C,A,Too few to report,E,D,Too few to report,D,D,B
Team-centred KI level Team-centred Total KI level,E,D,D,D,D,D,D,C,C,D,D,C,D,C,D,B,D,E,B,E,E,C,D,C,E,E,E,D,D,E,C
Team-centred KI level Team-centred Total KI score,38,42,54,52,50,58,56,66,64,58,46.7,60,46.7,63.3,53.3,70,40,38.0,70.0,36.0,33.3,60.0,56.7,66.7,25.0,33.3,23.3,40.0,50.0,36.7,60.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,D,E,D,E,D,D,D,E,E,D,E,E,D,D,D,E,E,E,E,D,E,D
Team-centred SSNAP level Team-centred SSNAP score,30.4,33.6,43.2,41.6,42.5,49.3,47.6,56.1,54.4,49.3,39.7,51,39.7,53.8,45.3,59.5,34,32.3,59.5,28.8,28.3,51.0,48.2,56.7,19.0,25.3,18.7,38.0,42.5,29.3,51.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,31,58,96,117,136,169,169,152,124,56,81,95,93,88,83,81,34,47,63,66,92,89,78,57,51,49,36,42,61,56
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.97,0.64,0.83,0.98,0.99,0.99,1,0.99,0.98,0.98,0.99,0.99,1,96%,0.95,0.96,67%,87%,88%,80%,87%,92%,93%,89%,88%,84%,75%,75%,81%,77%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,1,6,9,6,4,8,5,5,4,6,6,8,9,20,21,13,19,25,36,21,12,11,15,10,7,11,9,10
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.02,0.01,0.05,0.07,0.04,0.02,0.05,0.04,0.09,0.05,0.06,0.06,9%,0.11,0.25,62%,28%,30%,38%,39%,24%,15%,19%,29%,20%,19%,26%,15%,18%
