0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 6) Physiotherapy,B,B,B,A,B,A,B,A,Too few to report,B,A,A,A,A,A,B,A,A,A,A,A,B,B,B,B,B,A,Too few to report,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,C,B,B,A,A,B,B,A,Too few to report,B,A,A,A,A,A,A,B,A,B,A,B,A,B,C,B,C,B,Too few to report,A,A,A
Patient-centred Domain levels: 8) MDT working,D,D,D,E,D,C,C,D,Too few to report,E,C,D,D,E,D,D,D,C,B,B,C,D,B,B,C,B,A,Too few to report,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,A,A,A,A,A,B,B,A,Too few to report,C,A,A,A,B,B,B,C,B,B,B,A,A,B,B,A,A,A,Too few to report,A,B,B
Patient-centred Domain levels: 10) Discharge processes,C,C,C,C,B,A,C,B,Too few to report,A,B,B,A,C,B,A,A,B,A,A,A,B,C,C,B,A,A,Too few to report,B,B,B
Patient-centred KI level Patient-centred Total KI level,B,A,B,B,A,A,B,A,TFP,B,A,B,A,B,A,A,B,A,A,A,A,A,B,B,B,B,A,TFP,A,A,A
Patient-centred KI level Patient-centred Total KI score,72,82,78,80,84,86,76,86,.,70,86,80,82,74,82.0,82,78,86.0,94.0,90.0,90.0,84.0,80.0,76.0,78.0,78.0,92.0,.,84.0,86.0,84.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,B,C,B,B,B,B,A,TFP,C,A,C,C,C,C,B,B,A,A,B,A,A,B,C,B,C,A,TFP,C,A,B
Patient-centred SSNAP level Patient-centred SSNAP score,61.6,73.8,66.3,76,71.8,77.4,72.2,81.7,.,66.5,86,64.6,66.2,62.9,66.2,77.9,70.2,86.0,80.4,76.5,85.5,84.0,76.0,64.6,74.1,66.3,83.0,.,64.3,81.7,79.8
Team-centred Domain levels: 2) Stroke unit,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,C,B,D,E,E,E,E,Too few to report,E,E,E
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,C,B,B,A,A,A,A,Too few to report,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,B,B,A,B,A,B,B,C,C,A,A,A,B,B,B,A,B,A,B,B,B,B,A,B,A,B,Too few to report,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,B,B,B,A,B,A,B,A,C,C,A,A,B,A,C,B,A,C,B,C,C,C,C,C,B,C,C,Too few to report,A,A,A
Team-centred Domain levels: 9) Standards by discharge,A,B,A,Too few to report,A,B,C,A,Too few to report,C,A,A,A,B,B,C,C,A,Too few to report,Too few to report,A,Too few to report,B,B,Too few to report,A,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred Domain levels: 10) Discharge processes,C,B,C,Too few to report,A,A,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,B,A,C,A,A,A,Too few to report,Too few to report,Too few to report,A,Too few to report,C,C,Too few to report,A,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report
Team-centred KI level Team-centred Total KI level,A,A,A,A,A,A,A,A,TFP,B,A,A,A,A,A,A,A,A,A,B,B,B,C,B,B,B,C,TFP,B,B,B
Team-centred KI level Team-centred Total KI score,86.7,86.7,86.7,100,93.3,96.7,84,96,.,72,100,96.7,96.7,86.7,86.7,86.7,93.3,88.0,95.0,70.0,76.7,75.0,66.7,70.0,70.0,80.0,65.0,.,80.0,80.0,80.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",B,B,B,A,B,A,B,A,TFP,C,A,B,B,B,B,A,A,A,A,D,B,B,C,D,C,C,D,TFP,C,B,B
Team-centred SSNAP level Team-centred SSNAP score,74.1,78,73.7,95,79.8,87,79.8,91.2,.,68.4,100,78.1,78.1,73.7,70.0,82.3,84,88.0,81.2,59.5,72.8,75.0,63.3,59.5,66.5,68.0,58.7,.,61.2,76.0,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,73,70,71,82,83,72,72,74,71,61,82,91,91,72,88,75,62,60,57,45,35,45,51,49,51,50,46,48,36,40
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.99,0.99,0.99,0.94,0.88,0.92,0.97,0.96,0.91,0.94,0.92,0.94,97%,0.98,0.95,93%,95%,86%,83%,83%,90%,91%,91%,86%,83%,84%,86%,80%,80%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,11,14,13,14,15,13,17,17,18,18,27,18,24,19,25,18,27,18,10,12,13,11,8,9,9,19,12,14
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.01,0.15,0.17,0.16,0.19,0.21,0.18,0.24,0.28,0.22,0.2,0.3,25%,0.27,0.25,40%,30%,47%,40%,29%,27%,25%,22%,16%,18%,20%,40%,33%,35%
