0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 5) Occupational therapy,E,D,D,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,A,A,B,B,B,A,B,B,B
Team-centred Domain levels: 6) Physiotherapy,D,D,B,D,D,D,C,B,B,B,B,B,A,A,B,C,C,B,B,B,C,B,B,B,C,B,B,B,B,B,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,D,D,D,C,C,C,D,D,D,E,C,C,C,C,C,B,B,B,C,D,C,D,E,D,E
Team-centred Domain levels: 8) MDT working,E,D,D,E,E,C,C,D,C,C,B,B,B,B,B,C,B,D,D,D,C,B,B,C,C,B,B,C,B,C,C
Team-centred Domain levels: 9) Standards by discharge,Insufficient records,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,B,B,C,C,C,A,A,A,A,B,A,A,B
Team-centred Domain levels: 10) Discharge processes,Insufficient records,D,D,E,D,C,A,A,B,A,D,B,B,D,B,D,B,C,C,B,A,C,B,B,B,B,A,B,A,C,C
Team-centred KI level Team-centred Total KI level,E,D,D,D,D,C,C,C,C,C,C,B,B,C,C,D,B,C,C,C,C,C,B,B,C,C,B,C,C,C,D
Team-centred KI level Team-centred Total KI score,30,50,48,42,40,62,66,60,62,62,68,70,74,66,66.0,58,72,66.0,66.0,66.0,64.0,62.0,70.0,70.0,60.0,68.0,72.0,66.0,68.0,62.0,54.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,E,E,D,D,D,D,D,D,C,C,B,C,C,D,B,C,C,C,C,D,C,B,C,C,B,C,C,C,D
Team-centred SSNAP level Team-centred SSNAP score,19.9,45,38.8,39.9,40,58.9,59.6,57,58.9,58.9,68,66.5,74,66,62.7,58,72,66.0,66.0,66.0,64.0,58.9,66.5,70.0,60.0,68.0,72.0,66.0,68.0,62.0,54.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,11,35,68,66,63,93,95,89,126,191,151,151,172,203,189,167,164,129,149,165,157,160,163,120,155,166,172,188,170,185
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.9,0.89,0.89,0.91,94%,0.93,0.89,90%,89%,90%,90%,91%,88%,84%,83%,86%,85%,88%,90%,90%,92%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,27,45,44,62,69,69,102,176,143,146,165,190,178,154,147,113,132,147,140,147,147,103,137,153,154,159,139,158
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.4,0.68,0.7,0.67,0.73,0.78,0.81,0.92,0.95,0.97,0.96,94%,0.94,0.92,90%,88%,89%,89%,89%,92%,90%,86%,88%,92%,90%,85%,82%,85%
