0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 10) Discharge processes,B,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,Too few to report,B,A,A,B,B,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,TFP,TFP,B,A,A,TFP,A,A,A,B,A,A
Patient-centred KI level Patient-centred Total KI score,54,64,80,84,92,88,82,84,88,86,92,88,92,84,88.0,90,82,78.0,88.0,.,.,78.0,86.0,88.0,.,88.0,84.0,88.0,74.0,84.0,84.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,B,B,A,A,B,B,B,B,B,A,A,B,A,A,B,B,A,TFP,TFP,C,B,A,TFP,B,B,B,B,A,B
Patient-centred SSNAP level Patient-centred SSNAP score,45.9,54.7,76,79.8,87.4,83.6,73.8,79.8,74.8,77.4,78.2,88,87.4,75.6,83.6,90,73.8,78.0,88.0,.,.,66.3,73.5,83.6,.,71.1,71.4,74.8,70.3,84.0,79.8
Team-centred Domain levels: 2) Stroke unit,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Too few to report,Too few to report,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,D,D,C,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,Too few to report,Too few to report,C,A,A,A,A,A,A,A,B,B
Team-centred Domain levels: 6) Physiotherapy,D,D,C,A,B,B,B,B,A,B,B,A,A,A,B,A,A,B,A,Too few to report,Too few to report,C,A,A,A,A,C,C,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,D,E,A,B,B,C,C,C,C,B,B,C,B,C,B,C,C,C,C,Too few to report,Too few to report,D,C,D,C,C,C,B,C,C,C
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,Too few to report,Too few to report,A,B,A,B,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,B,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,Too few to report,Too few to report,B,A,A,B,B,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,C,C,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,TFP,TFP,B,A,A,TFP,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,60,60,83.3,90,90,83.3,80,83.3,90,93.3,93.3,93.3,96.7,93.3,93.3,93.3,93.3,90.0,93.3,.,.,73.3,90.0,90.0,.,90.0,86.7,90.0,90.0,86.7,86.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,B,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,A,TFP,TFP,C,B,A,TFP,B,B,B,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,51,51.3,79.2,85.5,85.5,79.2,72,79.2,76.5,84,79.3,93.3,91.8,84,88.7,93.3,84,90.0,93.3,.,.,62.3,77.0,85.5,.,72.7,73.7,76.5,85.5,86.7,82.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,109,89,65,60,68,73,98,115,98,73,70,84,68,83,87,71,94,104,93,103,85,54,43,59,75,66,38,44,47,44
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.98,0.98,0.94,0.92,0.91,0.89,0.91,0.91,0.94,0.96,0.99,0.99,0.99,95%,0.96,0.93,94%,92%,94%,99%,96%,90%,96%,95%,90%,88%,79%,80%,78%,76%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,8,3,7,14,13,15,19,19,18,11,8,13,14,13,9,9,16,14,5,14,15,2,2,11,9,10,10,22,24,23
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.07,0.03,0.11,0.23,0.19,0.21,0.19,0.17,0.18,0.15,0.11,0.15,0.21,16%,0.1,0.13,17%,13%,5%,14%,18%,4%,5%,19%,12%,15%,26%,50%,51%,52%
