0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,C,C,C,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,B,B,B,A,A,A,B,C,B,C,D,B
Patient-centred Domain levels: 4) Specialist Assessments,D,D,C,C,B,C,B,C,D,C,B,A,B,B,A,B,B,A,A,B,A,B,C,B,B,A,A,B,A,B,A
Patient-centred Domain levels: 5) Occupational therapy,Too few to report,C,C,C,C,C,C,C,C,D,E,D,A,A,A,B,A,A,B,C,D,Too few to report,C,C,C,D,E,D,D,C,A
Patient-centred Domain levels: 6) Physiotherapy,Too few to report,C,B,B,B,B,C,B,C,C,B,B,C,C,D,C,B,B,B,B,B,Too few to report,D,C,C,D,D,B,B,D,B
Patient-centred Domain levels: 7) Speech and Language therapy,Too few to report,C,C,B,B,E,E,D,E,E,E,D,C,D,C,D,C,B,B,C,D,Too few to report,E,C,C,C,D,C,D,D,D
Patient-centred Domain levels: 8) MDT working,D,D,C,C,C,D,D,D,D,D,D,C,C,B,C,D,D,B,B,C,A,C,D,C,C,D,D,D,D,C,C
Patient-centred Domain levels: 9) Standards by discharge,Too few to report,B,B,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,Too few to report,A,A,A,B,B,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,Too few to report,C,C,C,C,C,C,C,D,C,D,D,C,D,D,D,E,D,C,E,D,Too few to report,C,D,C,D,D,D,C,D,D
Patient-centred KI level Patient-centred Total KI level,D,C,C,B,B,C,C,B,D,C,C,B,A,B,B,B,B,A,A,B,B,TFP,C,B,B,C,D,B,B,C,B
Patient-centred KI level Patient-centred Total KI score,48,60,68,72,78,68,66,72,54,60,60,74,82,78,78.0,72,74,86.0,88.0,70.0,72.0,.,62.0,72.0,74.0,66.0,58.0,70.0,70.0,64.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,D,D,C,B,C,C,C,D,D,C,B,A,B,B,C,B,A,A,B,B,TFP,C,B,B,C,D,B,B,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,36.5,51,57.8,64.8,74.1,64.6,62.7,68.4,51.3,57,60,70.3,82,74.1,74.1,68.4,70.3,81.7,83.6,70.0,72.0,.,62.0,72.0,74.0,66.0,58.0,70.0,70.0,64.0,76.0
Team-centred Domain levels: 1) Scanning,B,B,A,B,A,B,B,A,C,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,C,C,B,B,B,C,B,C,C,C,B,A,B,B,B,C,B,A,C,C,C,C,B,C,B,C,B,B,B,C
Team-centred Domain levels: 3) Thrombolysis,C,C,C,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,B,B,A,A,A,B,C,B,C,D,B
Team-centred Domain levels: 4) Specialist Assessments,D,D,C,C,B,C,B,C,D,C,B,A,B,B,A,B,B,A,A,B,A,B,C,B,B,A,A,B,A,B,A
Team-centred Domain levels: 5) Occupational therapy,Too few to report,C,C,C,C,B,D,C,D,E,D,C,C,A,A,C,B,C,B,C,D,Too few to report,C,D,E,E,E,E,E,C,A
Team-centred Domain levels: 6) Physiotherapy,Too few to report,C,B,B,B,A,C,B,C,D,B,B,D,C,D,B,C,C,B,C,B,Too few to report,D,B,C,D,D,C,C,D,B
Team-centred Domain levels: 7) Speech and Language therapy,Too few to report,C,C,B,B,E,E,D,E,E,E,D,D,D,C,C,C,A,B,C,D,Too few to report,D,C,C,C,E,C,C,E,E
Team-centred Domain levels: 8) MDT working,D,D,C,C,C,B,D,D,D,C,D,C,D,A,C,C,D,B,B,C,A,C,C,C,C,C,C,D,D,C,B
Team-centred Domain levels: 9) Standards by discharge,Too few to report,B,B,B,B,Too few to report,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,Too few to report,A,A,A,B,B,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,Too few to report,C,C,C,C,Too few to report,C,C,C,C,D,D,D,D,D,D,D,C,C,Too few to report,C,Too few to report,C,D,C,D,C,D,C,D,C
Team-centred KI level Team-centred Total KI level,D,C,C,B,B,B,C,B,D,C,C,B,B,B,B,B,B,A,A,B,B,TFP,C,B,B,C,C,C,C,C,B
Team-centred KI level Team-centred Total KI score,48,60,68,72,78,75,64,72,56,60,62,74,70,80,78.0,76,72,84.0,88.0,73.3,74.0,.,66.0,72.0,70.0,66.0,60.0,66.0,68.0,62.0,78.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,C,B,B,C,C,D,D,C,B,B,B,B,B,C,B,A,B,B,TFP,C,B,B,C,C,C,C,C,B
Team-centred SSNAP level Team-centred SSNAP score,36.5,51,57.8,64.8,74.1,71.3,60.8,68.4,53.2,57,62,70.3,70,76,74.1,72.2,68.4,79.8,83.6,73.3,74.0,.,66.0,72.0,70.0,66.0,60.0,66.0,68.0,62.0,78.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,11,25,34,47,45,31,28,41,34,49,46,46,41,47,50,41,39,29,35,61,48,37,36,38,40,42,41,54,56,46
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.94,0.96,0.9,0.82,0.85,0.95,1,0.86,0.9,0.92,0.85,87%,0.89,0.84,74%,74%,92%,94%,87%,86%,90%,84%,74%,78%,71%,81%,84%,78%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,10,28,27,17,17,31,18,2,0,9,4,2,0,9,29,15,22,39,35,26,23,18,19,23,26,31,31,25
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.29,0.6,0.6,0.55,0.61,0.76,0.53,0.04,0,0.2,0.1,4%,0,0.22,74%,52%,63%,64%,73%,70%,64%,47%,48%,55%,63%,57%,55%,54%
