0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 4) Specialist Assessments,C,D,C,D,C,C,D,D,C,D,B,C,A,B,B,C,D,D,E,D,A,D,D,B,B,D,C,E,E,E,E
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,Too few to report,C,B,C,C,C,B,C,B,A,A
Patient-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Too few to report,A,A,B,B,D,C,D,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Too few to report,A,A,A,B,C,C,E,A,A,B
Patient-centred Domain levels: 8) MDT working,D,D,D,D,D,D,B,C,B,D,C,B,B,C,C,D,D,D,D,D,C,E,E,C,D,D,D,E,E,E,D
Patient-centred Domain levels: 9) Standards by discharge,B,D,D,B,B,B,B,B,B,B,B,B,B,B,A,B,C,B,B,B,Too few to report,B,B,A,A,A,A,A,B,C,B
Patient-centred Domain levels: 10) Discharge processes,C,B,C,B,B,D,B,A,B,B,A,B,B,B,B,A,A,A,A,A,Too few to report,A,A,A,A,A,A,B,D,A,A
Patient-centred KI level Patient-centred Total KI level,B,C,B,B,B,B,B,A,A,B,A,A,A,A,A,B,B,B,C,B,TFP,C,C,B,B,C,B,D,D,C,C
Patient-centred KI level Patient-centred Total KI score,80,66,72,72,80,74,80,82,86,72,86,84,92,84,90.0,78,70,72.0,66.0,70.0,.,64.0,68.0,76.0,74.0,62.0,70.0,54.0,56.0,64.0,66.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,D,C,C,B,B,B,A,B,C,A,C,B,C,A,B,B,B,C,C,TFP,D,D,B,B,C,B,D,D,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,68,56.1,61.2,64.8,76,70.3,80,82,77.6,68.4,86,67.8,74.3,67.8,90.0,78,70,72.0,62.7,66.5,.,51.2,57.8,76.0,74.0,62.0,70.0,43.6,50.4,60.8,66.0
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,C,C,E,D,A,E,D,B,B,D,C,D,C,C,D
Team-centred Domain levels: 5) Occupational therapy,B,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,A,C,C,A,C,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,C,D,C,B,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,C,B,C,B,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,C,C,A,A,A,C,E,E,E,A,A,B
Team-centred Domain levels: 9) Standards by discharge,B,D,D,B,B,B,B,C,B,B,A,Too few to report,Too few to report,B,Too few to report,B,D,B,C,C,Too few to report,A,A,Too few to report,A,A,A,A,C,Too few to report,A
Team-centred Domain levels: 10) Discharge processes,C,B,C,A,A,C,A,A,A,A,A,Too few to report,Too few to report,B,Too few to report,A,A,A,A,A,Too few to report,B,A,Too few to report,A,A,A,A,D,Too few to report,A
Team-centred KI level Team-centred Total KI level,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,TFP,B,A,A,B,C,B,C,B,A,A
Team-centred KI level Team-centred Total KI score,73.3,70,66.7,86.7,93.3,86.7,93.3,93.3,90,90,96.7,100,100,90,95.0,93.3,83.3,86.7,80.0,70.0,.,73.3,83.3,95.0,76.7,60.0,73.3,66.7,76.7,90.0,86.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,D,D,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,C,TFP,D,B,A,B,C,B,D,C,A,A
Team-centred SSNAP level Team-centred SSNAP score,62.3,59.5,56.7,78,88.7,82.3,93.3,93.3,81.2,85.5,96.7,80.8,80.8,72.7,95.0,93.3,83.3,86.7,76.0,66.5,.,58.7,70.8,95.0,76.7,60.0,73.3,53.8,69.0,85.5,86.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,101,105,102,87,78,61,67,65,52,46,51,54,52,50,49,40,63,71,60,62,71,60,54,70,66,43,52,71,70,57
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.99,0.99,1,0.97,0.97,0.98,0.98,0.98,0.93,0.95,1,100%,1,0.95,97%,99%,95%,95%,96%,97%,100%,100%,100%,100%,96%,96%,97%,98%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,7,11,18,18,30,30,27,10,13,13,3,1,2,13,7,12,27,33,37,19,4,9,21,18,19,23,20,14
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.07,0.13,0.23,0.3,0.45,0.46,0.52,0.22,0.25,0.24,0.06,2%,0.04,0.33,11%,17%,45%,53%,52%,32%,7%,13%,32%,42%,37%,32%,29%,25%
