0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 5) Occupational therapy,E,C,A,A,A,C,C,C,A,B,C,A,C,C,A,A,A,A,A,A,A,C,B,A,B,A,B,B,B,A,A
Patient-centred Domain levels: 6) Physiotherapy,E,D,C,B,D,E,E,E,D,D,D,B,D,D,C,D,D,A,A,B,B,D,B,B,B,B,C,C,C,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,C,C,B,C,C,C,C,C,D,D,C,C,C,C,C,C
Patient-centred Domain levels: 8) MDT working,E,D,D,D,D,E,E,D,D,D,D,C,D,D,D,D,C,B,B,B,C,D,D,C,C,C,D,D,D,D,C
Patient-centred Domain levels: 9) Standards by discharge,E,E,E,E,E,E,E,E,D,E,B,B,B,B,B,B,A,A,A,A,B,A,C,B,B,A,B,B,B,D,B
Patient-centred Domain levels: 10) Discharge processes,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,E,D,D,D,D,E,E,D,D,D,D,B,D,D,C,C,C,B,B,C,C,D,D,C,C,C,D,C,D,C,B
Patient-centred KI level Patient-centred Total KI score,34,42,50,52,40,28,32,40,48,42,56,70,50,54,64.0,62,66,78.0,72.0,68.0,62.0,54.0,58.0,62.0,60.0,66.0,56.0,60.0,58.0,60.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,D,D,E,E,E,E,D,E,D,C,D,D,C,D,C,B,B,C,C,D,D,C,C,C,D,D,D,D,C
Patient-centred SSNAP level Patient-centred SSNAP score,29.1,35.7,42.5,44.2,34,23.8,27.2,36,43.2,35.7,53.2,66.5,47.5,51.3,60.8,58.9,62.7,74.1,72.0,68.0,62.0,48.7,52.2,62.0,60.0,66.0,56.0,57.0,49.6,54.0,66.5
Team-centred Domain levels: 1) Scanning,D,D,C,C,D,E,E,D,C,C,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,B,C,B,B
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,C,D,C,B,C,D,D,C,E,E,D,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,C,C,C,C,D,D,C,C,C,C,C,C,D,C,C,D,C,C,C,D,E,E,E,D,D,D,E,D,E,D,C
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,D,E,E,E,D,D,E,C,C,D,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
Team-centred Domain levels: 5) Occupational therapy,E,C,A,A,A,C,C,C,B,B,C,A,C,C,A,A,A,A,A,A,A,C,B,A,B,A,B,C,C,A,A
Team-centred Domain levels: 6) Physiotherapy,E,D,C,B,D,E,E,E,D,D,D,B,D,D,C,D,D,A,A,B,B,D,B,B,C,B,C,C,C,C,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,E,E,C,C,C,B,C,C,C,C,C,D,D,C,C,C,D,C,C
Team-centred Domain levels: 8) MDT working,D,C,D,D,D,E,D,C,D,D,C,C,D,D,C,C,C,B,B,B,C,D,C,C,C,C,C,D,D,D,C
Team-centred Domain levels: 9) Standards by discharge,E,E,E,E,E,E,E,E,D,E,B,B,B,B,B,B,A,A,A,A,B,A,B,B,A,A,B,B,B,E,A
Team-centred Domain levels: 10) Discharge processes,E,E,E,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,E,D,D,D,D,E,E,D,D,D,D,B,D,D,C,C,C,B,B,C,C,D,C,C,C,C,D,D,D,D,B
Team-centred KI level Team-centred Total KI score,36,44,50,52,40,28,34,42,46,40,58,70,50,52,68.0,64,66,76.0,72.0,68.0,62.0,54.0,60.0,62.0,60.0,66.0,58.0,58.0,52.0,56.0,70.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,E,E,E,E,D,E,D,C,D,D,C,C,C,B,B,C,C,D,D,C,C,C,D,D,D,D,C
Team-centred SSNAP level Team-centred SSNAP score,30.8,37.4,42.5,44.2,34,23.8,28.9,37.8,41.4,34,55.1,66.5,47.5,49.4,64.6,60.8,62.7,72.2,72.0,68.0,62.0,48.7,54.0,62.0,60.0,66.0,58.0,55.1,44.5,50.4,66.5
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,214,350,381,404,437,430,431,447,417,409,403,384,355,361,375,376,341,334,375,408,389,335,344,326,318,317,334,340,329,310
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.99,0.99,1,1,1,0.99,0.99,1,0.96,0.97,0.96,0.95,96%,0.96,0.97,92%,88%,90%,92%,91%,89%,90%,90%,91%,89%,88%,89%,91%,92%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,3,3,8,5,3,7,22,22,12,39,71,56,39,40,39,57,52,76,78,64,66,69,57,59,46,58,48,38,41
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.01,0.01,0.02,0.01,0.01,0.02,0.05,0.05,0.03,0.1,0.18,0.16,11%,0.11,0.1,17%,16%,20%,19%,16%,20%,20%,17%,19%,15%,17%,14%,12%,13%
