0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 10) Discharge processes,B,B,D,B,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,C,A,B,B,A,A,A,A,A,A,B
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,C,D,D,D,C,D,C,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
Patient-centred KI level Patient-centred Total KI score,58,48,46,50,56,52,66,58,50,50,62,58,60,72,64.0,72,82,88.0,88.0,84.0,82.0,84.0,86.0,88.0,88.0,82.0,86.0,86.0,76.0,72.0,80.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,E,D,D,D,D,D,D,D,D,D,D,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,B,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,49.6,36.7,37.1,40.4,50.4,49.4,56.4,55.1,45,47.5,53,55.1,54.2,72,64.0,72,82,88.0,88.0,84.0,82.0,84.0,86.0,88.0,88.0,82.0,86.0,86.0,76.0,68.4,80.0
Team-centred Domain levels: 1) Scanning,A,B,C,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,C,C,C,C,E,C,E,E,D,C,E,E,E,E,D,C,C,C,C,C,C,C,C,C,D,C,C,D,C,D
Team-centred Domain levels: 3) Thrombolysis,D,E,E,.,.,E,E,E,E,E,E,E,E,E,D,D,D,B,B,C,A,C,B,B,B,B,A,C,B,B,B
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,D,C,D,B,C,D,D,C,D,B,B,B,A,A,A,A,A,A,A,A,A,B,B,B,B,A,B,B
Team-centred Domain levels: 5) Occupational therapy,E,E,D,E,E,E,E,D,E,E,B,B,B,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A
Team-centred Domain levels: 6) Physiotherapy,D,D,C,D,D,D,C,C,D,C,B,B,C,B,B,B,B,A,A,B,A,B,A,A,A,A,A,B,C,D,B
Team-centred Domain levels: 7) Speech and Language therapy,D,E,D,E,D,C,C,C,D,E,E,E,E,C,E,E,C,C,B,C,C,A,A,A,A,A,A,A,C,C,A
Team-centred Domain levels: 8) MDT working,C,D,C,B,D,D,B,D,D,D,B,B,D,B,D,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,C,B,A,A,A,A,A,B,D,B,A,A,A,A,A,A,B,A,B,B,B,A,A,B,A,A,C,D,C
Team-centred Domain levels: 10) Discharge processes,B,B,D,B,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,C,A,B,B,A,A,A,A,A,A,B
Team-centred KI level Team-centred Total KI level,D,D,D,D,C,D,C,D,D,D,C,C,C,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
Team-centred KI level Team-centred Total KI score,58,48,48,55.6,60,54,68,58,50,50,64,60,62,72,66.0,72,82,90.0,90.0,84.0,84.0,88.0,90.0,90.0,90.0,86.0,92.0,86.0,76.0,72.0,80.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,E,E,D,D,D,D,D,D,D,D,D,D,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,B,C,B
Team-centred SSNAP level Team-centred SSNAP score,49.6,36.7,38.8,44.9,54,51.3,58.1,55.1,45,47.5,54.7,57,56,72,66.0,72,82,90.0,90.0,84.0,84.0,88.0,90.0,90.0,90.0,86.0,92.0,86.0,76.0,68.4,80.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,87,82,103,97,83,99,104,106,104,117,117,99,90,92,92,105,94,123,135,129,142,142,123,110,171,160,118,147,137,137
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.84,0.93,0.97,1,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.95,95%,0.95,0.94,98%,98%,99%,99%,99%,99%,98%,96%,99%,99%,100%,100%,100%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,48,22,63,51,36,45,45,51,48,54,50,45,51,60,61,64,30,47,58,37,39,49,39,41,89,79,68,92,68,51
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.55,0.27,0.61,0.53,0.43,0.45,0.43,0.48,0.46,0.46,0.43,0.45,0.57,65%,0.66,0.61,32%,38%,43%,29%,27%,35%,32%,37%,52%,49%,58%,63%,50%,37%
