0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 7) Speech and Language therapy,C,C,B,B,B,C,B,B,B,A,A,A,A,A,A,A,B,B,B,B,B,C,B,B,B,A,A,A,B,B,B
Patient-centred Domain levels: 8) MDT working,B,B,B,B,B,B,B,B,B,C,B,C,C,B,B,B,C,D,C,D,D,D,E,D,D,D,D,D,D,E,E
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,B,B,C,A,C,C,B,B,A,A,B,B,D,C,A,A,A,A,A,A,A,A,B,A
Patient-centred Domain levels: 10) Discharge processes,A,A,A,A,A,A,A,A,A,A,B,B,B,B,C,C,B,A,A,B,B,A,B,B,C,B,C,B,A,A,A
Patient-centred KI level Patient-centred Total KI level,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,86,84,84,86,84,76,80,82,78,78,92,86,82,84,86.0,90,82,80.0,78.0,70.0,72.0,78.0,74.0,76.0,74.0,78.0,78.0,78.0,80.0,74.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",B,B,C,A,B,B,B,B,B,B,A,B,B,B,A,A,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,73.5,71.8,60.7,81.7,79.8,76,76,74,70.4,74.1,87.4,73.5,73.8,79.8,86.0,85.5,77.9,80.0,78.0,66.5,72.0,78.0,74.0,76.0,74.0,74.1,78.0,78.0,80.0,70.3,72.2
Team-centred Domain levels: 1) Scanning,B,B,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,D,C,C,C,D,C,C,C,C,C,C,D,C,D,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,A,A,B,A,A,C,B,B,B,B,A,A,B,B,A,A,A,C,B,C,C,C,C,D,C,B,C,C,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,A,A,A,A,A,B,B,B,B,D,A,B,B,B,B,A,B,B,B,B,B,A,A,A,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,A,B,A,A,A,C,A,A,C,A,A,A,A,A,A,A,A,A,C,D,D,A,C,C,C,B,A,C,C,C,D
Team-centred Domain levels: 6) Physiotherapy,A,B,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,B,C,D,C,B,B,C,D,B,B,D,D,D,E
Team-centred Domain levels: 7) Speech and Language therapy,B,B,C,A,B,B,B,B,C,A,A,A,A,A,A,A,C,B,C,D,C,C,A,C,C,A,B,C,C,B,C
Team-centred Domain levels: 8) MDT working,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,C,B,D,D,D,D,D,D,D,D,D,D,D,E
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,A,B,D,B,D,D,B,B,B,A,A,B,E,C,A,B,A,A,A,B,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,A,A,A,A,A,A,A,A,A,C,D,C,D,C,D,C,C,B,C,D,D,B,C,C,D,D,D,C,B,A,A
Team-centred KI level Team-centred Total KI level,A,A,A,A,A,B,A,A,B,B,A,B,B,A,A,A,B,B,C,D,D,B,B,C,C,B,C,C,C,C,C
Team-centred KI level Team-centred Total KI score,88,84,84,90,86,76,82,84,76,76,86,80,78,82,84.0,86,80,78.0,68.0,48.0,56.0,74.0,70.0,64.0,60.0,72.0,68.0,62.0,64.0,68.0,60.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",B,B,C,A,A,B,B,B,C,B,A,C,B,B,A,A,B,B,C,D,D,B,B,C,C,C,C,C,C,C,D
Team-centred SSNAP level Team-centred SSNAP score,75.2,71.8,60.7,85.5,81.7,76,77.9,75.8,68.6,72.2,81.7,68.4,70.2,77.9,84.0,81.7,76,78.0,68.0,45.6,56.0,74.0,70.0,64.0,60.0,68.4,68.0,62.0,64.0,64.6,57.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,335,353,362,393,372,346,328,324,301,376,421,420,407,363,384,425,369,385,397,450,453,411,426,490,478,467,491,489,505,511
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.92,0.95,0.95,0.93,0.95,0.96,0.95,0.93,0.91,0.94,0.97,0.94,0.94,94%,0.93,0.95,97%,97%,96%,95%,93%,93%,93%,92%,94%,92%,90%,89%,92%,91%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,28,17,16,26,21,14,18,33,27,25,27,39,47,67,100,88,73,69,68,98,88,72,79,95,74,96,117,105,95,102
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.08,0.05,0.04,0.07,0.06,0.04,0.05,0.1,0.09,0.07,0.06,0.09,0.12,18%,0.26,0.21,20%,18%,17%,22%,19%,18%,19%,19%,15%,21%,24%,21%,19%,20%
