0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,D,D,A,A,B,B,B,B,B,B,B,B,C,C,C,C,C,D,D,C,B,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,45.2,42,54.7,49,44.8,56.4,56.4,58.9,54.7,49.6,82,82,70.3,80,78.0,78,72,80.0,72.2,76.0,68.4,66.5,60.8,62.7,64.6,57.6,57.6,64.6,72.2,82.0,81.7
Team-centred Domain levels: 1) Scanning,D,D,D,D,D,D,C,D,C,D,C,C,C,C,C,C,C,B,C,B,C,C,C,C,C,B,B,B,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,B,B,B,C,B,C,C,C,C,D,C,A,B,B,B,E,D,C,D,D,E,D,B,B
Team-centred Domain levels: 3) Thrombolysis,B,C,B,B,B,B,B,B,B,C,B,C,C,B,C,C,C,B,B,C,C,C,C,D,D,C,D,D,D,D,D
Team-centred Domain levels: 4) Specialist Assessments,C,D,B,C,B,B,C,D,C,D,B,B,C,B,B,B,C,D,C,C,D,D,D,D,D,D,E,E,D,B,C
Team-centred Domain levels: 5) Occupational therapy,B,C,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,C,C,B,B,B,B,B,B,B,B,A,A,A,A,B,B,B,B,A,B,B,A,B,A,B,B,B,A,B,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,D,E,E,E,E,E,E,E,C,C,D,E,D,C,E,E,E,E,D,D,D,E,D,D,C,D,C,C,C
Team-centred Domain levels: 8) MDT working,C,D,C,C,C,C,C,C,C,C,B,B,C,C,B,C,C,C,B,C,C,C,D,D,D,E,E,D,C,C,B
Team-centred Domain levels: 9) Standards by discharge,D,B,D,B,B,B,B,B,B,C,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,E,D,D,C,D,A,A,A,A,A,A,A,A,A,A,C,B,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,C,C,C,C,C,C,C,D,A,A,B,B,B,B,C,B,B,B,C,B,C,C,C,C,C,C,B,A,A
Team-centred KI level Team-centred Total KI score,56,52,64,64,64,64,66,62,66,56,82,82,74,76,76.0,76,68,72.0,78.0,74.0,68.0,72.0,64.0,62.0,66.0,64.0,64.0,64.0,72.0,82.0,82.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,D,D,A,A,B,B,B,B,C,B,B,B,C,C,C,D,C,D,D,C,C,A,B
Team-centred SSNAP level Team-centred SSNAP score,45.2,42,54.7,49,46.2,54.7,56.4,58.9,56.4,47.9,82,82,70.3,76,76.0,76,68,72.0,74.1,70.3,64.6,68.4,60.8,58.9,62.7,57.6,57.6,60.8,68.4,82.0,77.9
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,3,127,373,475,483,488,480,467,404,481,307,387,414,394,295,283,200,341,400,457,411,394,423,454,489,510,522,488,521,424
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,0.97,0.91,0.54,0.72,0.83,80%,0.66,0.64,63%,70%,83%,90%,89%,88%,86%,86%,89%,89%,88%,88%,90%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,1,1,0,1,11,43,79,89,90,86,135,105,163,128,164,157,169,135,118,161,203,192,197,202,149,185,166
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0,0,0,0.02,0.11,0.16,0.29,0.23,0.21,34%,0.36,0.58,64%,48%,39%,37%,33%,30%,38%,45%,39%,39%,39%,31%,36%,39%
