0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred SSNAP level Patient-centred SSNAP score,30.7,38,48.7,52.3,63.2,61.4,54.7,62.7,55.1,54,66,70,78,72,68.0,58,57,64.6,60.0,62.0,52.0,54.0,62.0,58.0,70.0,62.7,64.0,58.0,49.4,58.9,70.0
Team-centred Domain levels: 1) Scanning,E,D,D,E,C,C,C,C,C,D,C,C,C,C,C,C,C,B,B,C,C,C,B,C,B,C,B,B,C,B,A
Team-centred Domain levels: 2) Stroke unit,D,D,C,C,C,B,C,C,D,C,D,E,C,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,D,D,D,C,B,B,D,D,D,D,E,E,C,D,E,E,E,D,D,D,E,D,D,E,D,D,E,E,D,D,D
Team-centred Domain levels: 4) Specialist Assessments,E,E,D,D,D,D,D,D,E,D,B,B,B,B,D,D,D,B,D,D,D,D,D,D,B,C,D,D,D,C,B
Team-centred Domain levels: 5) Occupational therapy,C,C,C,D,B,C,B,A,C,B,A,A,A,A,A,B,A,A,B,A,C,C,A,C,B,B,B,C,C,C,C
Team-centred Domain levels: 6) Physiotherapy,D,D,C,B,C,C,B,A,B,A,A,A,A,A,A,A,A,B,B,B,C,C,B,C,C,B,B,C,D,C,C
Team-centred Domain levels: 7) Speech and Language therapy,E,E,C,B,B,B,B,C,D,D,C,C,C,C,C,D,E,E,E,E,E,E,E,D,D,C,C,C,D,C,C
Team-centred Domain levels: 8) MDT working,D,D,D,D,D,D,D,C,D,D,B,B,B,C,C,C,C,C,D,C,C,C,D,C,C,B,C,C,C,C,B
Team-centred Domain levels: 9) Standards by discharge,D,B,B,B,A,A,B,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,D,D,C,B,A,A,B,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B
Team-centred KI level Team-centred Total KI level,E,D,D,D,B,B,C,C,D,C,B,B,B,B,C,C,C,C,C,C,D,D,C,D,C,C,C,D,D,C,C
Team-centred KI level Team-centred Total KI score,36,42,54,58,70,70,64,68,56,62,72,72,80,74,68.0,60,62,68.0,60.0,62.0,54.0,56.0,62.0,56.0,66.0,68.0,64.0,58.0,54.0,62.0,68.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,C,C,D,C,D,D,B,B,B,B,C,C,D,C,C,C,D,D,C,D,C,C,C,D,D,D,C
Team-centred SSNAP level Team-centred SSNAP score,32.5,39.9,48.7,52.3,63.2,63.2,54.7,64.6,53.2,55.8,72,72,80,74,68.0,60,58.9,64.6,60.0,62.0,54.0,56.0,62.0,56.0,66.0,64.6,64.0,58.0,51.3,58.9,68.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,40,142,203,207,206,197,184,191,198,185,235,273,265,243,242,277,339,328,335,349,407,393,371,420,415,411,459,440,433,447
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.98,0.99,1,1,1,0.99,1,1,1,0.77,0.76,0.77,0.81,84%,0.78,0.8,87%,85%,89%,88%,93%,92%,91%,97%,97%,98%,98%,97%,95%,97%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,10,33,26,9,0,0,1,2,57,136,186,234,226,202,197,212,259,225,214,180,182,186,196,218,190,165,240,247,227,194
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.25,0.23,0.13,0.04,0,0,0.01,0.01,0.29,0.74,0.79,0.86,0.85,83%,0.81,0.77,76%,69%,64%,52%,45%,47%,53%,52%,46%,40%,52%,56%,52%,43%
