0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,E,E,D,D,E,E,C,E,E,E,B,D,D,C,D,D,C,D,D,D,D,C,E,Insufficient records,D,C,D,D,D,C,D
Patient-centred Domain levels: 4) Specialist Assessments,E,E,E,D,D,D,E,D,E,E,B,B,B,B,A,A,B,B,C,D,C,B,D,Insufficient records,D,D,C,C,D,B,C
Patient-centred Domain levels: 5) Occupational therapy,E,E,C,B,B,C,C,C,A,A,D,C,C,C,C,C,C,C,B,B,D,B,C,Insufficient records,C,C,C,B,C,B,C
Patient-centred Domain levels: 6) Physiotherapy,C,C,B,A,B,B,B,B,B,B,C,B,D,C,D,B,C,D,B,B,D,B,B,Insufficient records,C,D,C,C,D,C,D
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,D,D,D,E,C,B,C,C,C,C,C,C,C,D,E,B,C,Insufficient records,D,C,C,C,C,C,D
Patient-centred Domain levels: 8) MDT working,E,E,C,C,C,D,C,B,C,C,B,B,B,A,B,B,B,D,D,E,E,D,E,Insufficient records,D,E,E,D,E,E,D
Patient-centred Domain levels: 9) Standards by discharge,E,B,A,B,A,B,A,A,A,B,D,A,B,A,A,A,B,B,C,D,E,E,E,Insufficient records,B,A,A,B,C,B,B
Patient-centred Domain levels: 10) Discharge processes,D,D,D,C,B,C,B,D,C,C,B,B,B,B,B,B,B,B,B,C,B,C,D,Insufficient records,C,A,A,E,C,A,D
Patient-centred KI level Patient-centred Total KI level,E,E,D,D,D,D,D,D,D,D,C,B,C,B,B,B,C,C,C,D,D,C,D,Insufficient records,D,C,C,D,D,C,D
Patient-centred KI level Patient-centred Total KI score,26,32,46,54,54,48,58,56,56,50,68,72,66,74,70.0,72,68,60.0,60.0,52.0,44.0,62.0,44.0,.,52.0,60.0,62.0,54.0,48.0,66.0,50.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,D,C,B,C,B,B,B,C,C,C,D,E,D,E,X,D,D,D,D,D,C,D
Patient-centred SSNAP level Patient-centred SSNAP score,23.4,27.2,43.7,51.3,54,48,58,56,53.2,45.1,68,72,66,74,70.0,72,68,60.0,60.0,49.4,39.6,55.8,37.6,.,46.8,57.0,55.8,51.3,48.0,66.0,50.0
Team-centred Domain levels: 1) Scanning,E,E,E,D,D,C,D,C,C,D,A,A,A,A,A,A,A,A,B,B,A,A,B,Insufficient records,B,A,A,B,B,A,B
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,D,E,E,D,E,D,D,D,E,E,E,E,E,E,E,E,Insufficient records,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,E,E,D,E,E,E,C,E,E,E,B,D,D,C,D,D,C,D,D,D,D,C,E,Insufficient records,D,C,D,D,D,D,E
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,D,D,D,E,D,E,E,B,B,B,B,A,A,B,B,C,D,C,B,D,Insufficient records,D,D,C,C,D,C,C
Team-centred Domain levels: 5) Occupational therapy,E,E,C,B,B,C,C,C,A,A,C,C,C,B,C,C,C,B,B,B,C,B,D,Insufficient records,C,C,B,A,C,B,D
Team-centred Domain levels: 6) Physiotherapy,C,C,A,A,B,B,B,A,A,B,B,A,B,B,C,C,B,C,B,B,D,B,C,Insufficient records,C,D,B,B,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,D,E,D,E,C,B,C,B,C,C,C,C,C,D,D,B,B,Insufficient records,C,C,B,B,C,C,D
Team-centred Domain levels: 8) MDT working,D,E,C,C,D,D,C,B,B,D,B,B,B,B,B,B,B,D,D,E,E,D,E,Insufficient records,E,E,E,D,E,E,D
Team-centred Domain levels: 9) Standards by discharge,E,B,A,B,A,B,A,A,A,B,D,A,A,A,A,A,B,A,B,D,E,E,E,Insufficient records,B,A,A,B,C,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,C,C,B,C,B,C,B,C,B,C,B,B,B,B,B,C,C,C,C,C,E,Insufficient records,D,B,A,D,E,B,D
Team-centred KI level Team-centred Total KI level,E,E,D,D,D,D,D,D,C,D,B,B,B,B,B,B,B,C,C,D,D,C,D,Insufficient records,D,D,C,C,D,D,D
Team-centred KI level Team-centred Total KI score,28,32,50,52,52,48,56,58,62,48,70,72,72,78,72.0,70,70,64.0,60.0,50.0,46.0,62.0,40.0,.,50.0,58.0,68.0,62.0,44.0,58.0,46.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,C,C,D,D,D,E,X,D,D,C,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,25.2,27.2,47.5,49.4,52,48,56,58,58.9,43.3,70,72,72,78,72.0,70,70,64.0,60.0,47.5,41.4,55.8,34.2,.,45.0,55.1,61.2,58.9,44.0,58.0,46.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,58,79,113,121,136,144,125,95,85,328,370,326,277,224,202,247,80,119,106,212,219,247,304,306,273,243,283,310,316,278
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.98,0.98,1,1,1,0.98,0.98,0.96,0.85,0.86,0.8,0.7,0.67,58%,0.45,0.57,99%,70%,47%,72%,83%,80%,91%,99%,100%,100%,100%,100%,93%,75%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,2,3,11,10,2,35,60,37,28,103,154,170,121,134,159,167,80,102,33,82,112,98,34,4,0,0,2,9,48,96
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.03,0.04,0.1,0.08,0.01,0.24,0.48,0.39,0.33,0.31,0.42,0.52,0.44,60%,0.79,0.68,100%,86%,31%,39%,51%,40%,11%,1%,0%,0%,1%,3%,15%,35%
