0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred Domain levels: 3) Thrombolysis,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 4) Specialist Assessments,B,B,B,B,A,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,A
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,C,C,B,C,D,C,C,C,C,B,B,B,C,C,B,C,A,B,B,B,C,B,B,B,C,D,B,C,A,A
Patient-centred Domain levels: 8) MDT working,C,C,C,B,B,C,C,C,B,C,B,B,C,C,C,B,C,C,C,C,C,D,D,C,C,D,C,C,D,D,C
Patient-centred Domain levels: 9) Standards by discharge,B,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A,A,B,B
Patient-centred Domain levels: 10) Discharge processes,C,B,B,B,B,B,A,A,A,A,B,B,B,B,C,B,B,B,B,B,B,B,A,B,B,A,B,A,B,B,B
Patient-centred KI level Patient-centred Total KI level,B,A,B,A,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,A,A,B,A,A
Patient-centred KI level Patient-centred Total KI score,76,82,80,84,84,78,82,84,84,82,88,84,84,78,78.0,82,82,86.0,84.0,82.0,84.0,78.0,80.0,82.0,82.0,80.0,82.0,86.0,78.0,84.0,88.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,B,B,B,B,C,B,B,B,B,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,A,A,B,B,A
Patient-centred SSNAP level Patient-centred SSNAP score,68.6,70.1,72.2,75.8,75.8,63,77.9,75.8,75.8,74,88,84,84,74.1,74.1,82,82,86.0,84.0,82.0,84.0,74.1,76.0,82.0,82.0,80.0,82.0,81.7,78.0,79.8,88.0
Team-centred Domain levels: 1) Scanning,B,B,B,B,B,B,B,B,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,C,C,C,C,D,C,C,C,D,C,C,C,D,D,C,D,C,D,C,C,E,D,C,D,D,C,D,E,C,C
Team-centred Domain levels: 3) Thrombolysis,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,A,B,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,C,C,B,B,B,A,B,B,B,A
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,C,C,B,C,D,C,C,B,C,C,B,C,C,C,B,B,A,B,B,C,C,B,B,B,C,D,B,C,A,B
Team-centred Domain levels: 8) MDT working,B,B,B,B,B,B,B,B,B,C,B,B,B,C,C,B,B,B,B,B,B,C,C,B,C,D,C,C,C,C,B
Team-centred Domain levels: 9) Standards by discharge,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,A,A,B,A,B,B,A,B,A,A,A,B,A,B,B,B
Team-centred Domain levels: 10) Discharge processes,C,B,B,B,B,B,A,A,A,A,B,B,B,B,C,B,B,B,B,B,B,B,A,B,B,A,B,A,B,B,B
Team-centred KI level Team-centred Total KI level,B,A,A,A,A,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A
Team-centred KI level Team-centred Total KI score,78,84,82,84,84,80,84,86,86,82,86,84,86,78,78.0,86,86,88.0,86.0,86.0,84.0,78.0,82.0,88.0,84.0,82.0,82.0,86.0,78.0,86.0,88.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",B,B,B,B,B,C,B,B,B,B,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A
Team-centred SSNAP level Team-centred SSNAP score,70.4,71.8,74,75.8,75.8,64.6,79.8,77.6,77.6,74,86,84,86,74.1,74.1,86,86,88.0,86.0,86.0,84.0,74.1,77.9,88.0,84.0,82.0,82.0,81.7,78.0,81.7,88.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,289,259,198,178,235,255,238,235,204,260,255,278,300,308,275,282,246,238,280,328,289,266,269,245,240,283,287,276,277,252
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.97,0.92,0.85,0.84,0.94,1,0.99,0.96,0.88,0.97,0.96,0.99,1,100%,1,1,98%,95%,97%,100%,99%,99%,99%,98%,98%,99%,98%,97%,94%,93%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,26,97,111,93,102,108,104,101,104,93,75,60,65,70,52,72,73,76,71,70,68,50,42,49,50,61,56,51,46,62
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.09,0.37,0.56,0.52,0.43,0.42,0.44,0.43,0.51,0.36,0.29,0.22,0.22,23%,0.19,0.26,30%,32%,25%,21%,24%,19%,16%,20%,21%,22%,20%,18%,17%,25%
