0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Patient-centred KI level Patient-centred Total KI score,62,52,62,56,64,62,62,78,88,76,74,70,72,70,74.0,74,80,76.0,72.0,78.0,70.0,72.0,80.0,80.0,78.0,76.0,84.0,76.0,78.0,80.0,74.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,C,C,C,B,A,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,A,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,52.7,44.2,55.8,53.2,64,62,62,78,88,76,74,70,72,70,74.0,74,80,76.0,72.0,78.0,66.5,72.0,80.0,80.0,78.0,76.0,84.0,76.0,78.0,80.0,74.0
Team-centred Domain levels: 1) Scanning,D,D,D,E,D,D,D,C,C,C,B,C,B,C,B,B,A,A,B,A,B,B,A,A,A,A,A,A,B,A,A
Team-centred Domain levels: 2) Stroke unit,B,B,B,C,C,C,C,B,B,C,C,C,C,C,B,C,B,C,D,C,C,D,D,D,C,C,C,D,C,C,C
Team-centred Domain levels: 3) Thrombolysis,D,A,D,B,B,C,B,C,B,B,C,D,D,D,C,D,D,D,D,D,D,E,B,C,C,D,C,C,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,C,D,C,D,B,C,B,B,A,B,B,C,B,B,B,B,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,A,C,B,A,B,A,C,A,A,A,B,B,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,A,B,B,B,B,D,B,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,A,B,B,A,A,A,B,A
Team-centred Domain levels: 7) Speech and Language therapy,C,E,E,E,E,C,E,B,A,C,C,B,C,C,E,D,D,C,E,C,D,C,C,B,B,C,C,C,C,C,C
Team-centred Domain levels: 8) MDT working,D,D,B,C,C,B,B,B,A,B,C,D,C,D,D,C,C,C,C,C,C,C,C,B,B,C,B,C,C,C,C
Team-centred Domain levels: 9) Standards by discharge,E,E,C,C,B,B,B,C,B,C,B,B,B,B,B,B,D,C,B,B,B,B,B,B,C,B,B,B,B,B,C
Team-centred Domain levels: 10) Discharge processes,A,C,B,A,B,A,B,A,A,A,A,B,C,B,B,B,A,B,B,B,B,C,C,C,C,C,B,B,C,C,C
Team-centred KI level Team-centred Total KI level,C,D,C,C,C,B,C,B,A,B,B,C,B,B,B,C,B,B,C,B,B,C,B,B,B,B,A,B,B,B,B
Team-centred KI level Team-centred Total KI score,62,56,62,62,66,72,62,78,90,78,74,68,72,70,72.0,68,76,74.0,66.0,76.0,70.0,68.0,78.0,80.0,78.0,74.0,82.0,78.0,76.0,76.0,76.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,C,B,C,B,A,B,B,C,B,B,B,C,B,B,C,B,C,C,B,B,B,B,A,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,52.7,47.6,55.8,58.9,66,72,62,78,90,78,74,68,72,70,72.0,68,76,74.0,66.0,76.0,66.5,68.0,78.0,80.0,78.0,74.0,82.0,78.0,76.0,76.0,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,99,154,170,186,224,252,266,261,222,257,244,253,241,240,269,275,253,251,292,312,305,317,293,299,313,334,333,341,380,370
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,0.99,1,1,1,1,0.97,0.98,0.97,0.97,0.98,98%,0.98,0.99,100%,100%,100%,100%,99%,98%,97%,99%,99%,100%,100%,100%,100%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,0,0,0,1,12,18,20,16,15,21,21,19,17,17,8,6,7,9,16,9,5,5,11,17,42,44,37
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0,0,0,0.05,0.08,0.08,0.07,0.06,0.09,9%,0.07,0.06,7%,3%,2%,2%,3%,5%,3%,2%,2%,3%,5%,12%,12%,10%
