0,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01,2024-07-01
Team-centred Domain levels: 9) Standards by discharge,Insufficient records,E,Insufficient records,Insufficient records,Insufficient records,Insufficient records,D,D,D,D,B,E,E,E,C,C,D,A,B,B,B,B,D,C,B,B,B,B,B,B,A
Team-centred Domain levels: 10) Discharge processes,Insufficient records,C,Insufficient records,Insufficient records,Insufficient records,Insufficient records,B,C,B,D,C,D,C,C,C,B,B,C,C,C,C,C,A,A,A,A,B,A,A,A,A
Team-centred KI level Team-centred Total KI level,E,E,E,Insufficient records,E,E,E,E,E,E,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,C,D,D,D
Team-centred KI level Team-centred Total KI score,24,28,32,.,32,24,32,32,34,30,48,48,48,42,42.0,56,62,56.0,54.0,54.0,42.0,42.0,42.0,42.0,46.0,50.0,54.0,60.0,54.0,54.0,58.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,,E,E,E,E,E,E,D,D,D,E,E,D,C,D,D,D,E,E,E,E,D,D,D,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,13.7,21.4,16.3,.,24.5,15.1,28.8,28.8,30.6,27,45.6,48,45.6,39.9,39.9,53.2,62,56.0,54.0,51.3,30.3,37.8,39.9,37.8,41.4,45.0,48.6,57.0,51.3,51.3,55.1
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,25,58,70,70,58,13,51,79,90,89,91,61,77,89,75,71,59,71,70,75,79,60,63,72,65,77,91,86,77,93
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.94,0.95,0.95,0.94,96%,0.97,0.95,97%,96%,92%,89%,90%,90%,90%,90%,87%,89%,88%,84%,82%,82%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,2,0,0,0,0,0,5,17,48,43,20,35,57,47,47,34,46,59,53,47,38,44,46,44,63,85,80,61,82
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.04,0.03,0,0,0,0,0,0.06,0.19,0.54,0.47,0.33,0.45,64%,0.63,0.66,58%,65%,84%,71%,59%,63%,70%,64%,68%,82%,93%,93%,79%,88%
