SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 10) Discharge processes,E,D,C,B,C,C,C,B,B,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,C,B,C
Patient-centred KI level Patient-centred Total KI level,D,D,C,C,C,D,D,C,B,B,A,A,A,A,A,A,A,B,B,B,C,B,B,C,B,C,C,C,C,D
Patient-centred KI level Patient-centred Total KI score,46,56,62,68,64,58,58,64,72,70,92,88,82,86,90.0,88,84,78.0,74.0,72.0,68.0,74.0,76.0,66.0,74.0,64.0,60.0,66.0,68.0,50.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,C,C,D,D,C,B,B,A,A,A,A,A,A,A,B,C,C,C,B,B,D,B,D,D,C,C,D
Patient-centred SSNAP level Patient-centred SSNAP score,43.7,53.2,58.9,68,64,58,58,64,72,70,92,83.6,82,81.7,85.5,88,84,74.1,66.8,65.0,64.6,70.3,72.2,56.4,70.3,57.8,57.0,62.7,68.0,50.0
Team-centred Domain levels: 1) Scanning,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B
Team-centred Domain levels: 2) Stroke unit,C,C,C,C,C,D,C,C,C,C,C,C,C,D,C,C,D,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,C,B,D,B,C,C,D,B,B,C,B,D,D,D,C,C,C,E,E,E,E,E,E,E,E,D,E,D,E,E
Team-centred Domain levels: 4) Specialist Assessments,C,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,C,B,B,C,C,D,D,D,D,D
Team-centred Domain levels: 5) Occupational therapy,E,E,D,C,D,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,A,C
Team-centred Domain levels: 6) Physiotherapy,D,D,D,C,D,D,D,D,B,C,A,A,A,A,A,A,A,A,A,B,B,B,A,C,B,B,B,B,A,C
Team-centred Domain levels: 7) Speech and Language therapy,D,D,C,C,C,D,C,C,B,C,A,A,B,B,A,B,B,B,B,B,B,B,B,C,B,B,C,B,B,C
Team-centred Domain levels: 8) MDT working,D,D,D,D,D,D,D,D,D,D,B,B,C,C,B,B,C,C,B,B,C,B,B,B,C,C,C,C,B,C
Team-centred Domain levels: 9) Standards by discharge,C,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,C
Team-centred Domain levels: 10) Discharge processes,E,D,C,B,C,C,C,B,B,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,B,B,C,B,C
Team-centred KI level Team-centred Total KI level,D,D,C,B,C,D,D,C,B,C,A,A,A,A,A,A,A,B,B,B,C,B,B,C,B,C,C,C,C,D
Team-centred KI level Team-centred Total KI score,50,58,60,70,64,56,58,66,72,68,92,88,82,82,90.0,88,84,76.0,76.0,74.0,68.0,74.0,78.0,66.0,72.0,66.0,60.0,66.0,68.0,52.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,B,C,D,D,C,B,C,A,A,A,B,A,A,A,B,C,C,C,B,B,D,C,D,D,C,C,D
Team-centred SSNAP level Team-centred SSNAP score,47.5,55.1,57,70,64,56,58,66,72,68,92,83.6,82,77.9,85.5,88,84,72.2,68.6,66.8,64.6,70.3,74.1,56.4,68.4,59.6,57.0,62.7,68.0,52.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,129,142,132,178,175,121,166,185,157,260,235,203,206,231,231,224,216,196,170,203,212,187,174,210,217,180,167,190,209
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.98,0.93,0.87,0.88,0.91,0.98,1,1,1,1,0.97,0.97,0.98,97%,0.95,0.93,94%,93%,90%,90%,90%,89%,87%,90%,91%,87%,82%,81%,82%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,66,71,72,145,124,16,2,0,1,36,40,20,14,26,39,28,38,50,56,64,46,47,51,51,52,56,43,53,63
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.51,0.5,0.55,0.81,0.71,0.13,0.01,0,0.01,0.14,0.17,0.1,0.07,11%,0.17,0.13,18%,26%,33%,32%,22%,25%,29%,24%,24%,31%,26%,28%,30%
