SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 6) Physiotherapy,D,D,C,C,C,C,C,C,B,C,D,B,B,B,B,B,B,B,C,D,B,C,C,C,C,B,B,C,D,D
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,D,C,D,E,E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Patient-centred Domain levels: 8) MDT working,E,E,E,E,E,E,E,E,E,D,D,C,B,C,C,C,C,D,D,E,D,D,D,D,D,D,D,E,D,D
Patient-centred Domain levels: 9) Standards by discharge,C,C,C,D,C,C,B,B,B,C,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,C,C,D,B,B,B,A,B,B,B,C,C,C,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,C,C,C,C,C,B,B,B,B,B,B,C,D,C,C,C,C,C,C,B,B,C,C,C
Patient-centred KI level Patient-centred Total KI score,50,54,54,54,58,56,66,66,68,62,66,70,76,76,74.0,72,74,66.0,58.0,60.0,66.0,64.0,60.0,60.0,66.0,70.0,70.0,64.0,62.0,66.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,C,C,C,D,C,B,B,B,B,B,B,D,D,C,C,C,C,C,C,B,B,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,40.4,45.9,45.9,45.9,49.3,53.2,62.7,62.7,64.6,58.9,66,70,76,76,70.3,72,74,59.4,55.1,60.0,66.0,64.0,60.0,60.0,66.0,70.0,70.0,64.0,62.0,66.0
Team-centred Domain levels: 1) Scanning,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,C,C,C,D,C,D,D,C,B,B,C,C,C
Team-centred Domain levels: 3) Thrombolysis,C,C,C,D,D,D,C,C,C,E,C,D,D,C,C,D,C,D,D,D,D,D,D,D,C,C,C,C,C,A
Team-centred Domain levels: 4) Specialist Assessments,C,C,C,D,C,C,B,B,B,B,A,B,B,B,B,B,B,C,C,C,C,C,D,C,C,B,B,C,C,C
Team-centred Domain levels: 5) Occupational therapy,E,E,D,C,C,D,C,C,D,C,C,B,A,B,A,A,B,B,E,C,B,C,C,D,D,D,C,D,E,E
Team-centred Domain levels: 6) Physiotherapy,D,D,C,C,B,C,C,B,B,C,D,B,B,B,B,B,B,B,B,C,B,C,D,D,D,B,B,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,D,C,D,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,D,D,E,D,E,E,D,D,E,D,D,C,B,C,D,C,C,D,D,E,D,D,E,E,E,D,D,E,E,D
Team-centred Domain levels: 9) Standards by discharge,C,C,C,D,C,C,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,C,C,C,C,B,B,B,B,B,B,C,C,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,C,D,C,B,C,C,C,B,B,B,B,B,B,C,C,C,C,C,D,D,C,B,B,C,D,C
Team-centred KI level Team-centred Total KI score,52,54,56,54,60,56,66,70,68,64,66,70,76,76,74.0,72,74,66.0,60.0,62.0,66.0,64.0,56.0,56.0,60.0,70.0,72.0,60.0,58.0,64.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,C,C,C,C,C,B,B,B,B,B,B,D,D,C,C,C,D,D,C,B,B,C,D,C
Team-centred SSNAP level Team-centred SSNAP score,42,45.9,47.6,45.9,51,53.2,62.7,66.5,64.6,60.8,66,70,76,76,70.3,72,74,59.4,57.0,62.0,66.0,64.0,56.0,56.0,60.0,70.0,72.0,60.0,58.0,64.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,141,218,256,253,256,252,248,248,232,235,216,216,264,287,299,286,277,240,203,219,263,226,214,212,214,205,181,174,190
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,0.98,0.96,0.98,1,1,1,1,1,1,1,99%,0.97,0.98,93%,89%,78%,79%,82%,80%,78%,72%,70%,62%,55%,56%,58%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,2,18,47,38,5,2,25,40,32,22,42,43,52,50,46,45,38,28,45,42,44,40,44,48,43,49,46
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0.07,0.18,0.15,0.02,0.01,0.11,0.17,0.15,0.1,0.16,15%,0.17,0.17,17%,19%,19%,13%,17%,19%,21%,19%,21%,23%,24%,28%,24%
