SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 6) Physiotherapy,C,C,B,B,C,C,C,B,B,D,B,B,A,A,A,A,A,A,B,B,A,B,A,A,B,B,B,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,C,D,C,C,C,C,C,C,C,C,C,A,B,B,B,B,B,A,C,B
Patient-centred Domain levels: 8) MDT working,D,D,C,C,D,D,D,D,D,D,C,C,B,B,B,B,B,B,B,B,B,B,B,C,B,B,C,B,C,B
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,C,B,B,B,B,A,A,A,B,A,B,B,A,B,A,A,A,B,A,B,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,E,D,C,C,C,C,B,C,C,B,B,B,B,B,C,A,B,B,B,B,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,D,D,D,D,C,D,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B
Patient-centred KI level Patient-centred Total KI score,46,50,46,52,44,44,48,54,56,46,66,56,62,74,70.0,72,72,72.0,72.0,72.0,76.0,74.0,78.0,70.0,78.0,78.0,70.0,82.0,76.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,D,D,C,D,C,B,B,B,B,C,B,B,B,B,B,B,B,B,B,A,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,43.7,47.5,46,52,41.8,44,48,54,53.2,46,66,53.2,62,74,70.0,72,72,68.4,72.0,72.0,76.0,74.0,78.0,70.0,78.0,78.0,70.0,82.0,76.0,76.0
Team-centred Domain levels: 1) Scanning,D,D,D,C,C,C,C,B,C,C,B,C,C,B,B,B,C,C,C,C,C,B,B,C,C,B,C,B,B,B
Team-centred Domain levels: 2) Stroke unit,C,C,E,C,D,E,E,D,D,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,E,C,E,E,E,D,D,E,E,E,D,E,E,D,D,D,D,D,C,D,C,C,C,C,C,D,D,C,C,D
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,D,E,E,D,D,D,D,B,C,C,B,B,C,B,B,B,B,B,B,B,C,B,B,C,B,C,C
Team-centred Domain levels: 5) Occupational therapy,B,B,C,B,B,C,C,A,A,C,C,C,B,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,B,B,B,B,C,B,B,B,D,B,B,A,A,A,A,A,A,B,A,A,B,B,A,B,B,B,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,C,D,C,C,C,C,C,C,C,C,C,B,B,B,B,C,B,A,C,B
Team-centred Domain levels: 8) MDT working,D,D,C,C,D,D,D,C,D,D,C,B,B,B,B,C,B,B,B,B,B,B,B,C,B,B,C,B,C,B
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,C,B,B,B,B,A,A,A,B,A,B,B,A,B,A,A,A,B,A,B,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,D,D,C,C,D,D,C,B,C,C,B,C,C,B,B,B,B,B,C,A,B,A,B,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,D,C,D,D,C,D,C,B,B,C,B,B,B,B,B,B,B,B,B,B,B,A,B,B
Team-centred KI level Team-centred Total KI score,50,54,48,56,46,44,50,60,54,46,66,58,62,74,70.0,68,70,72.0,70.0,74.0,74.0,74.0,76.0,72.0,76.0,74.0,70.0,82.0,74.0,76.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,C,D,D,C,D,C,B,B,C,B,C,B,B,B,B,B,B,B,B,B,A,B,B
Team-centred SSNAP level Team-centred SSNAP score,47.5,51.3,48,56,43.7,44,50,60,51.3,46,66,55.1,62,74,70.0,68,70,68.4,70.0,74.0,74.0,74.0,76.0,72.0,76.0,74.0,70.0,82.0,74.0,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,141,139,140,148,179,189,177,192,163,212,206,203,216,199,181,163,129,142,125,168,185,190,151,122,147,160,143,145,179
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,0.99,0.99,1,0.99,0.98,0.96,0.96,0.96,93%,0.82,0.74,71%,84%,89%,87%,87%,86%,73%,64%,69%,69%,65%,71%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,3,1,4,4,1,1,2,13,13,7,15,23,18,19,18,27,44,42,29,55,46,69,67,39,44,47,47,29,21
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.02,0.01,0.03,0.03,0.01,0.01,0.01,0.07,0.08,0.03,0.07,0.11,0.08,10%,0.1,0.17,34%,30%,23%,33%,25%,36%,44%,32%,30%,29%,33%,20%,12%
