SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 9) Standards by discharge,C,B,A,A,A,A,A,A,A,A,D,D,A,A,A,A,A,A,B,E,C,D,C,E,B,C,C,D,D,C
Team-centred Domain levels: 10) Discharge processes,A,C,A,A,B,A,A,A,A,A,C,C,C,B,A,A,A,B,A,A,B,A,A,A,A,A,B,A,B,B
Team-centred KI level Team-centred Total KI level,C,C,B,A,A,B,A,A,A,A,B,C,B,B,A,B,A,B,B,C,C,D,B,C,B,B,C,D,D,D
Team-centred KI level Team-centred Total KI score,64,62,80,82,84,80,84,90,90,90,70,62,72,74,82.0,76,88,76.0,74.0,68.0,62.0,58.0,74.0,66.0,72.0,74.0,64.0,54.0,54.0,56.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,B,B,B,B,A,A,A,C,D,C,B,A,B,A,B,B,C,D,D,B,C,C,B,C,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,54.7,55.8,68.4,74,79.8,72,75.6,85.5,90,90,63,53,68.4,70.3,82.0,76,83.6,72.2,70.3,64.6,58.9,52.3,70.3,62.7,68.4,70.3,60.8,51.3,51.3,53.2
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,159,160,157,171,182,190,198,198,180,202,217,227,218,206,215,253,251,297,296,327,302,296,254,218,263,292,262,272,290
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,1,1,1,1,100%,1,0.99,100%,98%,100%,98%,98%,99%,98%,98%,99%,99%,92%,93%,99%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,1,0,0,0,1,0,2,1,2,2,0,0,0,0,1,25,27,18,47,74,25,22,27,13,17,14,33,33,9
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.01,0,0,0,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0%,0,0.1,11%,6%,16%,23%,8%,7%,11%,6%,6%,5%,13%,12%,3%
