SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred SSNAP level Patient-centred SSNAP score,60.8,.,60.7,41.4,62.9,63,.,59.5,69.7,70.3,83.6,88,71.4,80,88.0,83.6,76,74.0,78.0,72.0,68.0,80.0,76.0,61.2,41.4,66.3,57.6,57.8,68.4,72.0
Team-centred Domain levels: 2) Stroke unit,A,Insufficient records,A,A,A,A,Insufficient records,B,B,A,A,A,A,A,A,A,B,B,A,C,B,B,B,B,A,A,A,B,C,C
Team-centred Domain levels: 5) Occupational therapy,C,Insufficient records,E,C,D,D,Insufficient records,D,C,C,A,B,A,B,C,C,C,B,A,A,B,A,A,B,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,C,Insufficient records,D,D,E,D,Insufficient records,D,B,C,B,B,B,B,B,A,B,A,A,A,B,B,A,B,A,B,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,D,Insufficient records,E,D,C,D,Insufficient records,C,B,A,A,A,B,B,A,A,B,C,C,B,C,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 9) Standards by discharge,B,Insufficient records,B,C,B,B,Insufficient records,A,A,B,A,A,C,B,A,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A
Team-centred Domain levels: 10) Discharge processes,A,Insufficient records,A,A,A,A,Insufficient records,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,C,C,D,E,B,A,A
Team-centred KI level Team-centred Total KI level,B,Insufficient records,C,C,C,C,TFP,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,73.3,.,60,66.7,66.7,66.7,.,70,83.3,83.3,96.7,90,86.7,83.3,90.0,90,83.3,86.7,93.3,86.7,80.0,93.3,96.7,83.3,90.0,86.7,86.7,90.0,93.3,93.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,,D,E,D,D,TFP,D,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,B,D,B,C,B,A,A
Team-centred SSNAP level Team-centred SSNAP score,58.7,.,43.4,37.3,56.7,53.8,.,59.5,70.8,79.2,91.8,90,73.7,83.3,90.0,85.5,83.3,86.7,93.3,86.7,80.0,93.3,96.7,70.8,50.4,73.7,69.3,76.5,84.0,93.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,.,43,44,57,59,62,62,66,60,59,79,91,99,89,68,62,55,69,62,65,80,69,63,70,86,79,67,51,66
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,.,0.98,1,1,1,0.98,0.97,0.94,0.83,0.83,0.98,0.96,0.96,99%,0.93,0.87,92%,93%,87%,88%,92%,87%,85%,89%,95%,95%,86%,67%,85%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,.,0,0,1,1,0,12,31,32,12,3,2,7,3,9,15,16,19,19,19,12,13,9,2,3,6,19,29,24
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,.,0,0,0.02,0.02,0,0.19,0.47,0.53,0.2,0.04,0.02,0.07,3%,0.13,0.24,29%,28%,31%,29%,15%,19%,14%,3%,3%,8%,28%,57%,36%
