SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred KI level Patient-centred Total KI level,C,B,B,B,A,A,A,A,B,B,B,B,B,C,C,B,B,B,C,C,C,C,C,C,C,C,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,62,74,80,74,82,82,82,86,80,74,74,70,76,68,68.0,72,74,72.0,64.0,68.0,64.0,66.0,64.0,62.0,66.0,68.0,72.0,70.0,70.0,74.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,C,B,C,B,B,B,B,B,C,B,C,B,C,C,B,B,B,C,C,C,C,C,C,C,C,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,55.8,66.6,72,66.6,77.9,73.8,77.9,77.4,72,66.6,70.3,66.5,72.2,64.6,64.6,72,74,72.0,64.0,68.0,64.0,66.0,64.0,62.0,66.0,68.0,72.0,70.0,70.0,74.0
Team-centred Domain levels: 1) Scanning,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,B,B,B,B,B,B,B,B,B,C,C,C,C,D,C,D,B,C,C,E,D,D,D,E,C,C,C,C,C
Team-centred Domain levels: 3) Thrombolysis,D,B,A,A,B,B,B,A,B,B,B,B,C,C,C,C,C,C,D,C,D,C,C,D,C,C,C,D,C,B
Team-centred Domain levels: 4) Specialist Assessments,B,A,A,A,A,B,A,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,E,E,D,D,A,B,B,B,B,C,B,C,C,C,C,B,C,E,E,E,C,C,C,D,C,E,D,D,D,E
Team-centred Domain levels: 6) Physiotherapy,B,C,B,C,B,B,A,A,B,A,B,C,B,D,D,C,D,E,D,D,D,E,E,D,D,D,C,D,D,C
Team-centred Domain levels: 7) Speech and Language therapy,C,C,C,C,D,B,C,D,C,D,D,E,C,D,C,C,D,D,E,D,E,E,E,E,E,E,E,E,E,D
Team-centred Domain levels: 8) MDT working,C,A,B,B,A,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,C,C,C,B,B,C,B,B,B
Team-centred Domain levels: 9) Standards by discharge,C,B,C,D,D,C,C,B,C,D,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,A,B,A,A,B
Team-centred Domain levels: 10) Discharge processes,B,A,A,B,A,A,A,A,A,B,C,B,B,C,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,C,B,B,B,A,A,A,A,B,B,B,B,B,C,C,B,B,C,C,B,C,C,C,C,C,C,C,C,B,B
Team-centred KI level Team-centred Total KI score,64,78,80,74,82,82,84,86,80,74,74,72,74,68,68.0,72,70,68.0,66.0,70.0,64.0,64.0,62.0,60.0,66.0,68.0,68.0,68.0,70.0,72.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,B,B,C,B,B,B,B,B,C,B,C,B,C,C,B,B,C,C,B,C,C,C,C,C,C,C,C,B,B
Team-centred SSNAP level Team-centred SSNAP score,57.6,70.2,72,66.6,77.9,73.8,79.8,77.4,72,66.6,70.3,68.4,70.3,64.6,64.6,72,70,68.0,66.0,70.0,64.0,64.0,62.0,60.0,66.0,68.0,68.0,68.0,70.0,72.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,168,231,226,223,239,247,236,226,244,245,227,222,238,258,264,239,202,215,228,256,263,241,243,249,238,258,246,229,250
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.92,0.99,1,1,1,0.98,0.94,0.9,0.95,0.98,0.96,0.97,0.99,98%,0.97,0.94,81%,82%,84%,84%,81%,82%,78%,71%,70%,76%,76%,74%,75%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,11,6,0,5,35,45,34,28,23,32,34,23,43,42,32,29,65,57,57,56,66,61,62,55,58,56,49,51,52
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.07,0.03,0,0.02,0.15,0.18,0.14,0.12,0.09,0.13,0.15,0.1,0.18,16%,0.12,0.12,32%,27%,25%,22%,25%,25%,26%,22%,24%,22%,20%,22%,21%
