SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,B,B,B,C,D,C,B,C,C,C,B,B,C,D,C,C,D,B,C,B,C,C,D,B
Patient-centred KI level Patient-centred Total KI score,50,42,48,42,56,58,76,72,74,68,58,64,78,68,66.0,64,72,78.0,60.0,56.0,66.0,62.0,52.0,70.0,64.0,74.0,64.0,62.0,56.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,D,E,D,D,B,C,C,C,D,C,B,C,C,D,B,B,C,D,C,D,D,C,C,B,C,C,D,B
Patient-centred SSNAP level Patient-centred SSNAP score,47.5,39.9,43.2,37.9,53.2,55.1,72.2,61.6,62.9,61.4,55.1,64,78,68,66.0,54.4,72,78.0,60.0,53.2,62.7,58.9,46.8,66.5,64.0,74.0,64.0,62.0,53.2,76.0
Team-centred Domain levels: 1) Scanning,E,E,E,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,B,D,E,E,E,D,C,D,D,E,E,D,E,C,C,C,C,A,B,B,A,A,C,A
Team-centred Domain levels: 3) Thrombolysis,E,E,E,E,.,E,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 5) Occupational therapy,C,D,C,D,A,A,A,B,B,A,A,A,A,A,A,B,A,C,A,C,C,C,C,C,C,B,A,C,C,B
Team-centred Domain levels: 6) Physiotherapy,D,E,E,D,D,B,B,B,B,C,B,A,B,B,B,B,C,B,C,D,C,D,D,C,B,C,B,B,D,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,D,B,C,C,C,C,E,D,D,E,C,C,B,C,C,E,C,E,D,D,D,C,E,E,E,C
Team-centred Domain levels: 8) MDT working,B,B,B,B,C,D,,,,,,,,,,,,,,,,,,,,,,,,
Team-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,B,A,B,B,B,A,A,A,A,A,A,B,A,B,C,B,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 10) Discharge processes,C,B,B,B,A,A,A,A,A,A,C,B,A,A,B,B,A,A,A,A,B,C,D,C,A,A,B,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,A,B,B,B,C,B,B,B,B,B,B,B,B,D,C,D,D,B,B,B,B,B,C,A
Team-centred KI level Team-centred Total KI score,42,40,44,42,53.3,56,86.7,73.3,70,70,63.3,76.7,80,73.3,76.7,70,73.3,73.3,70.0,56.7,66.7,56.7,56.7,70.0,76.7,80.0,80.0,76.7,60.0,86.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,E,D,D,A,C,D,C,C,B,B,B,B,D,B,B,B,D,C,D,D,C,B,B,B,B,D,A
Team-centred SSNAP level Team-centred SSNAP score,39.9,38,39.6,37.9,50.7,53.2,82.3,62.7,59.5,63.2,60.2,76.7,80,73.3,76.7,59.5,73.3,73.3,70.0,53.8,63.3,53.8,51.0,66.5,76.7,80.0,80.0,76.7,57.0,86.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,108,99,110,121,120,107,95,68,53,62,53,51,60,64,61,73,68,56,73,102,110,115,114,98,76,80,85,83,95
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.86,0.78,0.89,0.96,0.9,0.87,0.9,0.86,0.79,0.78,0.8,0.82,0.87,86%,0.82,0.87,70%,68%,77%,86%,90%,93%,94%,95%,95%,93%,90%,93%,98%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,20,21,28,28,23,26,28,20,16,18,15,15,16,21,17,28,25,20,15,13,10,2,4,4,5,3,8,8,9
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.19,0.21,0.25,0.23,0.19,0.24,0.29,0.29,0.3,0.29,0.28,0.29,0.27,33%,0.28,0.38,37%,36%,21%,13%,9%,2%,4%,4%,7%,4%,9%,10%,9%
