SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 9) Standards by discharge,D,B,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,E,E,E,E,E,D,D,D,C,D,C,C,D,C,C,C,C,D,D,E,D,E,B,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,C,C,C,C,C,B,C,C,B,B,B,B,B,B,C,C,C,B,A,A,B,B,B,B,C,B,B
Team-centred KI level Team-centred Total KI score,52,50,50,62,62,60,68,66,72,68,64,72,70,78,74.0,76,76,68.0,66.0,60.0,80.0,82.0,82.0,70.0,74.0,72.0,72.0,68.0,70.0,72.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,C,D,C,D,C,B,B,B,B,B,B,C,C,D,B,B,A,B,B,B,B,C,B,B
Team-centred SSNAP level Team-centred SSNAP score,44.2,45,45,55.8,58.9,54,61.2,59.4,61.2,58.1,60.8,72,70,78,74.0,76,72.2,68.0,62.7,54.0,76.0,77.9,82.0,70.0,74.0,72.0,72.0,68.0,70.0,72.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,260,283,335,414,451,424,408,412,386,408,432,433,219,332,294,215,206,174,203,231,252,240,257,284,291,307,332,359,345
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.99,0.99,0.98,0.56,78%,0.78,0.7,60%,53%,59%,60%,60%,63%,66%,70%,75%,71%,68%,72%,72%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,1,5,4,4,2,1,11,2,58,47,59,113,156,155,142,177,176,174,114,84,108,113,123,126,144,153
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0.01,0.01,0.01,0,0,0.03,0,0.13,0.21,18%,0.38,0.73,75%,82%,87%,76%,69%,48%,33%,38%,39%,40%,38%,40%,44%
