SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 7) Speech and Language therapy,D,E,D,E,C,D,D,C,C,C,C,C,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,C,B,C
Patient-centred Domain levels: 8) MDT working,D,D,D,D,D,C,C,B,D,C,B,B,B,B,B,A,A,B,C,C,B,B,C,C,B,C,B,D,C,D
Patient-centred Domain levels: 9) Standards by discharge,B,B,C,C,C,B,C,B,B,B,A,A,A,A,B,A,A,A,A,B,A,B,B,B,A,B,A,A,B,B
Patient-centred Domain levels: 10) Discharge processes,D,D,C,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
Patient-centred KI level Patient-centred Total KI level,C,D,C,C,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,B,B,A,A,C,B,B
Patient-centred KI level Patient-centred Total KI score,62,52,66,62,74,72,74,84,80,78,84,90,88,88,88.0,92,96,90.0,84.0,76.0,86.0,82.0,80.0,76.0,80.0,82.0,86.0,66.0,74.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,C,C,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,B,B,B,A,A,C,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,55.8,44.5,56.1,52.7,62.9,64.8,66.8,84,80,78,84,90,88,88,88.0,92,96,90.0,84.0,76.0,86.0,82.0,80.0,76.0,80.0,82.0,86.0,66.0,74.0,72.0
Team-centred Domain levels: 1) Scanning,B,C,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,C,B,B,B,A,A,B,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,C,C,B,C,B,B,B,B,B,B,C,C,B,B,B,B,C,C,C,C,D,E,E,C,D,E,E,D
Team-centred Domain levels: 3) Thrombolysis,C,C,C,C,A,B,B,A,A,B,A,B,C,B,B,B,B,B,B,C,B,C,D,C,C,B,B,C,B,B
Team-centred Domain levels: 4) Specialist Assessments,C,D,C,C,B,B,B,B,B,B,A,A,A,A,A,A,A,B,B,B,B,B,B,C,B,B,B,C,B,B
Team-centred Domain levels: 5) Occupational therapy,C,C,A,B,C,E,C,B,B,C,C,A,A,A,B,A,A,A,A,C,C,A,A,B,A,A,A,C,D,D
Team-centred Domain levels: 6) Physiotherapy,B,B,A,B,B,D,D,B,B,B,C,A,A,B,B,A,A,A,B,B,B,A,A,A,B,B,B,D,D,C
Team-centred Domain levels: 7) Speech and Language therapy,D,E,D,D,D,D,D,C,C,D,C,C,B,B,A,B,A,B,B,B,B,A,B,B,B,B,C,D,C,C
Team-centred Domain levels: 8) MDT working,D,C,B,D,C,C,B,B,D,C,B,B,B,B,A,A,B,B,B,C,B,B,B,B,B,B,B,D,C,D
Team-centred Domain levels: 9) Standards by discharge,B,B,C,C,C,B,C,B,C,B,A,A,A,A,B,B,A,A,A,A,A,B,B,B,A,B,A,A,B,B
Team-centred Domain levels: 10) Discharge processes,E,D,C,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
Team-centred KI level Team-centred Total KI level,D,D,B,C,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,C,C,C
Team-centred KI level Team-centred Total KI score,58,56,70,66,74,66,72,84,78,74,84,90,88,88,90.0,92,94,90.0,86.0,76.0,82.0,80.0,78.0,74.0,78.0,84.0,82.0,60.0,66.0,66.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,C,D,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,A,A,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,52.2,47.9,59.5,56.1,62.9,59.4,65,84,78,74,84,90,88,88,90.0,92,94,90.0,86.0,76.0,82.0,80.0,78.0,74.0,78.0,84.0,82.0,60.0,66.0,66.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,132,162,179,170,194,195,156,152,142,168,168,162,147,206,241,220,215,222,265,266,220,237,242,236,242,226,240,261,224
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.99,0.99,0.99,1,1,0.98,0.98,0.98,0.98,0.89,0.86,0.82,0.88,92%,0.93,0.89,94%,95%,95%,94%,92%,93%,94%,96%,95%,92%,93%,93%,92%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,10,21,19,16,20,34,51,59,51,43,57,67,15,8,26,64,76,53,76,93,71,87,81,65,66,76,78,78,75
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.08,0.13,0.11,0.09,0.1,0.17,0.33,0.39,0.36,0.26,0.34,0.41,0.1,4%,0.11,0.29,35%,24%,29%,35%,32%,37%,33%,28%,27%,34%,33%,30%,33%
