SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,B,B,B,B,B,A,A,B,A,A,A,B,B,B,A,B,Insufficient records,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,C,C,C,B,C,B,B,B,B,B,A,A,A,A,A,A,A,B,B,C,C,B,Insufficient records,B,B,A,C,B,B,B
Patient-centred KI level Patient-centred Total KI score,66,62,68,70,68,76,80,76,74,74,86,92,92,88,90.0,90,88,80.0,78.0,62.0,66.0,80.0,.,74.0,74.0,88.0,66.0,76.0,80.0,76.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,D,C,B,C,B,B,B,B,B,A,A,A,A,A,A,A,B,B,C,C,B,X,B,B,A,C,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,66,58.9,64.6,70,68,76,80,76,74,74,86,92,92,88,90.0,85.5,88,80.0,78.0,62.0,66.0,76.0,.,74.0,74.0,88.0,66.0,76.0,80.0,76.0
Team-centred Domain levels: 1) Scanning,D,D,D,C,D,B,B,C,B,C,A,A,A,A,B,B,A,C,C,C,C,B,Insufficient records,B,B,A,B,A,B,B
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,D,D,C,Insufficient records,C,D,C,D,D,C,C
Team-centred Domain levels: 3) Thrombolysis,B,B,B,B,B,A,B,B,B,B,A,B,A,A,B,A,A,B,B,C,D,A,Insufficient records,C,C,B,C,C,B,C
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,B,Insufficient records,B,B,B,B,B,B,C
Team-centred Domain levels: 5) Occupational therapy,C,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,Insufficient records,C,C,A,C,C,A,A
Team-centred Domain levels: 6) Physiotherapy,C,D,B,B,B,B,C,B,D,D,B,B,B,B,A,A,B,A,A,B,B,B,Insufficient records,B,B,A,C,B,A,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,C,E,E,D,C,B,B,C,B,B,D,C,C,E,D,C,Insufficient records,C,C,C,D,C,D,E
Team-centred Domain levels: 8) MDT working,A,A,A,B,B,A,A,A,A,B,A,B,A,A,A,A,A,B,B,B,B,B,Insufficient records,C,C,B,C,B,B,C
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,B,A,B,B,B,A,B,Insufficient records,B,A,A,B,B,B,A
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,B,B,B,B,B,A,A,B,A,A,A,B,B,B,A,B,Insufficient records,B,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,C,C,C,B,C,B,B,B,B,B,A,A,A,A,A,A,A,B,B,C,C,B,Insufficient records,B,B,A,C,B,B,B
Team-centred KI level Team-centred Total KI score,64,62,68,70,68,76,80,76,74,72,86,88,92,88,90.0,90,86,78.0,78.0,62.0,66.0,80.0,.,70.0,72.0,86.0,66.0,74.0,80.0,72.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,D,C,B,C,B,B,B,B,B,A,A,A,A,A,A,A,B,B,C,C,B,X,B,B,A,C,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,64,58.9,64.6,70,68,76,80,76,74,72,86,88,92,88,90.0,85.5,86,78.0,78.0,62.0,66.0,76.0,.,70.0,72.0,86.0,66.0,74.0,80.0,72.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,253,260,265,259,255,259,236,212,245,202,216,246,223,252,268,266,167,235,269,279,326,372,349,302,294,288,286,285,283
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.9,0.92,0.96,0.94,0.88,0.8,0.8,0.83,0.92,0.88,0.86,0.88,0.87,90%,0.92,0.91,93%,91%,95%,99%,98%,98%,99%,98%,98%,96%,98%,96%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,151,166,166,176,183,207,200,187,204,180,183,176,157,177,154,108,134,183,133,84,147,182,150,129,106,85,89,113,106
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.6,0.64,0.63,0.68,0.72,0.8,0.85,0.88,0.83,0.89,0.85,0.72,0.7,70%,0.57,0.41,80%,78%,49%,30%,45%,49%,43%,43%,36%,30%,31%,40%,37%
