SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 10) Discharge processes,B,C,B,B,B,B,B,B,B,B,B,B,A,B,A,B,B,A,B,A,A,A,A,A,A,A,B,C,B,B
Patient-centred KI level Patient-centred Total KI level,C,D,B,B,B,B,B,B,B,C,A,A,B,B,A,A,A,B,C,B,C,C,B,C,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,66,54,78,80,74,78,76,80,72,66,82,86,80,80,88.0,86,90,74.0,68.0,78.0,68.0,68.0,72.0,68.0,70.0,70.0,74.0,70.0,74.0,78.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,B,B,C,B,C,B,C,C,A,A,B,B,A,A,A,C,C,B,C,C,C,C,B,C,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,59.4,51.3,70.4,72.2,66.6,70.2,68.4,72,68.4,62.7,82,81.7,80,80,88.0,86,90,66.8,61.4,70.4,68.0,64.6,68.4,68.0,70.0,66.5,70.3,70.0,74.0,78.0
Team-centred Domain levels: 1) Scanning,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,B,B,B,C,C,C,C,C,C,C,B,C,B
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,C,C,B,B,C,E,B,B,C,C,C,C,B,E,E,E,E,E,E,E,E,E,D,C,D,C
Team-centred Domain levels: 3) Thrombolysis,A,B,B,B,B,B,A,B,C,C,C,B,D,D,C,C,C,D,E,C,D,D,D,D,D,C,D,D,C,C
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,C,E,A,A,A,A,B,B,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,B,A
Team-centred Domain levels: 6) Physiotherapy,D,E,A,A,A,B,C,B,A,B,C,B,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,C,C,D,B,C,B,D,C,B,B,C,C,C,B,B,C,C,D,E,E,C,E,E,D,B,C,C,E
Team-centred Domain levels: 8) MDT working,B,B,B,A,B,B,A,B,B,C,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B
Team-centred Domain levels: 9) Standards by discharge,D,E,E,D,D,C,D,C,B,D,A,B,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A
Team-centred Domain levels: 10) Discharge processes,B,C,B,B,B,B,B,B,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,C,C,B,B
Team-centred KI level Team-centred Total KI level,C,D,B,B,B,B,B,B,B,C,A,A,B,A,A,A,A,B,B,B,C,C,B,B,C,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,66,54,76,80,74,78,76,78,74,62,82,86,80,84,86.0,88,88,74.0,72.0,78.0,68.0,68.0,72.0,70.0,68.0,70.0,72.0,72.0,74.0,76.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,B,C,B,C,B,B,D,A,A,B,A,A,A,A,C,C,B,C,C,C,B,C,C,C,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,59.4,51.3,68.6,72.2,66.6,70.2,68.4,70.2,70.3,58.9,82,81.7,80,84,86.0,88,88,66.8,65.0,70.4,68.0,64.6,68.4,70.0,68.0,66.5,68.4,72.0,74.0,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,165,203,186,185,236,224,216,227,206,194,162,163,170,216,240,199,214,208,209,206,205,217,238,229,219,239,234,243,245
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.97,0.93,0.91,0.9,0.9,0.88,0.88,0.92,0.86,0.9,0.87,0.85,88%,0.92,0.88,91%,95%,94%,92%,96%,96%,95%,94%,93%,93%,93%,93%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,24,52,33,67,72,67,77,74,85,56,61,59,77,83,59,62,54,43,32,27,32,40,30,29,41,49,57,46
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.12,0.28,0.18,0.28,0.32,0.31,0.34,0.36,0.44,0.35,0.37,0.35,36%,0.35,0.3,29%,26%,21%,16%,13%,15%,17%,13%,13%,17%,21%,23%,19%
