SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred KI level Patient-centred Total KI score,74,74,70,66,84,78,82,74,86,84,78,72,82,68,74.0,72,68,72.0,76.0,70.0,66.0,66.0,80.0,74.0,78.0,72.0,70.0,80.0,76.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,C,A,B,B,B,A,A,B,C,A,C,B,C,C,B,B,B,C,C,B,B,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,49.2,59.8,59.5,62.7,84,74.1,77.9,74,86,84,78,68.4,82,68,74.0,68.4,64.6,72.0,76.0,70.0,62.7,66.0,76.0,74.0,78.0,72.0,70.0,80.0,76.0,70.0
Team-centred Domain levels: 2) Stroke unit,B,B,B,C,B,B,B,B,A,A,B,B,B,A,B,B,A,B,B,C,C,C,B,B,B,B,B,A,B,B
Team-centred Domain levels: 5) Occupational therapy,C,B,C,C,B,C,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,C,A,A,A,A,B,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,D,E,B,A,A,C,B,B,A,B,B,B,A,B,B,B,C,C,C,C,C,B,B,D,C,C,C,D
Team-centred Domain levels: 9) Standards by discharge,B,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,A,B,B,A,A,A,B,B,B,A,A
Team-centred Domain levels: 10) Discharge processes,A,A,B,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B
Team-centred KI level Team-centred Total KI level,B,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,A,A,A
Team-centred KI level Team-centred Total KI score,70,73.3,73.3,66.7,86.7,86.7,96.7,90,96.7,96.7,86.7,86.7,90,90,93.3,90,93.3,90.0,83.3,83.3,80.0,76.7,90.0,93.3,93.3,80.0,80.0,86.7,86.7,83.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,46.5,59.2,62.3,63.3,86.7,82.3,91.8,90,96.7,96.7,86.7,82.3,90,90,93.3,85.5,88.7,90.0,83.3,83.3,76.0,76.7,85.5,93.3,93.3,80.0,80.0,86.7,86.7,83.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,68,53,51,71,82,92,95,76,78,78,104,102,74,76,85,64,57,52,62,67,66,78,60,59,51,59,66,54,76
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.88,0.92,0.98,0.98,0.99,0.99,0.98,0.94,0.96,0.92,0.94,89%,0.94,0.89,79%,83%,90%,89%,87%,93%,87%,79%,75%,78%,83%,77%,86%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,8,21,21,17,21,8,11,32,42,52,36,37,42,34,33,23,25,37,29,25,24,30,24,31,28,30,44
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.16,0.3,0.26,0.18,0.22,0.11,0.14,0.41,0.4,0.51,0.49,49%,0.49,0.53,58%,44%,40%,55%,44%,32%,40%,51%,47%,53%,42%,56%,58%
