SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred KI level Patient-centred Total KI level,E,D,D,D,C,C,D,D,C,C,B,A,A,A,A,B,A,A,A,B,B,B,A,A,A,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,36,44,46,58,68,66,52,50,68,62,78,88,90,92,94.0,80,98,90.0,84.0,78.0,74.0,78.0,90.0,90.0,82.0,76.0,78.0,80.0,76.0,78.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,D,D,C,D,D,D,C,D,B,A,A,A,A,B,A,A,A,B,C,B,A,A,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,30.8,39.6,43.7,52.3,64.6,53.3,52,45,61.4,58.9,74.1,88,90,92,94.0,80,98,90.0,84.0,74.1,62.9,78.0,90.0,90.0,77.9,76.0,78.0,80.0,76.0,78.0
Team-centred Domain levels: 1) Scanning,D,D,E,E,C,D,D,E,C,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,D,C,C,D,D,C,D,D,A,A,B,A,A,A,A,B,C,B,B,C,B,B,C,B,B,B,C,B
Team-centred Domain levels: 3) Thrombolysis,B,A,B,C,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,D,C,A,C,C,B,C,C,B,D
Team-centred Domain levels: 4) Specialist Assessments,D,B,D,B,B,B,B,A,B,C,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,E,E,C,C,D,C,C,E,A,A,C,A,A,A,A,B,A,A,B,B,C,B,A,A,B,C,A,A,C,B
Team-centred Domain levels: 6) Physiotherapy,E,E,C,B,C,B,D,D,B,B,B,B,A,B,A,B,B,B,C,C,B,B,B,A,C,C,B,B,D,C
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,D,C,B,C,E,D,E,C,C,B,A,A,E,A,A,C,C,B,C,B,C,E,E,E,E,E,D
Team-centred Domain levels: 8) MDT working,E,E,E,B,B,C,D,D,D,E,D,B,B,B,B,C,A,B,B,C,D,C,C,B,B,B,C,B,C,C
Team-centred Domain levels: 9) Standards by discharge,D,D,D,D,D,D,D,C,C,C,B,B,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A
Team-centred Domain levels: 10) Discharge processes,C,D,B,B,B,A,C,B,A,C,C,C,C,C,C,C,A,B,B,C,B,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,C,C,C,D,D,B,C,B,A,A,A,A,B,A,A,A,B,B,B,A,A,B,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,40,44,46,60,66,66,56,52,70,62,76,86,88,92,92.0,78,98,90.0,82.0,78.0,74.0,78.0,90.0,88.0,76.0,76.0,80.0,80.0,72.0,76.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,C,D,D,D,C,D,B,A,A,A,A,B,A,A,A,B,C,B,A,A,B,B,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,34.2,39.6,43.7,54.2,62.7,53.3,56,46.8,63.2,58.9,72.2,86,88,92,92.0,78,98,90.0,82.0,74.1,62.9,78.0,90.0,88.0,72.2,76.0,80.0,80.0,72.0,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,78,81,72,77,84,86,63,55,67,89,93,74,64,71,83,71,49,54,59,60,51,45,61,58,54,69,55,59,65
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,0.99,0.93,0.95,0.93,0.94,89%,0.92,0.96,89%,93%,89%,87%,91%,88%,95%,95%,95%,93%,95%,97%,90%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,69,68,38,25,30,48,41,34,49,73,66,60,53,62,62,50,35,44,53,40,32,27,47,47,41,56,45,45,48
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.88,0.84,0.53,0.32,0.36,0.56,0.65,0.62,0.73,0.82,0.71,0.81,0.83,87%,0.75,0.7,71%,81%,90%,67%,63%,60%,77%,81%,76%,81%,82%,76%,74%
