SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred KI level Patient-centred Total KI score,52,48,50,62,52,54,46,52,54,68,66,66,54,48,46.0,50,42,60.0,58.0,56.0,54.0,50.0,52.0,52.0,56.0,60.0,60.0,56.0,54.0,46.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,D,D,E,E,E,D,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D
Patient-centred SSNAP level Patient-centred SSNAP score,44.2,38.8,40,50.1,39.5,39,36.8,44.2,45.9,54.9,59.4,50.5,46.2,43.2,41.4,47.5,39.9,51.0,49.3,50.4,48.6,45.0,42.0,49.4,47.6,57.0,54.0,53.2,51.3,43.7
Team-centred Domain levels: 1) Scanning,B,A,A,A,A,A,B,A,A,A,A,A,B,C,A,B,C,,,,,,,D,,,,E,,E
Team-centred Domain levels: 2) Stroke unit,E,D,D,C,D,D,D,D,D,C,D,C,D,E,E,D,E,B,C,D,E,C,D,E,D,D,C,E,C,E
Team-centred Domain levels: 3) Thrombolysis,D,D,E,D,D,D,D,D,D,B,D,D,D,E,D,D,D,,,,,,,E,,,,E,,E
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,E,,,,,,,E,,,,E,,E
Team-centred Domain levels: 5) Occupational therapy,B,D,B,A,B,A,B,B,B,A,A,A,C,C,E,E,D,A,A,A,C,C,C,C,C,C,C,C,C,C
Team-centred Domain levels: 6) Physiotherapy,C,D,A,B,B,B,D,B,B,B,A,B,D,D,E,E,D,B,B,B,C,C,B,B,B,C,B,B,C,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,C,D,E,D,D,C,C,C,D,D,E,E,E,D,C,E,D,D,E,E,D,D,C,C,D,E
Team-centred Domain levels: 8) MDT working,C,B,B,B,C,C,C,C,D,C,C,B,B,C,B,B,C,,,,,,,E,,,,E,,E
Team-centred Domain levels: 9) Standards by discharge,D,D,D,D,D,D,D,D,D,D,C,D,D,D,C,B,D,B,A,A,B,B,A,A,A,A,B,A,B,B
Team-centred Domain levels: 10) Discharge processes,A,C,D,D,E,E,D,C,B,A,B,C,B,C,C,C,C,B,A,B,A,A,A,A,A,A,A,B,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,C,D,D,D,D,D,B,C,C,D,D,D,D,D,B,A,B,C,C,C,D,B,C,B,D,C,D
Team-centred KI level Team-centred Total KI score,52,48,54,62,54,54,46,56,56,72,68,66,54,44,46.0,48,40,76.7,83.3,70.0,60.0,66.7,66.7,48.0,70.0,66.7,73.3,48.0,66.7,40.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,E,D,D,D,E,E,D,D,D,C,D,D,E,D,D,E,C,B,C,D,C,D,D,D,C,C,D,C,E
Team-centred SSNAP level Team-centred SSNAP score,44.2,38.8,43.2,50.1,41,39,36.8,47.6,47.6,58.1,61.2,50.5,46.2,39.6,41.4,45.6,38,65.2,70.8,63.0,54.0,60.0,53.8,45.6,59.5,63.3,66.0,45.6,63.3,38.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,139,175,152,134,146,140,134,125,118,134,131,129,103,94,128,147,90,60,54,70,76,78,66,71,81,87,69,80,94
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.99,0.99,0.99,0.96,0.96,0.98,0.95,0.95,0.94,0.93,0.88,91%,0.96,0.92,97%,94%,92%,96%,99%,98%,96%,91%,90%,94%,90%,90%,94%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,1,3,8,5,2,11,12,22,37,37,25,14,17,28,9,2,4,1,0,4,3,11,27,31,15,21,21
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0.02,0.05,0.04,0.01,0.09,0.1,0.16,0.28,0.29,0.24,15%,0.13,0.19,10%,3%,7%,1%,0%,5%,5%,15%,33%,36%,22%,26%,22%
