SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,C,B,B,A,A,C,C,D,B,C,B,B,B,B,B,B,B,A,B,B,A,A,B,B,A
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,C,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,C,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI score,66,76,82,82,86,76,82,82,82,84,86,84,84,82,88.0,88,92,88.0,92.0,88.0,88.0,84.0,92.0,92.0,92.0,92.0,90.0,90.0,90.0,90.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,C,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,59.4,65,73.8,73.8,81.7,72.2,77.9,77.9,82,84,86,84,84,82,88.0,88,92,88.0,92.0,88.0,88.0,84.0,92.0,92.0,92.0,92.0,90.0,90.0,90.0,90.0
Team-centred Domain levels: 1) Scanning,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,B,B,B,C,C,C,C,B,C,B,B,B,B,C
Team-centred Domain levels: 3) Thrombolysis,D,D,B,B,A,C,C,C,C,C,C,C,B,D,B,B,C,B,B,B,C,C,B,B,B,B,B,B,B,B
Team-centred Domain levels: 4) Specialist Assessments,B,B,A,A,B,B,B,B,B,B,A,A,A,B,A,B,A,B,A,A,B,B,A,B,A,B,A,B,A,A
Team-centred Domain levels: 5) Occupational therapy,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,C,C,C,B,D,D,E,E,C,A,A,A,B,A,A,A,B,B,A,B,B,B,B,B,A,B,A,A,B
Team-centred Domain levels: 8) MDT working,C,B,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,C,B,B,A,A,C,C,D,B,C,B,B,B,B,B,C,B,A,B,B,B,A,B,B,A
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,C,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,C,B,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,66,76,84,82,86,78,82,80,80,84,86,84,84,82,88.0,88,90,88.0,90.0,90.0,82.0,86.0,92.0,90.0,90.0,88.0,90.0,90.0,92.0,90.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,C,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,59.4,65,75.6,73.8,81.7,74.1,77.9,76,80,84,86,84,84,82,88.0,88,90,88.0,90.0,90.0,82.0,86.0,92.0,90.0,90.0,88.0,90.0,90.0,92.0,90.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,119,102,112,112,112,147,173,190,209,229,220,204,232,241,245,234,230,214,196,229,274,271,255,216,175,167,147,149,173
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.86,0.8,0.82,0.81,0.82,0.86,0.84,0.89,0.94,0.9,0.87,0.8,0.81,80%,0.81,0.84,86%,85%,86%,88%,87%,87%,84%,79%,81%,79%,74%,79%,84%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,51,52,67,72,66,82,84,91,107,140,142,115,133,163,168,149,168,154,157,131,168,159,150,140,114,124,99,97,116
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.43,0.51,0.6,0.64,0.59,0.56,0.49,0.48,0.51,0.61,0.65,0.56,0.57,68%,0.69,0.64,73%,72%,80%,57%,61%,59%,59%,65%,65%,74%,67%,65%,67%
