SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,D,D,D,C,E,E,D,C,C,C,B,B,A,A,A,A,A,C,D,E,E
Patient-centred Domain levels: 8) MDT working,E,E,E,E,E,E,D,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B
Patient-centred Domain levels: 9) Standards by discharge,C,B,B,B,B,B,C,A,B,B,B,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,C,C,C,C,C,C,C,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Patient-centred KI level Patient-centred Total KI score,62.9,62.9,65.7,62.9,65.7,65.7,65.7,85.7,74.3,82.9,88.6,88.6,94.3,85.7,82.9,91.4,94.3,91.4,91.4,91.4,94.3,94.3,97.1,97.1,97.1,97.1,88.6,82.9,80.0,82.9
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,D,D,D,D,D,D,C,C,C,A,B,A,C,B,C,A,B,A,C,A,A,A,A,A,A,B,D,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,35.2,42.7,56.2,50.3,55.9,53.1,56.2,69.2,66.9,66.9,84.1,79.7,84.9,61.9,70.4,66.1,89.6,73.8,82.3,66.1,80.1,80.1,82.6,92.3,82.6,92.3,75.7,59.9,68.0,74.6
Team-centred Domain levels: 2) Stroke unit,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,C,C,D,C,C,D,C,C,C,B,A,A,A,A,A,A,A,A,A,B,C,B,A,A,A,A,B,B,C,B
Team-centred Domain levels: 6) Physiotherapy,A,B,C,B,B,C,B,B,B,A,A,A,A,A,A,A,B,B,B,C,C,B,A,A,A,A,B,B,B,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 9) Standards by discharge,D,B,A,C,B,A,C,B,B,C,C,B,B,B,B,A,A,B,B,B,A,C,C,B,B,B,B,C,B,C
Team-centred Domain levels: 10) Discharge processes,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,B,B,B,B,B,B,B,B,C,B,B,A,A,A,B,A,A,B,B,B,B,B,B,A,A,A,B,B,B,B
Team-centred KI level Team-centred Total KI score,70,73.3,70,70,73.3,70,70,73.3,63.3,76.7,80,83.3,83.3,83.3,80.0,86.7,83.3,80.0,80.0,73.3,76.7,73.3,80.0,83.3,83.3,83.3,76.7,73.3,73.3,76.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,D,C,D,D,D,D,C,B,B,B,C,C,C,B,C,B,D,C,C,C,B,B,B,C,D,C,C
Team-centred SSNAP level Team-centred SSNAP score,39.2,49.9,59.8,56,62.3,56.5,59.8,59.2,57,61.9,76,75,75,60.2,68.0,62.6,79.2,64.6,72.0,53.0,65.2,62.3,68.0,79.2,70.8,79.2,65.5,53.0,62.3,69.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,63,70,69,61,34,42,56,35,55,37,47,46,46,41,47,47,43,44,43,45,42,51,38,45,37,47,51,45,56
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.93,0.92,0.85,0.64,0.58,0.64,0.77,0.69,0.85,0.9,0.85,0.88,0.98,89%,0.9,0.96,93%,96%,96%,94%,89%,96%,93%,96%,97%,96%,98%,98%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,16,14,5,27,20,28,30,14,37,32,44,42,41,37,43,42,20,18,17,18,21,21,22,30,22,31,30,20,29
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.25,0.2,0.07,0.44,0.59,0.67,0.54,0.4,0.67,0.86,0.94,0.91,0.89,90%,0.91,0.89,47%,41%,40%,40%,50%,41%,58%,67%,59%,66%,59%,44%,52%
