SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,C,C,D,C,C,C,C,B,D,C,B,C,B,B,C,C,B,B,B,B
Patient-centred Domain levels: 8) MDT working,E,E,E,D,E,E,E,D,D,D,B,A,A,A,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B,B
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,A,A,A,A,B,B,B,C,B,B,B,B,B,B,B,C,B,B,B,C,B,C,C,B
Patient-centred Domain levels: 10) Discharge processes,C,C,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,D,B,C,B,B,B,A
Patient-centred KI level Patient-centred Total KI level,E,E,D,D,D,D,D,D,D,D,B,B,B,C,B,B,C,B,C,C,C,D,C,C,C,B,A,B,B,B
Patient-centred KI level Patient-centred Total KI score,36,36,42,42,44,46,48,48,56,52,72,76,74,64,72.0,74,68,74.0,66.0,64.0,60.0,56.0,66.0,62.0,64.0,72.0,82.0,78.0,74.0,74.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,E,E,E,D,D,D,D,D,D,C,B,B,C,B,B,C,B,C,C,C,D,C,C,C,B,A,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,30.8,30.8,37.8,39.9,41.8,43.7,45.6,45.6,53.2,52,68.4,76,74,64,72.0,74,68,74.0,66.0,64.0,60.0,56.0,66.0,62.0,64.0,72.0,82.0,78.0,74.0,74.0
Team-centred Domain levels: 1) Scanning,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,C,B,C,C,A,B,A,A,A,B
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,E,E,D,E,D,C,C,E,D,D,E,E,E,E,E,E,E,E,E,C,C,C,D,D
Team-centred Domain levels: 3) Thrombolysis,E,E,D,E,D,D,D,D,D,C,D,D,C,D,C,D,C,D,D,E,E,E,E,E,D,E,D,C,C,D
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,D,D,E,D,B,C,D,D,C,D,D,D,E,E,E,D,E,D,C,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,E,E,E,E,E,E,D,E,D,E,C,C,C,C,C,A,C,A,B,B,C,C,A,B,B,A,A,B,C,C
Team-centred Domain levels: 6) Physiotherapy,E,E,D,D,E,D,D,E,D,D,B,B,A,B,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,B,C,C,C,C,C,B,B,D,C,B,C,A,B,B,B,A,B,B,B
Team-centred Domain levels: 8) MDT working,E,E,E,D,D,E,E,D,D,E,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,C,B,B
Team-centred Domain levels: 10) Discharge processes,C,C,C,C,C,C,C,C,A,A,A,A,B,A,B,C,B,A,A,A,A,A,A,A,B,B,A,B,B,A
Team-centred KI level Team-centred Total KI level,E,E,D,D,D,D,D,D,D,D,B,B,B,C,B,B,C,B,C,C,C,C,B,C,C,B,A,B,B,B
Team-centred KI level Team-centred Total KI score,36,36,40,40,40,42,46,46,56,50,70,74,74,64,70.0,74,68,72.0,66.0,64.0,60.0,60.0,70.0,64.0,68.0,76.0,86.0,78.0,76.0,74.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,E,E,E,D,D,D,D,C,B,B,C,B,B,C,B,C,C,C,C,B,C,C,B,A,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,30.8,30.8,36,38,38,39.9,43.7,43.7,53.2,50,66.5,74,74,64,70.0,74,68,72.0,66.0,64.0,60.0,60.0,70.0,64.0,68.0,76.0,86.0,78.0,76.0,74.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,30,101,158,192,228,232,244,244,216,261,268,200,102,146,192,107,142,137,198,296,274,131,136,137,135,117,108,99,133
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.98,0.98,0.83,0.53,63%,0.83,0.46,57%,60%,81%,99%,80%,53%,55%,55%,52%,41%,41%,45%,50%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,2,2,1,0,2,4,3,7,5,58,57,56,3,92,80,64,62,33,85,71,78,86,84,68,61,53,94
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0.01,0,0,0.01,0.02,0.01,0.03,0.02,0.29,0.56,38%,0.02,0.86,56%,47%,31%,11%,31%,54%,57%,63%,62%,58%,56%,54%,71%
