SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 9) Standards by discharge,C,C,B,B,B,B,C,C,C,C,B,C,D,D,B,C,C,B,B,D,C,C,C,C,D,B,C,C,B,B
Team-centred Domain levels: 10) Discharge processes,B,B,B,B,A,A,C,A,A,A,B,B,B,A,B,B,A,B,B,A,A,A,A,A,D,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,B,C,B,C,C,B,C,B,B,B,B,C,B,B,B,B,C,D,D,D,D,D,D,C,D,C,C,C
Team-centred KI level Team-centred Total KI score,52,54,70,68,74,60,64,72,64,76,80,80,74,66,72.0,78,80,70.0,60.0,58.0,58.0,54.0,52.0,50.0,48.0,64.0,58.0,62.0,62.0,64.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,C,B,C,C,C,C,B,B,B,B,C,B,B,B,B,C,D,D,D,D,D,D,C,D,C,D,C
Team-centred SSNAP level Team-centred SSNAP score,49.4,54,66.5,64.6,74,60,60.8,68.4,64,76,80,80,74,66,72.0,78,80,70.0,60.0,58.0,55.1,54.0,49.4,47.5,48.0,60.8,58.0,62.0,58.9,64.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,101,133,109,110,78,72,91,73,67,156,138,109,102,114,106,101,108,112,119,117,87,122,106,96,110,126,115,130,139
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.99,0.99,0.96,0.95,0.9,0.85,0.84,0.79,0.79,0.96,0.99,0.89,0.83,84%,0.77,0.75,89%,92%,92%,86%,73%,80%,82%,79%,77%,80%,82%,84%,85%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,3,6,16,52,59,49,62,49,53,40,55,55,56,72,91,91,93,92,90,95,71,99,72,69,87,77,61,84,77
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.03,0.05,0.15,0.47,0.76,0.68,0.68,0.67,0.79,0.26,0.4,0.5,0.55,63%,0.86,0.9,86%,82%,76%,81%,82%,81%,68%,72%,79%,61%,53%,65%,55%
