SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 4) Specialist Assessments,C,D,C,D,C,D,B,B,C,B,C,B,B,C,C,C,C,A,B,A,A,A,A,A,A,A,B,B,A,A
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A
Patient-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,C,A,B,A,A,A
Patient-centred Domain levels: 8) MDT working,D,D,D,D,D,D,B,C,C,C,C,C,C,D,C,C,D,C,C,B,B,B,C,B,C,C,C,C,C,D
Patient-centred Domain levels: 9) Standards by discharge,B,D,D,B,B,A,B,A,C,C,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 10) Discharge processes,C,B,C,B,B,A,B,B,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,B,C,B,B,B,B,A,A,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI score,80,66,72,72,80,72,82,86,80,78,80,88,88,82,82.0,80,78,94.0,88.0,96.0,94.0,94.0,92.0,90.0,82.0,88.0,88.0,88.0,90.0,90.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,D,C,C,B,C,B,A,B,B,B,A,A,A,A,B,B,A,A,A,B,B,B,B,C,B,B,B,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,68,56.1,61.2,64.8,76,64.8,77.9,81.7,72,70.2,80,88,88,82,82.0,80,78,94.0,83.6,91.2,79.9,79.9,78.2,72.7,69.7,79.2,74.8,74.8,81.0,90.0
Team-centred Domain levels: 2) Stroke unit,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 5) Occupational therapy,B,C,C,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,B,A,B,A,B,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 7) Speech and Language therapy,C,B,C,B,A,A,B,B,B,C,B,B,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,B,A,A
Team-centred Domain levels: 9) Standards by discharge,B,D,D,B,B,B,B,B,C,C,A,A,A,A,A,B,B,A,A,A,A,A,A,Too few to report,A,B,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,C,B,C,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,Too few to report,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,B,B,C,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,73.3,70,66.7,86.7,93.3,86.7,90,86.7,86.7,80,90,93.3,96.7,93.3,100.0,93.3,96.7,100.0,96.7,100.0,96.7,96.7,100.0,100.0,96.7,93.3,100.0,96.7,96.7,100.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,D,D,B,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,62.3,59.5,56.7,78,88.7,78,85.5,82.3,78,72,90,93.3,96.7,93.3,100.0,93.3,96.7,100.0,91.8,95.0,82.2,82.2,85.0,80.8,82.2,84.0,85.0,82.2,87.0,100.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,101,105,102,87,81,66,77,84,62,80,74,97,97,99,126,107,77,75,75,66,78,79,74,59,58,80,96,94,90
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.99,0.99,0.92,0.9,0.95,0.94,0.94,0.96,0.95,0.94,0.93,93%,0.95,0.94,91%,91%,91%,92%,94%,92%,93%,91%,91%,93%,94%,90%,85%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,7,11,17,23,28,30,25,25,21,29,21,19,23,32,23,23,37,29,30,18,16,13,17,31,31,30,31
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.07,0.13,0.21,0.35,0.36,0.36,0.4,0.31,0.28,0.3,0.22,19%,0.18,0.3,30%,31%,49%,44%,38%,23%,22%,22%,29%,39%,32%,32%,34%
