SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 5) Occupational therapy,C,C,A,A,B,A,A,B,B,C,B,C,A,A,B,C,D,D,D,B,A,B,C,E,D,A,Insufficient records,C,C,D
Team-centred Domain levels: 6) Physiotherapy,C,B,B,A,D,C,B,B,B,C,B,B,A,A,B,B,C,B,A,A,B,C,B,C,B,A,Insufficient records,A,A,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,C,E,D,D,C,D,E,D,D,D,C,E,E,C,D,C,B,C,D,E,E,E,Insufficient records,E,E,E
Team-centred Domain levels: 8) MDT working,E,D,D,D,D,D,C,C,B,A,C,C,B,B,C,C,D,D,D,B,C,C,B,C,C,C,Insufficient records,B,B,C
Team-centred Domain levels: 9) Standards by discharge,A,B,B,B,B,A,B,B,B,A,A,A,B,A,A,A,A,B,B,B,B,A,B,B,A,B,Insufficient records,B,B,C
Team-centred Domain levels: 10) Discharge processes,D,C,C,D,C,D,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,Insufficient records,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,C,C,B,C,B,B,B,B,B,C,C,C,C,A,B,B,C,C,C,B,Insufficient records,B,B,C
Team-centred KI level Team-centred Total KI score,46,48,58,56,58,54,62,66,74,68,72,74,80,80,74.0,64,64,62.0,68.0,86.0,80.0,70.0,68.0,66.0,66.0,78.0,.,74.0,76.0,66.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,B,C,C,C,B,B,B,C,C,C,C,A,B,C,C,C,C,C,X,C,B,C
Team-centred SSNAP level Team-centred SSNAP score,41.5,43.3,52.3,56,52.3,43.6,58.9,46.2,70.3,68,68.4,66.8,72.2,76,70.3,60.8,64,62.0,68.0,81.7,76.0,66.5,64.6,62.7,66.0,63.0,.,66.6,72.2,62.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,19,85,79,48,62,56,62,74,52,59,72,84,90,97,95,75,78,43,52,85,88,75,66,78,87,99,68,58,74
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,0.96,0.93,0.85,0.9,0.89,0.75,0.66,0.7,0.83,0.98,100%,0.9,0.77,84%,74%,95%,98%,94%,90%,90%,92%,96%,99%,87%,82%,83%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,4,38,43,39,57,50,54,59,38,42,31,20,11,9,45,64,34,19,4,16,12,15,23,17,8,16,37,54,70
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.21,0.45,0.54,0.81,0.92,0.89,0.87,0.8,0.73,0.71,0.43,0.24,0.12,9%,0.47,0.85,44%,44%,8%,19%,14%,20%,35%,22%,9%,16%,54%,93%,95%
