SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,A,B,A,B,B,C,A,E,B,A,B,B,A,A,A,D,C,A,A,A,A,A,B,A,A,A
Team-centred Domain levels: 10) Discharge processes,A,A,A,A,A,A,A,A,A,A,D,Too few to report,B,B,C,C,B,A,C,C,C,B,C,C,D,C,C,A,A,A
Team-centred KI level Team-centred Total KI level,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,B,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,80,70,86.7,96.7,96.7,86.7,96.7,93.3,93.3,90,80,76,90,93.3,83.3,80,86.7,83.3,76.7,76.7,83.3,83.3,83.3,76.7,73.3,90.0,83.3,90.0,86.7,83.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,C,A,A,A,A,A,A,A,B,C,C,B,A,B,C,B,B,C,C,A,A,A,C,C,A,A,A,A,B
Team-centred SSNAP level Team-centred SSNAP score,64.6,63.2,82.3,96.7,96.7,82.3,91.8,84.2,84,72.7,68,68.4,76.5,84,79.2,64.6,70,79.2,69.2,65.2,83.3,83.3,83.3,65.2,66.0,85.5,83.3,85.5,86.7,79.2
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,93,94,110,125,119,128,128,112,108,114,160,176,153,124,146,184,213,206,166,167,177,153,157,200,181,173,200,202,198
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.96,0.99,0.96,0.95,0.97,0.97,0.94,0.93,0.94,0.91,0.95,0.95,0.93,94%,0.94,0.95,97%,97%,95%,97%,94%,96%,95%,93%,95%,95%,93%,94%,94%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,9,2,3,4,1,6,7,7,10,3,11,20,19,24,36,34,50,44,22,21,26,25,26,36,31,34,48,45,24
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.1,0.02,0.03,0.03,0.01,0.05,0.05,0.06,0.09,0.03,0.07,0.11,0.12,19%,0.25,0.18,23%,21%,13%,13%,15%,16%,17%,18%,17%,20%,24%,22%,12%
