SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 10) Discharge processes,D,B,D,D,C,D,D,B,B,A,B,B,A,B,A,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,D,D,D,D,B,C,C,C,B,B,B,C,C,D,C,C,D,D,C,B,C,C,C,C
Patient-centred KI level Patient-centred Total KI score,48,54,44,40,40,46,42,52,56,56,74,66,68,68,72.0,74,70,68.0,62.0,58.0,60.0,60.0,58.0,58.0,60.0,70.0,60.0,62.0,68.0,62.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,E,E,E,D,E,D,D,D,B,C,C,C,B,B,B,C,C,D,D,C,D,D,C,B,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,43.2,48.6,39.6,38,36,43.7,39.9,52,56,56,74,66,68,68,72.0,74,70,68.0,62.0,58.0,57.0,60.0,58.0,58.0,60.0,70.0,60.0,62.0,68.0,62.0
Team-centred Domain levels: 1) Scanning,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,D,E,E,E,E,E,E,E,E,E,C,C,D,C,D,C,C,E,E,E,E,E,E,E,E,D,D,E,E,E
Team-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,D,D,C,C,C,B,C,C,C,C,B,C,D,D,E,D,E,E,D,E,D,D,D,D,E
Team-centred Domain levels: 4) Specialist Assessments,D,D,E,E,D,D,D,D,D,D,B,C,B,B,B,C,C,C,C,D,C,B,D,D,C,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,D,E,C,E,E,C,C,C,E,E,A,C,A,A,B,A,A,A,C,D,C,D,D,D,D,D,D,C,C,B
Team-centred Domain levels: 6) Physiotherapy,E,D,C,D,D,D,E,E,D,D,C,D,D,B,C,B,B,B,C,C,C,D,D,C,C,C,D,C,D,D
Team-centred Domain levels: 7) Speech and Language therapy,D,D,C,C,E,C,D,C,D,D,C,B,B,B,B,A,A,A,B,A,B,B,A,A,A,A,B,B,B,B
Team-centred Domain levels: 8) MDT working,E,D,E,E,E,E,E,E,E,E,B,C,C,B,C,B,C,C,C,D,D,D,C,D,C,C,D,C,C,D
Team-centred Domain levels: 9) Standards by discharge,D,D,D,D,D,D,C,C,C,D,B,C,C,C,B,B,B,B,B,B,B,B,B,C,C,B,C,B,C,B
Team-centred Domain levels: 10) Discharge processes,D,A,D,D,C,D,D,B,B,B,C,B,B,C,B,B,B,B,C,B,B,C,C,B,B,B,B,B,B,B
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,D,D,D,D,B,C,B,B,B,A,B,B,C,D,C,D,D,D,C,C,C,C,C,C
Team-centred KI level Team-centred Total KI score,42,48,46,40,40,46,44,52,48,46,76,66,70,76,72.0,82,78,72.0,62.0,58.0,62.0,56.0,56.0,58.0,60.0,68.0,60.0,66.0,62.0,62.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,E,E,D,D,D,D,D,B,C,B,B,B,A,B,B,C,D,D,D,D,D,C,C,C,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,37.8,43.2,41.4,38,36,43.7,41.8,52,48,46,76,66,70,76,72.0,82,78,72.0,62.0,58.0,58.9,56.0,56.0,58.0,60.0,68.0,60.0,66.0,62.0,62.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,279,306,253,275,302,316,322,318,271,347,330,305,325,274,251,155,301,357,315,277,296,257,249,329,369,369,372,372,370
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.99,0.99,0.97,0.95,87%,0.83,0.56,96%,96%,94%,89%,87%,80%,84%,96%,95%,95%,94%,94%,97%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,12,17,0,0,0,1,1,0,28,18,23,71,133,110,73,74,191,225,202,181,174,90,42,52,57,93,170,159,161
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.04,0.06,0,0,0,0,0,0,0.1,0.05,0.07,0.23,0.41,40%,0.29,0.48,63%,63%,64%,65%,59%,35%,17%,16%,15%,25%,46%,43%,44%
