SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 5) Occupational therapy,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,B,B,C,A,B,A,B,B,C,A,A
Team-centred Domain levels: 6) Physiotherapy,B,D,B,B,A,B,B,B,B,B,A,A,A,A,B,B,C,A,A,B,C,B,A,C,A,B,B,B,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,D,D,C,C,C,C,A,B,A,A,B,C,C,B,B,B,C,B,A,A,B,B,A,B,A,A
Team-centred Domain levels: 8) MDT working,D,C,C,C,B,B,B,B,C,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,E,E,D,B,C,D,B,D,B,B,D,D,D,C,D,D,D,D,D,D,D,D,D,D,B,B,B,C,C,B
Team-centred Domain levels: 10) Discharge processes,E,C,B,A,A,B,B,D,B,A,B,B,B,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,B,C,B,C,C,B,B,B,B,B,A,B,B,C,A,A,B,B,B,A,B,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,42,54,54,70,68,70,68,64,72,76,76,80,80,84,74.0,74,66,86.0,88.0,78.0,70.0,72.0,84.0,74.0,88.0,84.0,90.0,82.0,92.0,92.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,D,C,C,C,C,B,B,B,B,B,A,B,B,C,A,A,B,B,B,A,B,A,B,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,33.6,45.9,43.2,59.5,64.6,66.5,64.6,60.8,72,76,76,76,80,84,74.0,74,62.7,86.0,83.6,78.0,70.0,72.0,84.0,74.0,88.0,79.8,90.0,82.0,92.0,87.4
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,104,106,118,125,118,140,140,127,113,142,146,136,144,154,153,143,338,417,398,376,379,389,402,373,357,329,333,358,361
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,0.99,1,1,1,1,1,0.99,0.99,1,100%,1,0.99,94%,94%,86%,83%,89%,93%,95%,92%,89%,87%,85%,85%,85%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,1,1,0,0,0,0,1,0,0,0,3,4,18,52,58,89,72,61,45,63,70,69,79,114,124,102
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,2%,0.03,0.13,15%,14%,22%,19%,16%,12%,16%,19%,19%,24%,34%,35%,28%
