SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 6) Physiotherapy,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,C,C,B,B,C,B,C,B,B,A,B,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,D,C,C,C,D,C,B,C,D,D,E,E,D,B,A,C,C,B,C,C,D,D,E,E,E,D,D,D,D
Patient-centred Domain levels: 8) MDT working,C,B,C,B,C,B,B,B,C,C,B,C,B,B,B,A,B,C,C,C,C,D,D,C,D,D,C,C,C,C
Patient-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,A,B,B,B,C,A,A,A,A,A,A,A,C,D,D,C,C,C,A,D,D,D,D,D,B
Patient-centred Domain levels: 10) Discharge processes,B,A,B,B,C,C,B,C,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A
Patient-centred KI level Patient-centred Total KI level,D,C,C,C,C,D,B,C,D,D,C,C,C,C,B,A,B,C,D,D,C,D,D,C,D,C,C,C,D,B
Patient-centred KI level Patient-centred Total KI score,50,68,68,64,60,58,70,64,56,54,64,60,62,64,80.0,82,78,62.0,54.0,56.0,60.0,52.0,54.0,62.0,50.0,60.0,66.0,62.0,58.0,74.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,C,D,D,D,C,D,C,C,B,A,B,C,D,D,C,D,D,C,D,C,C,C,D,B
Patient-centred SSNAP level Patient-centred SSNAP score,40,57.8,57.8,54.4,51,49.3,66.5,57.6,53.2,51.3,64,57,62,60.8,80.0,82,78,62.0,54.0,56.0,60.0,52.0,54.0,62.0,47.5,60.0,66.0,62.0,58.0,74.0
Team-centred Domain levels: 1) Scanning,E,C,D,E,D,D,C,D,D,E,E,D,D,D,C,C,B,C,C,A,B,C,B,B,A,A,A,A,B,B
Team-centred Domain levels: 2) Stroke unit,E,C,C,D,D,E,C,D,E,D,E,D,D,D,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,D,C,C,C,D,E,C,D,D,D,C,D,D,.,B,C,C,D,D,D,C,D,D,C,C,C,D,D,D,D
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,E,E,E,E,E,E,D,D,D,C,C,C,B
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,C,C,C,D,C,E,C,B,A,C,A
Team-centred Domain levels: 6) Physiotherapy,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,D,C,B,C,C,B,C,B,B,A,B,A
Team-centred Domain levels: 7) Speech and Language therapy,D,D,C,B,B,C,C,B,C,C,D,E,E,D,B,B,C,C,C,C,C,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,C,B,C,B,C,B,B,B,C,C,B,B,B,B,B,A,B,B,B,B,B,D,C,B,C,C,B,C,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,A,B,B,A,B,B,B,D,A,A,A,A,A,A,A,C,D,D,C,C,C,A,D,D,D,E,E,B
Team-centred Domain levels: 10) Discharge processes,A,B,B,D,C,C,B,C,D,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A
Team-centred KI level Team-centred Total KI level,D,C,C,C,C,C,B,C,D,D,C,C,C,C,B,B,B,C,D,D,C,D,D,C,D,D,C,C,D,B
Team-centred KI level Team-centred Total KI score,56,68,68,62,62,60,70,64,56,54,64,62,62,66.7,78.0,78,78,64.0,48.0,58.0,62.0,48.0,50.0,64.0,52.0,58.0,62.0,60.0,54.0,70.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,C,D,D,D,C,D,C,C,B,B,B,C,D,D,C,D,D,C,D,D,C,C,D,B
Team-centred SSNAP level Team-centred SSNAP score,44.8,57.8,57.8,52.7,52.7,51,66.5,57.6,53.2,51.3,64,58.9,62,63.3,78.0,78,78,64.0,48.0,58.0,62.0,48.0,50.0,64.0,49.4,58.0,62.0,60.0,54.0,70.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,136,103,130,164,166,181,191,163,136,180,156,162,200,195,193,140,195,137,82,148,175,169,143,147,155,151,136,130,151
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.94,0.96,1,1,1,1,1,0.99,0.98,1,0.99,0.99,99%,0.92,0.82,99%,83%,62%,88%,96%,98%,95%,99%,92%,89%,84%,85%,90%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,3,16,9,0,1,1,1,0,1,0,3,2,3,3,66,111,14,11,33,43,20,13,10,10,9,8,22,27,39
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.02,0.16,0.07,0,0.01,0.01,0.01,0,0.01,0,0.02,0.01,0.02,2%,0.34,0.79,7%,8%,40%,29%,11%,8%,7%,7%,6%,5%,16%,21%,26%
