SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 5) Occupational therapy,E,E,C,A,A,A,C,A,A,A,A,C,B,B,A,A,B,C,B,C,C,B,C,B,A,A,A,B,C,C
Patient-centred Domain levels: 6) Physiotherapy,E,E,D,B,A,B,D,B,B,B,B,B,B,B,B,C,C,D,D,D,C,C,B,C,B,B,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,D,E,E,D,E,E,D,E,E,D,D,A,B,B,B,B,A,B,A,B,A,A,A,B,C
Patient-centred Domain levels: 8) MDT working,D,D,D,D,C,C,D,B,C,B,A,B,B,A,B,B,B,B,B,C,C,B,C,B,B,C,B,B,B,B
Patient-centred Domain levels: 9) Standards by discharge,D,D,D,D,C,B,C,C,C,C,B,B,A,A,B,B,A,B,A,A,B,D,C,C,B,C,C,C,C,B
Patient-centred Domain levels: 10) Discharge processes,D,C,D,C,C,A,B,A,B,B,B,A,C,B,A,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,B,B,D,C,C,C,B,C,B,B,B,B,B,C,C,C,D,C,C,C,B,B,A,B,C,B
Patient-centred KI level Patient-centred Total KI score,44,48,40,58,70,76,54,68,66,66,70,66,70,74,78.0,70,78,64.0,68.0,62.0,56.0,68.0,66.0,66.0,72.0,72.0,82.0,74.0,68.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,E,D,C,B,D,C,C,C,B,C,B,B,B,B,B,C,C,C,D,C,C,C,C,B,A,B,C,B
Patient-centred SSNAP level Patient-centred SSNAP score,41.8,45.6,38,55.1,66.5,72.2,51.3,68,62.7,62.7,70,62.7,70,74,78.0,70,78,64.0,68.0,62.0,53.2,64.6,66.0,66.0,68.4,72.0,82.0,74.0,64.6,70.0
Team-centred Domain levels: 1) Scanning,B,B,C,B,A,A,A,B,B,B,B,B,A,B,B,B,A,B,C,B,B,A,A,B,B,A,A,A,B,A
Team-centred Domain levels: 2) Stroke unit,B,B,C,B,B,B,C,B,C,C,C,D,C,C,C,C,D,E,D,E,E,E,E,E,E,E,C,D,E,C
Team-centred Domain levels: 3) Thrombolysis,C,B,E,C,B,C,D,D,D,D,D,C,D,D,C,C,C,C,C,D,E,D,C,D,D,C,C,B,D,C
Team-centred Domain levels: 4) Specialist Assessments,D,D,E,D,D,C,D,D,C,C,C,D,B,B,C,C,C,D,D,D,E,D,D,D,C,D,B,D,D,D
Team-centred Domain levels: 5) Occupational therapy,D,E,C,A,A,A,C,A,A,A,A,C,B,B,A,A,B,C,B,C,C,B,C,B,A,A,A,B,C,C
Team-centred Domain levels: 6) Physiotherapy,E,E,E,B,B,B,D,B,B,B,B,B,B,B,B,C,C,D,D,E,C,C,B,C,B,B,B,B,C,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,D,E,E,D,E,E,D,E,E,D,D,A,B,B,B,A,A,B,A,B,A,A,A,B,C
Team-centred Domain levels: 8) MDT working,C,D,D,D,B,B,C,B,B,B,A,B,B,A,A,B,B,B,B,C,C,B,C,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,D,D,D,D,C,B,C,C,C,C,B,B,A,A,B,B,A,B,A,A,B,C,D,C,B,C,C,C,C,C
Team-centred Domain levels: 10) Discharge processes,D,C,D,C,C,A,B,A,B,B,B,A,C,B,A,B,A,A,A,A,B,A,A,B,A,A,A,C,A,B
Team-centred KI level Team-centred Total KI level,D,D,E,C,B,B,D,C,C,C,B,C,B,B,B,B,B,C,C,C,D,C,C,C,B,B,A,B,C,C
Team-centred KI level Team-centred Total KI score,48,48,38,60,70,78,56,68,68,66,70,66,70,72,76.0,70,78,64.0,68.0,60.0,58.0,68.0,64.0,64.0,72.0,74.0,82.0,72.0,62.0,68.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,E,D,C,B,D,C,C,C,B,C,B,B,B,B,B,C,C,C,D,C,C,C,C,B,A,B,D,C
Team-centred SSNAP level Team-centred SSNAP score,45.6,45.6,36.1,57,66.5,74.1,53.2,68,64.6,62.7,70,62.7,70,72,76.0,70,78,64.0,68.0,60.0,55.1,64.6,64.0,64.0,68.4,74.0,82.0,72.0,58.9,68.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,39,105,136,132,110,115,79,114,102,134,151,145,127,109,124,121,124,113,145,158,152,120,123,126,130,138,132,126,144
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.38,0.74,0.99,0.92,0.89,0.86,0.84,0.91,0.96,0.93,0.94,0.97,0.91,84%,0.85,0.82,87%,92%,98%,98%,96%,94%,95%,93%,89%,91%,95%,94%,92%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,7,24,70,67,82,44,58,27,24,34,34,39,21,19,32,52,26,35,21,18,15,23,30,31,18,25,11,6
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.07,0.18,0.53,0.61,0.71,0.56,0.51,0.26,0.18,0.23,0.23,0.31,19%,0.15,0.26,42%,23%,24%,13%,12%,13%,19%,24%,24%,13%,19%,9%,4%
