SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 6) Physiotherapy,E,E,D,C,B,B,A,B,A,A,A,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,A,B,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,C,E,E,E,E,E,E,E,C,C,C,C,D,D,D,D,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,E,D,E,E,E,E,D,D,C,C,D,D,D,D,D,D,C,C,B,B,C,B,C,D,C,D,C,D,D,D
Team-centred Domain levels: 9) Standards by discharge,E,D,E,E,C,B,B,B,C,C,B,B,B,B,B,B,B,B,A,A,A,B,B,B,C,C,B,A,B,B
Team-centred Domain levels: 10) Discharge processes,E,D,D,D,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,E,E,E,E,D,D,D,D,C,C,B,B,C,C,C,B,B,B,B,A,A,B,B,C,B,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,30,32,30,38,48,52,58,56,60,66,72,76,68,68,68.0,70,70,78.0,80.0,84.0,82.0,76.0,70.0,68.0,76.0,72.0,78.0,76.0,72.0,78.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,E,E,D,D,D,D,C,C,B,C,C,C,B,B,B,B,B,B,C,C,C,B,C,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,21.7,28.8,27,32.5,38.8,49.4,55.1,53.2,54,62.7,68.4,76,64.6,64.6,64.6,70,70,78.0,76.0,79.8,77.9,68.6,66.5,68.0,72.2,68.4,78.0,76.0,72.0,78.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,5,82,260,365,408,431,406,417,402,396,378,389,400,457,468,425,501,466,470,503,467,453,435,440,440,469,447,453,480
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.95,0.98,1,1,100%,1,1,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,0,0,0,0,1,4,52,1,0,1,0,4,1,2,0,1,0,2,13,2,0,0,3,12,18,29
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0,0,0,0,0.01,0.13,0,0,0,0%,0.01,0,0%,0%,0%,0%,0%,3%,0%,0%,0%,1%,3%,4%,6%
