SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 3) Thrombolysis,E,D,D,E,D,D,E,D,E,E,E,E,E,E,D,D,E,D,D,D,E,E,D,C,C,C,D,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,D,E,E,E,E,D,E,D,D,D,D,C,C,C,C,D,E,D,B,B,B,C,C,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,E,D,D,D,E,E,D,C,C,B,A,A,A,B,A,B,C,D,D,C,C,C,D,C,C,B,A,A,A,B
Team-centred Domain levels: 6) Physiotherapy,E,D,D,E,D,D,D,D,C,C,A,B,B,B,B,D,C,D,D,D,C,C,D,C,C,B,B,A,A,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,D,E,E,C,C,E,D,C,C,C,E,E,D,D,E,E,D,B,C,E,C,C,C
Team-centred Domain levels: 8) MDT working,C,C,B,D,D,C,D,C,C,C,B,B,B,B,B,B,C,C,B,B,C,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,A,A,A,A,B,B,B,A,B,B,A,B,B,C,B,C,B,B,B,C,C,B,C,B,B
Team-centred Domain levels: 10) Discharge processes,B,C,D,E,B,A,A,B,C,B,B,B,B,A,B,B,B,A,A,A,A,A,A,C,B,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,E,D,D,D,C,D,D,C,C,C,C,B,C,D,D,C,C,C,C,C,C,B,B,B,A,A,B
Team-centred KI level Team-centred Total KI score,48,48,48,34,42,50,52,62,56,52,68,66,62,62,70.0,62,52,52.0,60.0,66.0,62.0,62.0,60.0,68.0,72.0,76.0,76.0,82.0,84.0,80.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,E,E,D,D,D,D,D,C,C,C,C,C,D,D,D,D,C,D,C,C,C,B,B,B,A,A,B
Team-centred SSNAP level Team-centred SSNAP score,34.7,43.2,40.8,27.5,37.8,47.5,49.4,58.9,53.2,49.4,64.6,66,62,62,66.5,58.9,49.4,52.0,57.0,62.7,58.9,62.0,60.0,68.0,72.0,76.0,76.0,82.0,84.0,80.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,127,122,100,105,114,123,128,134,141,136,138,139,158,150,147,162,98,120,126,98,102,109,115,104,104,111,108,114,140
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.99,1,1,1,99%,1,1,78%,85%,89%,67%,59%,63%,69%,69%,66%,65%,68%,74%,79%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,1,1,0,2,2,0,1,1,1,2,5,3,1,2,70,61,68,76,65,57,65,65,69,66,67,72,85
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.01,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0.01,0.01,0.03,2%,0.01,0.01,71%,51%,54%,78%,64%,52%,57%,63%,66%,59%,62%,63%,61%
