SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 6) Physiotherapy,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,B,A,A,B,B,B,B,C,B,C,D,C,C,D
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,C,C,C,D,D,D,E,D,C,C,C,D,C,D
Patient-centred Domain levels: 8) MDT working,E,E,E,E,E,E,E,E,E,E,E,E,D,D,D,C,D,C,C,C,D,C,D,D,D,D,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,C,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,B,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,B,A,A,A,B,C,C,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,E,E,E,D,E,D,D,D,D,C,C,C,B,B,C,C,B,B,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,46,40,40,42,42,38,38,38,40,38,54,56,52,58,66.0,68,68,76.0,72.0,62.0,66.0,74.0,72.0,70.0,76.0,74.0,70.0,70.0,76.0,70.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,E,E,E,E,E,E,E,E,D,D,D,D,C,C,C,B,B,D,D,B,C,B,B,B,B,B,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,43.7,38,38,39.9,39.9,34.3,36.1,36.1,38,36.1,54,56,52,58,66.0,68,68,76.0,72.0,52.7,53.3,74.0,68.4,70.0,76.0,74.0,70.0,70.0,76.0,70.0
Team-centred Domain levels: 1) Scanning,E,E,E,D,D,E,E,D,D,D,C,C,C,C,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,D,D,D,E,E,E,E,D,E,C,C,C,D,C,C,D,E,E,E,D,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 3) Thrombolysis,C,D,C,C,C,C,D,D,D,D,B,C,D,B,B,C,C,C,C,D,C,B,C,C,B,B,B,C,B,B
Team-centred Domain levels: 4) Specialist Assessments,D,D,E,E,E,E,E,E,E,E,B,C,D,B,B,B,B,B,D,D,B,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,C,D,E,E,D,E,E,E,D,D,D,D,C,C,B,C,B,A,A,C,B,A,B,C,C,D,E,D,C,D
Team-centred Domain levels: 6) Physiotherapy,E,E,E,E,E,E,E,E,E,E,E,E,D,D,C,D,C,A,A,B,B,A,B,C,C,D,D,D,D,D
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,C,C,C,D,D,E,E,E,D,D,D,E,D,D
Team-centred Domain levels: 8) MDT working,E,E,E,E,E,E,E,E,E,E,E,E,E,D,C,C,C,B,C,C,C,C,C,D,D,D,D,D,D,D
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,D,C,C,C,C,B,C,B,B,B
Team-centred Domain levels: 10) Discharge processes,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,A,B,A,A,B,B,D,C,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,E,D,D,E,E,E,D,E,D,D,D,D,C,C,C,B,B,D,C,B,C,C,B,C,C,C,B,C
Team-centred KI level Team-centred Total KI score,46,40,38,42,42,38,36,38,40,38,54,50,50,58,68.0,66,68,78.0,74.0,58.0,66.0,72.0,68.0,66.0,70.0,68.0,64.0,64.0,70.0,68.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,E,E,E,E,E,E,E,E,E,D,D,D,D,C,C,C,B,B,D,D,B,C,C,B,C,C,C,B,C
Team-centred SSNAP level Team-centred SSNAP score,43.7,38,36.1,39.9,39.9,34.3,34.2,36.1,38,36.1,54,50,50,58,68.0,66,68,78.0,74.0,49.3,53.3,72.0,64.6,66.0,70.0,68.0,64.0,64.0,70.0,68.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,177,214,197,204,206,213,252,195,218,218,213,221,234,217,231,223,203,235,209,238,261,247,273,277,273,281,267,290,266
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.86,0.89,0.78,0.8,0.82,0.83,0.86,0.84,0.85,0.69,0.72,0.74,0.69,71%,0.74,0.71,88%,82%,73%,73%,79%,82%,83%,80%,80%,80%,78%,78%,78%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,113,139,145,154,148,138,162,123,170,134,126,114,142,126,135,143,119,134,121,128,119,87,85,122,131,133,114,123,118
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.64,0.65,0.74,0.75,0.72,0.65,0.64,0.63,0.78,0.61,0.59,0.52,0.61,58%,0.58,0.64,59%,57%,58%,54%,46%,35%,31%,44%,48%,47%,43%,42%,44%
