SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 9) Standards by discharge,C,C,B,D,C,B,B,B,B,B,B,B,B,B,C,B,C,C,B,C,B,B,B,B,B,B,A,B,A,A
Patient-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,C,C,C,C,C,C,D,D,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,C,C,C,C,D,B,B,C,D,C,D,D,C,C,C,D,C,B,C,C,B,A,A,B,B
Patient-centred KI level Patient-centred Total KI score,58,56,56,52,56,64,64,66,60,58,76,74,66,58,60.0,58,56,64.0,60.0,60.0,56.0,60.0,70.0,66.0,64.0,72.0,88.0,84.0,80.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,C,D,C,C,D,B,B,C,D,C,D,D,C,D,C,D,D,C,D,C,C,B,B,B,C
Patient-centred SSNAP level Patient-centred SSNAP score,44.4,50.4,53.2,44.5,53.2,60.8,54.4,66,60,55.1,76,74,66,58,60.0,58,53.2,60.8,57.0,60.0,53.2,57.0,66.5,56.1,60.8,68.4,79.2,79.8,72.0,61.2
Team-centred Domain levels: 1) Scanning,C,E,D,E,E,D,B,B,C,B,B,B,A,A,A,B,B,B,B,B,C,B,C,,C,,,,,
Team-centred Domain levels: 2) Stroke unit,D,E,E,E,E,E,E,E,E,E,C,D,D,E,E,E,E,E,E,E,E,E,E,C,E,C,B,B,D,C
Team-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,C,C,D,D,D,B,C,D,D,D,.,D,D,D,D,D,D,C,,.,,,,,
Team-centred Domain levels: 4) Specialist Assessments,D,C,C,D,C,C,C,C,C,D,B,C,C,C,B,B,D,B,C,C,D,D,D,,E,,,,,
Team-centred Domain levels: 5) Occupational therapy,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,C,B,C,C,B,D,C,A,B,C,C,B,B,C,C
Team-centred Domain levels: 6) Physiotherapy,A,A,B,A,A,A,B,B,C,B,B,A,B,B,C,C,B,B,D,B,B,B,B,B,C,C,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,D,C,C,B,C,C,D,C,D,E,D,D,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,E,D,E
Team-centred Domain levels: 8) MDT working,C,B,C,C,C,B,B,A,B,B,A,B,B,C,B,B,C,B,B,C,E,D,D,,C,,,,,
Team-centred Domain levels: 9) Standards by discharge,C,C,B,D,C,B,B,B,B,B,B,B,B,B,C,B,C,C,B,C,B,B,B,B,A,B,A,A,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,D,C,C,C,C,C,D,D,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,C,C,C,C,C,B,B,C,D,C,C,D,C,D,C,D,D,C,B,D,C,B,B,C,C
Team-centred KI level Team-centred Total KI score,58,58,56,54,56,64,64,66,60,60,76,70,66,58,60.0,60,56,62.0,58.0,60.0,50.0,56.0,60.0,70.0,55.6,63.3,80.0,76.7,66.7,66.7
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,C,D,C,C,D,B,B,C,D,C,C,D,D,D,C,D,D,D,D,D,C,B,B,C,D
Team-centred SSNAP level Team-centred SSNAP score,44.4,52.2,53.2,46.2,53.2,60.8,54.4,66,60,57,76,70,66,58,60.0,60,53.2,58.9,55.1,60.0,47.5,53.2,57.0,59.5,52.8,60.2,72.0,72.8,60.0,56.7
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,120,107,129,143,134,147,154,144,126,156,130,118,129,132,158,192,84,165,164,149,148,171,182,165,179,170,160,139,125
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.98,0.98,0.99,1,1,0.99,0.92,1,0.98,0.98,0.99,99%,1,0.96,99%,99%,99%,99%,100%,100%,99%,91%,91%,96%,97%,99%,100%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,31,18,18,27,14,19,31,35,48,13,18,30,34,35,47,82,22,43,57,53,34,40,87,92,89,75,75,55,36
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.26,0.17,0.14,0.19,0.1,0.13,0.2,0.24,0.38,0.08,0.14,0.25,0.26,27%,0.3,0.43,26%,26%,35%,36%,23%,23%,48%,56%,50%,44%,47%,40%,29%
