SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,B,B,C,D,C,C,A,B,C,A,C,E,E,E,C,E,E,E,D,E,D,E
Patient-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,A,A,A,C,B,B,B,B,B,B,B,B,A,C,D,C,D,D,D,D,D,D,D,D,D
Patient-centred Domain levels: 7) Speech and Language therapy,B,C,B,B,C,D,C,A,B,B,C,D,C,D,C,E,E,B,D,E,D,D,D,C,D,E,D,E,D,D
Patient-centred Domain levels: 8) MDT working,B,B,C,B,C,C,C,B,B,A,C,D,C,B,B,D,D,C,D,D,E,E,E,E,E,E,E,E,D,D
Patient-centred Domain levels: 9) Standards by discharge,D,D,C,C,D,D,E,D,C,B,B,B,B,B,C,B,B,C,B,C,B,C,B,B,C,D,C,C,C,C
Patient-centred Domain levels: 10) Discharge processes,E,E,D,D,D,D,C,C,B,B,A,A,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,B,C,B,B,B,C,C,B,C,A,B,C,C,C,B,B,C,B,C,D,D,D,D,D,D,D,D,D,D,D
Patient-centred KI level Patient-centred Total KI score,76,66,78,80,70,64,62,72,66,84,76,66,68,68,74.0,72,68,78.0,62.0,50.0,54.0,52.0,58.0,54.0,52.0,50.0,56.0,52.0,58.0,56.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,D,B,B,C,C,C,B,B,C,B,D,D,D,D,D,D,D,D,D,D,D,D
Patient-centred SSNAP level Patient-centred SSNAP score,54.9,53.3,56.4,57.8,50.6,46.2,50.1,42.8,50.5,79.8,76,62.7,68,68,74.0,72,68,78.0,58.9,47.5,48.6,46.8,52.2,48.6,46.8,47.5,53.2,46.8,52.2,53.2
Team-centred Domain levels: 1) Scanning,A,B,A,A,A,B,C,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 2) Stroke unit,C,D,C,C,D,D,E,D,D,C,C,D,D,D,D,C,C,D,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,A,B,A,A,A,B,B,B,C,A,B,C,C,C,C,C,C,C,D,D,D,D,D,D,D,C,C,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,C,C,D,D,D,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,A,B,A,A,A,A,A,A,B,B,C,D,C,C,A,B,C,A,C,E,E,E,D,E,E,E,D,E,D,E
Team-centred Domain levels: 6) Physiotherapy,A,B,A,A,A,A,A,A,C,B,B,B,B,B,B,B,B,A,C,D,D,D,D,E,D,D,D,D,D,C
Team-centred Domain levels: 7) Speech and Language therapy,B,C,B,B,C,D,C,A,B,B,C,D,C,D,C,E,E,B,D,E,D,D,D,D,D,E,D,E,D,D
Team-centred Domain levels: 8) MDT working,B,B,B,B,B,C,C,B,B,B,C,D,C,C,C,D,D,C,D,D,E,E,D,E,E,E,E,E,D,D
Team-centred Domain levels: 9) Standards by discharge,D,D,C,C,D,D,E,D,C,B,B,B,B,B,C,B,B,C,B,C,B,C,B,C,C,D,C,D,C,C
Team-centred Domain levels: 10) Discharge processes,E,E,D,D,D,D,C,C,B,B,A,B,B,B,B,A,A,A,A,A,D,A,A,C,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,B,C,B,B,B,C,C,B,C,A,B,C,C,C,B,B,C,B,C,D,D,D,D,D,D,D,D,D,D,D
Team-centred KI level Team-centred Total KI score,76,64,80,80,72,64,60,72,66,82,76,64,68,66,72.0,72,68,78.0,62.0,52.0,48.0,52.0,58.0,46.0,52.0,50.0,56.0,50.0,56.0,58.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,D,D,B,B,C,C,C,B,B,C,B,D,D,D,D,D,D,D,D,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,54.9,51.7,57.8,57.8,52,46.2,48.4,42.8,50.5,77.9,76,60.8,68,66,72.0,72,68,78.0,58.9,49.4,43.2,46.8,52.2,41.4,46.8,47.5,53.2,45.0,50.4,55.1
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,150,152,167,185,171,168,178,182,162,262,248,231,243,270,266,265,420,365,350,405,427,441,392,416,432,369,320,313,330
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,0.99,1,1,1,1,100%,1,1,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,100%,96%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,4,2,1,4,1,0,1,3,23,106,107,100,63
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0%,0.01,0,1%,1%,0%,1%,0%,0%,0%,1%,5%,29%,33%,32%,19%
